id,ra_deg,dec_deg,u,v,mag,electrons_deposited
115151,350.16018611,6.45133321,527.139,102.943,8.580,1.849141
115152,350.16198254,8.91959615,527.100,49.769,7.900,3.459155
115153,350.16524224,4.49683367,527.030,144.676,9.890,0.553312
115155,350.17061468,5.90782893,526.915,114.580,6.170,17.020409
115159,350.17970691,6.62407041,526.720,99.249,8.120,2.824685
115172,350.21019751,2.45636603,526.065,188.012,7.650,4.354818
115177,350.21985034,10.53249545,525.858,14.682,7.740,4.008390
115184,350.23560652,10.33939612,525.520,18.916,8.620,1.782256
115192,350.24535953,9.64809104,525.310,33.997,8.960,1.303077
115193,350.24908327,2.47841538,525.230,187.551,9.950,0.523564
115200,350.29698039,2.19735010,524.203,193.512,7.420,5.382326
115201,350.29716594,1.59499067,524.199,206.263,11.760,0.098848
115204,350.29998306,8.67417003,524.138,55.162,7.500,5.000000
115208,350.31102423,7.02308813,523.901,90.746,7.870,3.556068
115210,350.31397558,6.19245701,523.838,108.547,7.310,5.956210
115215,350.33981067,4.67269023,523.284,140.983,6.790,9.615459
115223,350.37883525,8.33394706,522.447,62.558,12.420,0.053823
115241,350.43496969,10.86178258,521.244,7.618,8.710,1.640476
115246,350.46191357,9.76137449,520.666,31.665,7.670,4.275334
115255,350.48218746,7.59309313,520.232,78.577,8.410,2.162569
115263,350.51295638,5.50613638,519.572,123.281,8.690,1.670975
115280,350.59857768,0.41425958,517.738,231.248,8.560,1.883519
115282,350.60293911,3.60613645,517.645,163.712,8.610,1.798747
115292,350.63048759,8.22523043,517.055,65.034,9.210,1.035071
115295,350.63755396,7.48728160,516.904,80.924,8.050,3.012798
115297,350.64178187,10.37360281,516.813,18.433,9.180,1.064070
115302,350.66267030,1.15178341,516.366,215.667,8.800,1.509976
115307,350.67099425,11.19810021,516.188,0.403,8.770,1.284254
115311,350.68396741,3.74011767,515.910,160.888,7.610,4.518247
115313,350.68642822,4.34812993,515.857,147.981,9.670,0.677595
115319,350.70659052,5.03641100,515.426,133.351,9.210,1.035071
115326,350.72172630,2.81834336,515.102,180.428,7.040,7.637830
115343,350.76927866,10.76487639,514.085,9.963,7.800,3.792888
115355,350.82296418,9.38495673,512.936,40.055,7.880,3.523465
115361,350.84458071,0.94682486,512.474,220.008,8.410,2.162569
115362,350.84619361,3.21527132,512.439,172.046,8.570,1.866251
115366,350.86130648,8.88244579,512.116,50.960,8.930,1.339584
115372,350.87905427,1.10111270,511.737,216.752,10.330,0.368952
115374,350.88293700,0.29129760,511.654,233.851,6.330,14.688248
115389,350.93105564,0.88458740,510.625,221.327,8.820,1.482416
115393,350.93881529,8.46007063,510.459,60.123,6.690,10.543141
115422,351.01828343,4.93142506,508.761,135.677,7.670,4.275334
115423,351.01944357,3.64767094,508.736,162.921,9.750,0.629463
115425,351.02605135,7.55074634,508.595,79.735,7.620,4.476824
115442,351.06861756,3.71558102,507.686,161.493,6.620,11.245273
115449,351.09075708,6.18627683,507.213,108.971,7.180,6.713825
115455,351.11265614,6.96208307,506.745,92.394,9.050,1.199416
115466,351.14974212,2.60986223,505.953,184.907,8.660,1.717790
115470,351.16189133,1.74129125,505.694,203.258,7.540,4.819145
115487,351.20498313,7.88095946,504.774,72.721,8.960,1.303077
115490,351.21669264,10.63154086,504.524,13.160,8.990,1.267564
115493,351.22921065,2.01844800,504.257,197.413,9.160,1.083852
115497,351.24860649,5.21167780,503.843,129.786,8.810,1.496132
115498,351.24930249,7.03260417,503.829,90.939,8.230,2.552525
115509,351.29887566,4.92239960,502.771,135.948,8.730,1.610534
115516,351.32409258,3.14158183,502.233,173.693,11.470,0.129113
115522,351.35117755,0.21523223,501.655,235.462,9.420,0.853041
115537,351.39202451,6.00988831,500.784,112.838,9.620,0.709529
115551,351.42850568,7.82940270,500.007,73.928,9.400,0.868900
115555,351.44966328,11.15563019,499.556,1.845,8.140,2.753058
115572,351.53564232,8.92967025,497.723,50.284,7.560,4.731186
115575,351.54441251,0.46324074,497.537,230.238,8.980,1.279293
115578,351.55025000,8.89331651,497.412,51.076,10.560,0.298518
115590,351.58755660,4.33951937,496.617,148.389,8.770,1.552280
115595,351.61428684,8.64438584,496.048,56.477,7.100,7.227199
115598,351.62808409,4.63610230,495.754,142.112,9.560,0.749842
115603,351.64290482,6.60760427,495.439,100.174,7.300,6.011322
115610,351.65117894,10.03412951,495.263,26.423,8.500,1.990536
115616,351.66518061,9.74982780,494.964,32.602,8.830,1.468825
115617,351.66534071,5.23216112,494.961,129.471,8.200,2.624037
115622,351.68187718,2.47833029,494.609,187.761,6.720,10.255811
115627,351.68954721,11.03259622,494.446,4.684,8.320,2.349471
115639,351.73293881,1.25583758,493.522,213.545,4.950,52.356427
115650,351.76924410,1.28679762,492.749,212.895,10.370,0.355607
115665,351.81068188,2.63670929,491.868,184.436,7.600,4.560054
115666,351.81152185,1.12268705,491.850,216.355,6.260,15.666429
115672,351.82710965,8.06691799,491.518,68.999,7.010,7.851814
115677,351.83728271,4.45025634,491.302,146.102,8.710,1.640476
115682,351.85286396,0.72232000,490.970,224.790,9.230,1.016179
115684,351.85545733,9.40396158,490.915,40.192,9.840,0.579389
115710,351.93106147,1.88698790,489.307,200.261,7.740,4.008390
115715,351.94155317,5.73657727,489.084,118.831,8.250,2.505936
115717,351.95055097,4.85621708,488.893,137.526,10.320,0.372366
115723,351.98371275,11.13614441,488.188,2.594,8.190,2.646659
115728,351.99236589,6.37909727,488.004,105.169,4.270,97.942234
115736,352.01855072,8.63146299,487.447,56.942,7.860,3.588971
115743,352.03514833,2.44819079,487.095,188.442,8.080,2.930691
115749,352.06842162,6.07456725,486.388,111.679,7.380,5.584316
115750,352.07062956,5.81784170,486.341,117.141,8.100,2.877200
115760,352.11263978,2.65354492,485.448,184.122,8.110,2.850821
115763,352.11925664,5.80767306,485.308,117.372,8.250,2.505936
115769,352.13184122,9.42716915,485.040,39.826,7.400,5.482391
115773,352.14308012,8.52864788,484.802,59.210,8.960,1.303077
115781,352.17729976,7.36769315,484.075,84.127,8.640,1.749726
115789,352.19275471,0.83532822,483.747,222.425,7.870,3.556068
115790,352.19458213,5.38937696,483.708,126.279,6.990,7.997790
115799,352.23659510,7.40203519,482.816,83.415,8.620,1.782256
115804,352.25287320,9.26603962,482.470,43.365,6.200,16.556556
115807,352.25883882,1.47030374,482.344,209.065,8.610,1.798747
115834,352.34178928,3.59534438,480.583,164.286,9.010,1.244429
115843,352.36248095,1.79115943,480.144,202.319,6.350,14.420158
115849,352.37635363,1.03582677,479.849,218.215,6.880,8.850545
115851,352.38323384,4.53218332,479.704,144.492,6.260,15.666429
115856,352.40142167,6.83574430,479.318,95.570,8.270,2.460198
115862,352.41940333,3.98418736,478.936,156.087,11.240,0.159577
115882,352.48289733,1.16375297,477.589,215.529,7.980,3.213439
115886,352.49247418,6.26396817,477.386,107.780,8.740,1.595769
115902,352.55616837,5.01274673,476.036,134.358,7.260,6.236918
115904,352.56022608,10.45099635,475.950,17.844,9.120,1.124527
115910,352.58438928,1.99348613,475.438,198.081,9.600,0.722720
115912,352.58748236,0.17783385,475.372,236.262,9.470,0.814648
115913,352.59088265,6.42535427,475.300,104.375,8.510,1.972287
115918,352.62372452,7.27850942,474.604,86.195,9.910,0.543213
115932,352.66871832,0.87756263,473.651,221.556,7.160,6.838644
115933,352.66963320,5.24645923,473.631,129.434,8.330,2.327930
115934,352.66987529,5.24944678,473.626,129.371,7.760,3.935229
115935,352.67484177,10.36185478,473.521,19.838,8.110,2.850821
115946,352.71430768,10.15576468,472.685,24.330,9.200,1.044648
115951,352.72845792,7.99693811,472.385,70.863,8.100,2.877200
115953,352.73277363,9.48213584,472.293,38.918,8.380,2.223156
115955,352.73921754,5.06071512,472.157,133.386,8.040,3.040675
115956,352.74082503,7.72868687,472.123,76.612,9.030,1.221715
115957,352.75478141,6.28800944,471.827,107.347,6.390,13.898566
115959,352.75754671,0.59599617,471.769,227.477,8.370,2.243727
115966,352.77742942,2.36350544,471.348,190.314,7.170,6.775947
115982,352.83700344,9.76169155,470.086,32.922,7.780,3.863403
115984,352.83915969,10.88557505,470.040,8.529,8.010,3.125863
115989,352.85398923,4.25138953,469.726,150.527,8.810,1.496132
116003,352.88082708,4.08693695,469.158,154.005,6.500,12.559432
116004,352.88421353,3.37342188,469.087,169.058,9.470,0.814648
116013,352.92290996,9.32089560,468.268,42.481,8.760,1.566643
116021,352.94316406,8.32860072,467.839,63.833,8.990,1.267564
116023,352.95711196,10.86468122,467.544,9.043,8.860,1.428795
116035,352.97421179,3.43053574,467.182,167.868,9.010,1.244429
116040,352.98454661,10.99456526,466.963,6.227,8.750,1.581139
116042,352.98983817,1.08592434,466.851,217.192,6.390,13.898566
116056,353.03597608,3.02834924,465.875,176.350,8.800,1.509976
116061,353.05296646,7.08501528,465.516,90.467,6.800,9.527304
116076,353.10226802,4.04753681,464.473,154.878,8.640,1.749726
116080,353.10786923,10.99877018,464.354,6.197,6.780,9.704429
116082,353.11828869,3.04020492,464.134,176.111,8.880,1.402717
116094,353.14820371,10.97779785,463.502,6.674,7.950,3.303467
116098,353.16345169,8.12992936,463.179,68.174,8.720,1.625436
116106,353.19489862,0.84272286,462.514,222.309,9.070,1.177525
116120,353.22697445,3.38167077,461.836,168.936,8.000,3.154787
116122,353.23098178,3.01666677,461.752,176.622,7.090,7.294071
116123,353.23340492,9.15951994,461.700,46.088,7.970,3.243172
116124,353.23365502,5.66759284,461.695,120.648,10.340,0.365570
116127,353.23750240,0.18046477,461.614,236.212,9.050,1.199416
116136,353.29276480,6.85468687,460.446,95.448,10.330,0.368952
116137,353.29598908,4.34230857,460.378,148.692,7.690,4.197300
116139,353.29991093,6.40061535,460.295,105.108,8.060,2.985176
116140,353.30120272,3.13574766,460.267,174.124,9.240,1.006862
116154,353.34620836,4.63935929,459.317,142.429,7.270,6.179737
116163,353.36925681,4.40124893,458.830,147.462,6.920,8.530412
116170,353.37945271,5.35651170,458.614,127.272,9.130,1.114218
116187,353.42299721,2.24448168,457.694,192.883,7.740,4.008390
116191,353.44373848,5.13245035,457.256,132.028,9.010,1.244429
116214,353.51630754,0.18168871,455.724,236.189,11.160,0.171779
116217,353.53037156,0.42368268,455.427,231.112,8.750,1.581139
116220,353.53731060,1.24753498,455.281,213.826,5.910,21.625692
116222,353.53994387,11.18083466,455.225,2.438,8.630,1.764004
116226,353.58050131,9.70950599,454.369,34.369,8.350,2.285441
116229,353.58334949,8.71315112,454.309,55.819,8.440,2.103633
116231,353.58777794,9.53452562,454.215,38.147,11.230,0.161053
116235,353.60458795,5.47054421,453.860,124.910,6.900,8.689004
116236,353.60576625,7.92460890,453.836,72.720,9.380,0.885054
116241,353.61840327,3.27801733,453.569,171.173,8.720,1.625436
116256,353.66613488,1.50582431,452.562,208.413,10.260,0.393523
116281,353.75032117,1.60533814,450.786,206.330,9.590,0.729407
116285,353.76755199,7.67744289,450.422,78.052,7.370,5.635987
116299,353.81101031,3.85384909,449.506,159.079,7.230,6.411653
116300,353.81655929,10.95856003,449.389,7.403,7.160,6.838644
116301,353.81734314,9.68982729,449.372,34.887,7.840,3.655695
116307,353.84614531,2.22456087,448.765,193.340,8.420,2.142743
116314,353.86176596,8.51974047,448.435,60.065,6.680,10.640695
116316,353.86547653,10.55507834,448.357,16.188,7.140,6.965784
116319,353.86919175,1.31319815,448.279,212.466,6.470,12.911301
116323,353.87931442,7.15176483,448.065,89.293,8.850,1.442016
116325,353.88363333,7.46447114,447.974,82.631,6.400,13.771144
116328,353.90047713,8.38271778,447.619,63.014,7.350,5.740768
116330,353.90229441,4.03846100,447.581,155.204,8.680,1.686437
116347,353.94268694,2.07455732,446.729,196.497,8.960,1.303077
116351,353.95592023,0.44596816,446.450,230.652,10.190,0.419730
116356,353.96739667,5.02219971,446.209,134.465,11.950,0.082979
116359,353.97730572,6.00814358,446.000,113.609,9.740,0.635287
116360,353.97911158,2.44556015,445.962,188.712,8.580,1.849141
116363,353.98434856,10.05390325,445.851,27.089,10.640,0.277313
116366,353.98934667,10.68769388,445.746,13.363,7.500,5.000000
116367,354.00111910,8.76607901,445.498,54.829,7.180,6.713825
116376,354.02422496,3.15121281,445.011,173.892,7.900,3.459155
116383,354.06278267,6.86081736,444.198,95.533,7.540,4.819145
116385,354.07292776,7.11717123,443.985,90.083,7.850,3.622180
116392,354.09727881,2.10207138,443.472,195.932,5.680,26.728218
116408,354.14952167,6.59156704,442.371,101.275,9.190,1.054314
116417,354.19016888,2.96118928,441.515,177.904,8.150,2.747704
116418,354.20218304,5.91661598,441.262,115.599,9.030,1.221715
116426,354.24304764,11.01499025,440.402,6.357,7.950,3.303467
116447,354.30129837,7.72867434,439.175,77.117,10.560,0.298518
116456,354.32234779,1.51980809,438.732,208.158,8.410,2.162569
116468,354.34653503,7.62393894,438.223,79.363,8.320,2.349471
116484,354.40433757,5.10769697,437.007,132.743,9.270,0.979422
116491,354.42417764,9.97489488,436.589,28.961,7.970,3.243172
116497,354.45455811,3.37030064,435.950,169.339,7.300,6.011322
116505,354.47029150,5.97823211,435.619,114.353,8.380,2.223156
116526,354.52672798,1.33560915,434.432,212.028,7.700,4.158819
116535,354.54398334,3.75921902,434.069,161.174,9.240,1.006862
116536,354.55160148,8.62750970,433.908,57.977,6.890,8.769403
116540,354.56609501,0.86861673,433.604,221.812,8.830,1.468825
116543,354.57812781,0.78100861,433.350,223.647,9.120,1.124527
116548,354.59249830,8.65721417,433.048,57.353,10.140,0.439511
116552,354.60689137,1.93592755,432.746,199.453,8.930,1.339584
116557,354.61307210,2.25056273,432.616,192.858,8.770,1.552280
116559,354.62715947,4.31668198,432.319,149.456,10.220,0.408291
116561,354.63702012,9.31872059,432.112,43.171,11.450,0.131513
116579,354.69195882,2.76533501,430.957,182.067,9.880,0.558432
116586,354.70682350,2.95991095,430.644,177.985,8.210,2.599980
116591,354.71825058,8.31290020,430.404,64.758,8.570,1.866251
116612,354.79310485,6.20122363,428.831,109.699,7.840,3.655695
116616,354.81360385,9.98474267,428.400,28.884,9.530,0.770850
116628,354.84581050,7.07765271,427.723,91.119,8.940,1.327303
116629,354.84736895,2.15457187,427.690,194.887,8.660,1.717790
116632,354.85413729,3.14008933,427.548,174.218,9.520,0.777983
116650,354.93273592,4.66608206,425.897,142.144,9.390,0.876940
116653,354.93687613,0.74059448,425.810,224.502,8.870,1.415696
116659,354.96077990,5.54674004,425.308,123.573,7.660,4.314893
116665,354.97911505,9.67732079,424.923,35.564,5.990,20.089541
116668,354.98675133,5.62735374,424.762,121.875,4.130,111.421757
116683,355.02162332,2.86846769,424.030,179.934,9.710,0.653085
116688,355.05710484,1.68420485,423.285,204.754,10.060,0.473119
116693,355.06564618,1.75442723,423.105,203.284,8.750,1.581139
116696,355.07547215,4.80648514,422.899,139.207,7.440,5.284088
116708,355.12036023,10.22774467,421.956,23.738,9.330,0.926766
116713,355.13061042,7.83837779,421.741,74.997,8.820,1.482416
116714,355.13285519,10.40033075,421.694,20.013,8.020,3.097205
116720,355.16784968,0.41602606,420.959,231.297,7.400,5.482391
116723,355.17735571,0.38300793,420.760,231.988,8.340,2.306588
116731,355.20281887,7.91411224,420.225,73.400,7.150,6.901921
116733,355.21209557,3.62719861,420.031,164.029,9.070,1.177525
116734,355.21233488,8.33399504,420.026,64.441,8.090,2.903822
116751,355.29204753,6.47796028,418.353,103.938,8.450,2.084347
116755,355.30598101,2.85930046,418.060,180.151,8.650,1.733684
116759,355.32291989,5.21814671,417.705,130.568,8.390,2.202774
116761,355.32469687,4.42319445,417.668,147.312,9.010,1.244429
116762,355.32566305,2.46767199,417.647,188.361,7.450,5.235643
116763,355.32641454,3.63013361,417.631,163.980,10.050,0.477496
116774,355.36291483,6.41925113,416.866,105.195,12.130,0.070302
116783,355.38962006,10.21587170,416.305,24.079,9.910,0.543213
116788,355.39974641,8.82498496,416.093,53.987,8.600,1.815390
116803,355.46506334,5.98548732,414.723,114.391,7.680,4.236137
116811,355.48022647,0.00243193,414.405,239.949,8.790,1.523947
116812,355.48200267,1.09805941,414.367,217.038,9.480,0.807179
116814,355.48437699,4.96540559,414.318,135.920,9.240,1.006862
116815,355.48627544,7.25064591,414.278,87.585,5.890,22.027743
116825,355.51200741,1.78041720,413.738,202.763,4.490,79.977901
116833,355.54473674,2.57623383,413.052,186.103,10.300,0.379289
116846,355.59076137,1.50123593,412.087,208.609,8.270,2.460198
116848,355.59300413,8.82860678,412.040,53.959,8.450,2.084347
116864,355.65376069,3.55263447,410.766,165.641,9.310,0.943996
116872,355.69928205,11.32847466,409.812,0.071,7.210,4.733597
116875,355.70446462,9.88551667,409.703,31.294,7.690,4.197300
116876,355.71146090,10.48190792,409.556,18.427,8.110,2.850821
116881,355.73554582,0.23967737,409.052,234.990,8.650,1.733684
116895,355.77989563,1.64015575,408.122,205.711,10.430,0.336488
116908,355.81007908,1.11308070,407.489,216.734,8.860,1.428795
116909,355.81111156,0.90463180,407.468,221.092,8.600,1.815390
116912,355.82428805,0.15556928,407.192,236.749,8.190,2.648317
116914,355.82788926,0.70805116,407.116,225.202,7.950,3.303467
116916,355.84315202,10.33150851,406.796,21.714,5.090,46.022479
116923,355.85305132,9.04142982,406.589,49.464,8.800,1.509976
116937,355.89399371,7.92293367,405.731,73.368,10.110,0.451825
116939,355.90085865,3.31302130,405.587,170.690,8.810,1.496132
116940,355.90215463,9.67395268,405.560,35.899,9.260,0.988485
116948,355.92799880,7.33669885,405.019,85.846,8.800,1.509976
116952,355.96093474,6.27333418,404.329,108.389,8.500,1.990536
116959,355.98665336,7.24955050,403.790,87.707,8.150,2.747704
116972,356.00783088,8.27178813,403.347,65.955,9.120,1.124527
116980,356.03954116,2.14605074,402.682,195.140,8.520,1.954204
116988,356.06522203,10.98498164,402.145,7.637,9.750,0.629463
116993,356.07590512,0.71242698,401.921,225.115,8.000,3.154787
116994,356.07745067,8.50462204,401.888,60.999,9.790,0.606694
116998,356.09468522,4.35475807,401.528,148.844,10.880,0.222316
117006,356.12997185,8.50415608,400.789,61.021,8.600,1.815390
117008,356.13542428,3.17536110,400.674,173.595,7.260,6.236918
117015,356.14559959,5.00706766,400.461,135.130,9.070,1.177525
117017,356.16178037,8.84878820,400.123,53.660,8.070,2.957808
117020,356.16647824,6.13055885,400.024,111.439,9.080,1.166729
117023,356.17500012,8.46267449,399.846,61.916,8.240,2.529123
117027,356.19727292,6.93671953,399.380,94.382,8.740,1.595769
117033,356.20388978,7.19183343,399.241,88.972,6.880,8.850545
117045,356.24472553,3.77099811,398.386,161.115,10.180,0.423614
117047,356.25019572,0.66033920,398.272,226.206,7.070,7.429678
117050,356.26343758,3.77493359,397.994,161.034,10.470,0.324317
117052,356.26787708,2.09140298,397.901,196.295,7.640,4.395113
117059,356.30190113,8.23527111,397.189,66.794,11.400,0.137711
117061,356.30782460,8.23085978,397.065,66.889,8.660,1.717790
117065,356.32598137,5.11628458,396.685,132.853,7.930,3.364883
117069,356.34069642,10.17985386,396.377,25.115,6.540,12.105145
117072,356.35111630,1.94541258,396.159,199.352,9.420,0.853041
117075,356.35688592,5.81547567,396.038,118.120,9.530,0.770850
117091,356.44793923,1.67207590,394.133,205.071,8.300,2.393150
117108,356.49794112,10.52486486,393.087,17.706,9.150,1.093881
117111,356.50043132,0.26208283,393.035,234.527,7.950,3.303467
117131,356.57503939,10.27888395,391.474,23.034,11.780,0.097044
117132,356.57658309,9.78551648,391.442,33.659,7.480,5.092957
117134,356.57841908,11.13184245,391.403,4.587,8.190,2.648317
117141,356.59807048,3.48687164,390.992,167.102,4.950,52.356427
117154,356.64167796,8.99674047,390.080,50.593,7.230,6.411653
117156,356.64436515,0.53011562,390.024,228.931,7.180,6.713825
117157,356.64473940,1.52283144,390.016,208.197,9.750,0.629463
117163,356.67481778,5.45985927,389.387,125.658,8.980,1.279293
117170,356.71158157,8.89684675,388.618,52.743,7.310,5.956210
117194,356.75416287,5.25186630,387.728,130.048,8.470,2.046303
117207,356.80750604,7.08702707,386.612,91.291,10.630,0.279879
117213,356.82646499,8.08669335,386.216,70.055,10.530,0.306881
