id,ra_deg,dec_deg,mag,x,y,z,u,v
836,0.00002052,-0.00000867,7.83,1,3.58098406241e-07,-1.51309185736e-07,188.688,295.484
841,0.00004344,0.00000202,5.01,1,7.58227141853e-07,3.53054766717e-08,41.963,227.054
844,359.99995453,-0.00000992,9.50,1,-7.93532618527e-07,-1.73164957009e-07,610.983,303.498
868,0.00000039,0.00003237,8.16,1,6.72485269937e-09,5.64887626747e-07,317.534,32.860
871,359.99998170,-0.00000780,8.97,1,-3.19430502738e-07,-1.36178267162e-07,437.133,289.936
890,359.99997968,-0.00002668,9.64,1,-3.54735979503e-07,-4.65696049431e-07,450.079,410.767
901,0.00003583,-0.00001108,10.35,1,6.25411301041e-07,-1.93339515107e-07,90.666,310.896
923,359.99995010,-0.00002427,9.33,1,-8.7086842473e-07,-4.2366572006e-07,639.341,395.355
940,0.00000241,-0.00002399,7.09,1,4.2030329371e-08,-4.18622080536e-07,304.588,393.506
951,359.99996946,-0.00002081,7.06,1,-5.32944576715e-07,-3.63142045766e-07,515.427,373.162
970,0.00001320,0.00002090,7.80,1,2.30326204953e-07,3.64823258941e-07,235.541,106.222
988,0.00001300,-0.00002851,7.95,1,2.26963778604e-07,-4.97639099753e-07,236.774,422.481
1005,359.99999981,-0.00001146,8.14,1,-3.36242702638e-09,-2.00064367806e-07,321.233,313.362
1021,0.00003728,-0.00000800,10.78,1,6.50629498664e-07,-1.39540693512e-07,81.419,291.169
1030,0.00000482,-0.00002639,6.71,1,8.40606587421e-08,-4.60652409907e-07,289.176,408.918
1036,359.99999326,0.00001233,10.54,1,-1.17684921608e-07,2.1519528638e-07,363.154,161.089
1037,359.99998815,-0.00001069,8.39,1,-2.06789220659e-07,-1.86614662407e-07,395.828,308.430
1039,359.99998989,-0.00002514,7.94,1,-1.76527384067e-07,-4.38796638634e-07,384.731,400.904
1050,0.00002533,-0.00002822,11.44,1,4.42159064983e-07,-4.92595460229e-07,157.863,420.631
1061,359.99997207,-0.00000067,8.39,1,-4.87551820495e-07,-1.17684922239e-08,498.782,244.315
1077,0.00001098,-0.00001021,10.24,1,1.91658301932e-07,-1.78208596533e-07,249.720,305.348
1080,359.99999672,-0.00002206,10.88,1,-5.71612484242e-08,-3.84997817039e-07,340.961,381.176
1104,359.99995925,-0.00000607,8.73,1,-7.11153173039e-07,-1.05916430015e-07,580.775,278.839
1150,359.99996118,-0.00003574,7.72,1,-6.77528909665e-07,-6.23730087866e-07,568.445,468.717
1202,359.99999297,-0.00002919,7.68,1,-1.22728561781e-07,-5.09407591977e-07,365.004,426.796
1204,0.00000289,-0.00000703,7.67,1,5.04363952452e-08,-1.22728561763e-07,301.505,285.004
1213,359.99997091,-0.00001994,9.91,1,-5.07726379407e-07,-3.48011127192e-07,506.180,367.613
1222,359.99998517,-0.00002187,10.55,1,-2.58906829554e-07,-3.81635390689e-07,414.939,379.943
1227,359.99995925,-0.00003314,11.67,1,-7.11153173039e-07,-5.78337332145e-07,580.775,452.072
1229,0.00001272,-0.00002466,8.35,1,2.21920139079e-07,-4.30390572759e-07,238.623,397.821
1263,359.99997235,-0.00001878,10.83,1,-4.82508181211e-07,-3.27836569094e-07,496.932,360.215
1267,359.99997611,-0.00001252,8.64,1,-4.16940866966e-07,-2.18557712729e-07,472.889,320.144
1285,359.99997072,-0.00002543,9.01,1,-5.110888053e-07,-4.43840278158e-07,507.413,402.753
1310,0.00001435,-0.00002784,7.22,1,2.50500763051e-07,-4.85870607529e-07,228.143,418.165
1338,0.00000000,0.00000000,9.20,1,0,0,320.000,240.000
1355,0.00000347,0.00000645,7.88,1,6.05236742943e-08,1.12641282714e-07,297.806,198.695
1362,359.99998122,-0.00003005,9.01,1,-3.27836569692e-07,-5.24538510551e-07,440.215,432.345
1401,359.99995868,-0.00002861,9.28,1,-7.21240452495e-07,-4.99320312928e-07,584.474,423.097
1405,0.00002504,-0.00000588,12.12,1,4.37115425459e-07,-1.02554003665e-07,159.713,277.606
1415,359.99995964,-0.00001560,6.11,1,-7.04428320364e-07,-2.72356534324e-07,578.309,339.871
1416,0.00002167,-0.00002023,9.16,1,3.78272964339e-07,-3.53054766717e-07,181.290,369.463
1428,0.00001666,-0.00001031,7.71,1,2.90849879248e-07,-1.79889809708e-07,213.347,305.964
1464,0.00001320,-0.00001782,6.69,1,2.30326204953e-07,-3.11024437346e-07,235.541,354.050
1466,359.99997052,-0.00001772,7.63,1,-5.14451232082e-07,-3.09343224171e-07,508.646,353.434
1506,359.99998594,-0.00000549,9.69,1,-2.45457123316e-07,-9.5829150966e-08,410.007,275.140
1520,359.99996657,-0.00003400,9.66,1,-5.83380972219e-07,-5.93468250719e-07,533.922,457.621
1526,0.00000655,-0.00001137,7.83,1,1.14322495889e-07,-1.98383154631e-07,278.079,312.746
1542,0.00000241,0.00001272,8.77,1,4.2030329371e-08,2.21920139079e-07,304.588,158.623
1589,359.99995511,-0.00000010,8.70,1,-7.8344533907e-07,-1.68121317484e-09,607.284,240.616
1590,0.00001435,-0.00002418,9.75,1,2.50500763051e-07,-4.21984506885e-07,228.143,394.739
1592,359.99999547,-0.00003439,7.78,1,-7.9017019839e-08,-6.00193103418e-07,348.975,460.087
1605,359.99998671,-0.00001069,8.13,1,-2.32007417967e-07,-1.86614662407e-07,405.075,308.430
1614,359.99999981,0.00001387,8.99,1,-3.36242702638e-09,2.42094697177e-07,321.233,151.226
1615,359.99995791,-0.00002678,9.99,1,-7.34690157845e-07,-4.67377262606e-07,589.406,411.384
1621,0.00000722,-0.00002784,8.95,1,1.26090988113e-07,-4.85870607529e-07,273.763,418.165
1637,359.99997775,-0.00002119,8.81,1,-3.88360243764e-07,-3.69866898465e-07,462.409,375.628
1647,359.99996137,-0.00000616,5.50,1,-6.74166483772e-07,-1.0759764319e-07,567.212,279.455
1652,359.99997187,-0.00000414,6.80,1,-4.90914247276e-07,-7.22921665182e-08,500.015,266.509
1660,0.00003612,0.00002447,6.78,1,6.30454940565e-07,4.2702814641e-07,88.817,83.412
1692,0.00001811,0.00000626,9.19,1,3.1606807687e-07,1.09278856365e-07,204.100,199.928
1703,0.00004007,-0.00003160,11.58,1,6.99384680734e-07,-5.51437921348e-07,63.541,442.208
1735,359.99996532,-0.00002986,8.42,1,-6.05236743634e-07,-5.21176084201e-07,541.936,431.112
1743,359.99997312,-0.00001753,8.35,1,-4.69058475861e-07,-3.05980797821e-07,492.000,352.201
1749,0.00000578,-0.00000173,8.38,1,1.0087279049e-07,-3.02618371471e-08,283.011,251.097
1805,359.99996523,-0.00001666,8.17,1,-6.06917956137e-07,-2.90849879248e-07,542.553,346.653
1811,0.00002803,-0.00002909,9.74,1,4.89233033879e-07,-5.07726378802e-07,140.602,426.180
1818,359.99995126,0.00000231,7.31,1,-8.50693866706e-07,4.03491161962e-08,631.943,225.204
1819,359.99997630,-0.00002293,9.51,1,-4.13578441961e-07,-4.00128735612e-07,471.656,386.724
1850,0.00002668,-0.00002081,8.20,1,4.65696049431e-07,-3.63142045766e-07,149.233,373.162
1876,359.99996763,0.00000751,9.15,1,-5.64887627586e-07,1.31134627638e-07,527.140,191.914
1886,359.99997332,0.00002620,8.67,1,-4.65696049968e-07,4.57289983557e-07,490.767,72.315
1895,359.99998334,-0.00001570,10.76,1,-2.90849878649e-07,-2.74037747499e-07,426.653,340.488
1902,0.00000000,0.00000000,8.88,1,0,0,320.000,240.000
1927,0.00004258,-0.00002659,8.38,1,7.4309622328e-07,-4.64014836256e-07,47.512,410.151
1945,359.99995338,-0.00001358,9.26,1,-8.13707177439e-07,-2.37051057653e-07,618.381,326.925
1963,359.99999316,-0.00002986,9.47,1,-1.19366135887e-07,-5.21176084201e-07,363.771,431.112
1967,0.00004152,-0.00003506,8.11,1,7.24602878356e-07,-6.11961595642e-07,54.293,464.402
2009,0.00000096,-0.00002871,8.97,1,1.68121317484e-08,-5.01001526103e-07,313.835,423.714
2012,359.99997216,0.00000414,9.96,1,-4.85870607992e-07,7.22921665182e-08,498.165,213.491
2024,359.99999017,-0.00002495,6.78,1,-1.71483743894e-07,-4.35434212284e-07,382.882,399.671
2034,0.00003969,-0.00002649,8.42,1,6.92659828035e-07,-4.62333623081e-07,66.006,409.534
2036,359.99998661,0.00001426,6.91,1,-2.33688631358e-07,2.48819549877e-07,405.692,148.760
2053,0.00004759,-0.00002919,9.15,1,8.30519308372e-07,-5.09407591977e-07,15.454,426.796
2089,359.99999644,-0.00001445,9.42,1,-6.22048877082e-08,-2.52181976226e-07,342.810,332.473
2090,359.99996446,-0.00001551,9.60,1,-6.20367661486e-07,-2.70675321149e-07,547.484,339.255
2103,0.00000212,-0.00003198,8.04,1,3.69866898465e-08,-5.58162774047e-07,306.437,444.674
2109,0.00002976,-0.00000771,8.98,1,5.19494871026e-07,-1.34497053987e-07,129.505,289.319
2126,359.99997948,0.00002225,8.91,1,-3.58098406284e-07,3.88360243388e-07,451.312,97.591
2144,0.00000328,-0.00003699,7.35,1,5.71612479446e-08,-6.45585859139e-07,299.039,476.732
2151,0.00003911,-0.00001821,6.95,1,6.82572548986e-07,-3.17749290045e-07,69.705,356.516
2165,0.00001185,0.00000414,10.05,1,2.06789220506e-07,7.22921665182e-08,244.172,213.491
2181,0.00001522,-0.00003699,8.83,1,2.65631681625e-07,-6.45585859139e-07,222.595,476.732
2183,0.00002110,-0.00003198,8.99,1,3.6818568529e-07,-5.58162774047e-07,184.989,444.674
2189,0.00000000,0.00000000,7.82,1,0,0,320.000,240.000
2191,0.00003477,0.00001339,7.47,1,6.06917956118e-07,2.33688631303e-07,97.447,154.308
2192,0.00000559,-0.00003718,9.15,1,9.75103641408e-08,-6.48948285489e-07,284.244,477.965
2197,359.99995107,-0.00001676,8.73,1,-8.54056293487e-07,-2.92531092422e-07,633.176,347.269
2221,0.00000058,-0.00002899,9.72,1,1.0087279049e-08,-5.06045165627e-07,316.301,425.563
2223,0.00002032,0.00000713,8.89,1,3.54735979892e-07,1.24409774938e-07,189.921,194.380
2259,359.99998825,-0.00002032,8.74,1,-2.05108007268e-07,-3.54735979892e-07,395.212,370.079
2270,359.99995742,-0.00002659,6.28,1,-7.4309622391e-07,-4.64014836256e-07,592.488,410.151
2271,359.99999104,-0.00003237,7.04,1,-1.56352825154e-07,-5.64887626747e-07,377.333,447.140
2285,0.00000645,0.00000848,9.01,1,1.12641282714e-07,1.47946759386e-07,278.695,185.749
2302,0.00001532,0.00000694,8.74,1,2.673128948e-07,1.21047348589e-07,221.978,195.613
2328,0.00003805,-0.00003660,9.28,1,6.64079204062e-07,-6.3886100644e-07,76.487,474.266
2347,359.99999278,-0.00001329,8.86,1,-1.26090988562e-07,-2.32007418128e-07,366.237,325.075
2354,359.99998054,-0.00002042,8.85,1,-3.39605061651e-07,-3.56417193066e-07,444.531,370.696
2365,0.00000048,0.00000241,9.10,1,8.40606587421e-09,4.2030329371e-08,316.918,224.588
2382,359.99995049,-0.00000501,10.90,1,-8.64143571167e-07,-8.74230850918e-08,636.875,272.057
2390,0.00001599,-0.00000905,8.32,1,2.79081387024e-07,-1.58034038435e-07,217.663,297.950
2409,0.00002485,-0.00001821,7.39,1,4.33752999109e-07,-3.17749290045e-07,160.946,356.516
2421,359.99996523,0.00000655,8.19,1,-6.06917956137e-07,1.14322495889e-07,542.553,198.079
2428,0.00004354,0.00000607,8.40,1,7.59908355028e-07,1.05916430015e-07,41.347,201.161
2430,359.99998998,0.00000106,8.41,1,-1.74846169788e-07,1.84933449233e-08,384.115,233.219
2450,0.00001339,-0.00003545,8.83,1,2.33688631303e-07,-6.18686448342e-07,234.308,466.868
2454,359.99999037,0.00002967,9.60,1,-1.68121317113e-07,5.17813657851e-07,381.649,50.121
2457,359.99999432,-0.00001031,9.42,1,-9.9191576975e-08,-1.79889809708e-07,356.373,305.964
2459,0.00000222,-0.00001580,8.73,1,3.86679030214e-08,-2.75718960674e-07,305.821,341.104
2464,0.00001320,0.00000376,9.34,1,2.30326204953e-07,6.55673138188e-08,235.541,215.957
2493,0.00002562,0.00001069,8.70,1,4.47202704508e-07,1.86614662407e-07,156.014,171.570
2494,0.00002331,0.00001185,8.88,1,4.06853588312e-07,2.06789220506e-07,170.810,164.172
2517,0.00004633,0.00002745,6.87,1,8.08663537099e-07,4.7914575483e-07,23.469,64.301
2524,0.00000010,-0.00000299,8.71,1,1.68121317484e-09,-5.21176084201e-08,319.384,259.111
2554,359.99997929,0.00002996,8.97,1,-3.61460833065e-07,5.22857297376e-07,452.545,48.272
2577,0.00004238,0.00000800,9.25,1,7.3973379693e-07,1.39540693512e-07,48.745,188.831
2582,359.99999682,0.00000944,9.76,1,-5.54800350334e-08,1.64758891134e-07,340.344,179.584
2599,0.00003843,-0.00002023,4.17,1,6.70804056762e-07,-3.53054766717e-07,74.021,369.463
2633,0.00003352,-0.00000453,9.60,1,5.85062184845e-07,-7.90170192176e-08,105.462,268.975
2644,359.99996320,-0.00000539,11.11,1,-6.42223432901e-07,-9.41479377911e-08,555.499,274.523
2651,0.00003574,-0.00003526,8.52,1,6.23730087866e-07,-6.15324021992e-07,91.283,465.635
2656,359.99998574,-0.00001936,8.26,1,-2.48819550098e-07,-3.37923848143e-07,411.240,363.914
2658,0.00004238,0.00000722,7.86,1,7.3973379693e-07,1.26090988113e-07,48.745,193.763
2674,0.00002177,0.00000058,8.13,1,3.79954177514e-07,1.0087279049e-08,180.673,236.301
2679,0.00002061,-0.00000337,9.49,1,3.59779619416e-07,-5.88424611195e-08,188.071,261.577
2686,0.00004903,0.00002572,8.90,1,8.55737505994e-07,4.48883917683e-07,6.207,75.397
2756,359.99996850,-0.00001108,7.26,1,-5.49756707958e-07,-1.93339515107e-07,521.592,310.896
2757,0.00002803,0.00002880,8.85,1,4.89233033879e-07,5.02682739278e-07,140.602,55.670
2758,359.99995193,0.00001098,8.51,1,-8.38925373859e-07,1.91658301932e-07,627.628,169.720
2768,359.99998237,-0.00001252,9.13,1,-3.0766201078e-07,-2.18557712729e-07,432.818,320.144
2770,359.99997129,-0.00000289,8.62,1,-5.01001526732e-07,-5.04363952452e-08,503.714,258.495
2779,359.99995752,-0.00001927,9.08,1,-7.41415009631e-07,-3.36242634968e-07,591.872,363.298
2781,359.99997216,0.00001435,7.64,1,-4.85870607992e-07,2.50500763051e-07,498.165,148.143
2791,359.99998777,-0.00001137,9.47,1,-2.13514073333e-07,-1.98383154631e-07,398.294,312.746
2796,0.00000385,0.00000424,6.92,1,6.72485269937e-08,7.3973379693e-08,295.340,212.874
2807,359.99995954,-0.00003323,10.78,1,-7.06109533755e-07,-5.8001854532e-07,578.925,452.689
2816,359.99999807,-0.00000279,8.59,1,-3.36242636185e-08,-4.87551820704e-08,332.330,257.878
2826,0.00004691,-0.00000511,9.70,1,8.18750816148e-07,-8.91042982666e-08,19.770,272.674
2874,0.00001676,0.00002081,9.51,1,2.92531092422e-07,3.63142045766e-07,212.731,106.838
2876,0.00002938,-0.00001060,5.78,1,5.12770018327e-07,-1.84933449233e-07,131.971,307.814
2879,359.99998854,-0.00002293,9.10,1,-2.00064367984e-07,-4.00128735612e-07,393.362,386.724
2890,359.99998488,-0.00001512,7.92,1,-2.63950468838e-07,-2.6395046845e-07,416.789,336.789
2905,0.00000260,-0.00001512,8.41,1,4.53927557207e-08,-2.6395046845e-07,303.355,336.789
2921,359.99996995,-0.00001907,9.45,1,-5.2453851065e-07,-3.32880208619e-07,512.345,362.065
2923,359.99995405,-0.00001821,7.64,1,-8.01938684592e-07,-3.17749290045e-07,614.065,356.516
2930,359.99997958,0.00000144,9.64,1,-3.56417193782e-07,2.52181976226e-08,450.696,230.753
2935,0.00003034,-0.00002784,7.39,1,5.29582150075e-07,-4.85870607529e-07,125.806,418.165
2945,359.99998054,-0.00003728,8.28,1,-3.39605061651e-07,-6.50629498664e-07,444.531,478.581
2951,0.00001570,0.00000877,8.57,1,2.74037747499e-07,1.52990398911e-07,219.512,183.899
3009,359.99995993,-0.00000289,8.49,1,-6.99384681081e-07,-5.04363952452e-08,576.459,258.495
3030,359.99997052,-0.00001329,6.77,1,-5.14451232082e-07,-2.32007418128e-07,508.646,325.075
3034,359.99998555,-0.00003506,7.67,1,-2.52181976879e-07,-6.11961595642e-07,412.473,464.402
3085,359.99998151,-0.00000183,9.25,1,-3.2279292952e-07,-3.1943050322e-08,438.366,251.713
3095,0.00004903,-0.00000144,8.56,1,8.55737505994e-07,-2.52181976226e-08,6.207,249.247
3111,359.99996465,-0.00002909,8.61,1,-6.17005235593e-07,-5.07726378802e-07,546.251,426.180
3123,0.00002919,-0.00000491,9.31,1,5.09407591977e-07,-8.57418719169e-08,133.204,271.441
3158,0.00000000,0.00000000,9.59,1,0,0,320.000,240.000
3171,359.99999017,-0.00003651,7.26,1,-1.71483743894e-07,-6.37179793265e-07,382.882,473.649
3197,359.99998073,-0.00001464,9.19,1,-3.36242634869e-07,-2.55544402576e-07,443.298,333.706
3216,0.00004431,-0.00002553,9.01,1,7.73358060427e-07,-4.45521491333e-07,36.415,403.370
3219,359.99998748,-0.00003468,9.38,1,-2.18557712617e-07,-6.05236742943e-07,400.144,461.936
3229,359.99997380,-0.00003092,8.61,1,-4.57289983902e-07,-5.39669429124e-07,487.685,437.893
3248,0.00001137,-0.00002167,9.26,1,1.98383154631e-07,-3.78272964339e-07,247.254,378.710
3250,359.99999287,0.00000867,8.75,1,-1.24409775171e-07,1.51309185736e-07,365.620,184.516
3287,0.00002283,-0.00003362,8.72,1,3.98447522437e-07,-5.8674339802e-07,173.892,455.155
3289,359.99997775,0.00001214,7.42,1,-3.88360243764e-07,2.1183286003e-07,462.409,162.322
3297,359.99998969,0.00001069,9.78,1,-1.7988980996e-07,1.86614662407e-07,385.964,171.570
3347,0.00004267,0.00001050,7.54,1,7.44777436455e-07,1.83252236058e-07,46.895,172.803
3366,0.00001657,-0.00003709,9.74,1,2.89168666073e-07,-6.47267072314e-07,213.964,477.348
3367,359.99997486,-0.00000665,7.28,1,-4.38796639269e-07,-1.16003709064e-07,480.904,282.538
3372,359.99998757,-0.00003208,8.32,1,-2.16876500115e-07,-5.59843987222e-07,399.527,445.291
3387,359.99999586,-0.00001166,10.22,1,-7.22921671643e-08,-2.03426794156e-07,346.509,314.595
3392,359.99995453,-0.00000482,9.29,1,-7.93532618527e-07,-8.40606587421e-08,610.983,270.824
3396,0.00002928,-0.00001031,8.67,1,5.11088805152e-07,-1.79889809708e-07,132.587,305.964
3401,0.00003131,-0.00003217,10.52,1,5.46394281823e-07,-5.61525200397e-07,119.641,445.907
3415,359.99998536,0.00000077,10.11,1,-2.55544402773e-07,1.34497053987e-08,413.706,235.068
3442,0.00003121,-0.00001060,9.82,1,5.44713068649e-07,-1.84933449233e-07,120.258,307.814
3444,359.99998526,-0.00001175,7.10,1,-2.57225615275e-07,-2.05108007331e-07,414.323,315.212
3449,359.99996561,-0.00001416,9.89,1,-6.00193103462e-07,-2.47138336702e-07,540.087,330.624
3458,0.00002976,-0.00001397,7.85,1,5.19494871026e-07,-2.43775910352e-07,129.505,329.391
3467,359.99999095,0.00000260,10.11,1,-1.58034038545e-07,4.53927557207e-08,377.950,223.355
3482,0.00000000,0.00000000,8.96,1,0,0,320.000,240.000
3501,359.99995367,-0.00001011,9.28,1,-8.08663537267e-07,-1.76527383358e-07,616.531,304.731
3566,0.00000279,-0.00001927,10.50,1,4.87551820704e-08,-3.36242634968e-07,302.122,363.298
3585,0.00000173,-0.00001849,7.41,1,3.02618371471e-08,-3.2279292957e-07,308.903,358.366
3680,0.00000848,-0.00002678,10.60,1,1.47946759386e-07,-4.67377262606e-07,265.749,411.384
3707,359.99999451,0.00002418,8.70,1,-9.58291510818e-08,4.21984506885e-07,355.140,85.261
3743,0.00001840,-0.00000067,8.97,1,3.21111716395e-07,-1.17684922239e-08,202.251,244.315
3756,0.00000800,0.00003622,8.37,1,1.39540693512e-07,6.3213615374e-07,268.831,8.200
3759,0.00001734,-0.00001435,8.47,1,3.02618371471e-07,-2.50500763051e-07,209.032,331.857
3771,0.00004633,0.00000915,7.73,1,8.08663537099e-07,1.5971525161e-07,23.469,181.434
3791,359.99998170,-0.00002861,9.44,1,-3.19430502738e-07,-4.99320312928e-07,437.133,423.097
3799,359.99996108,0.00001927,9.52,1,-6.79210122168e-07,3.36242634968e-07,569.062,116.702
3803,359.99997457,0.00003477,9.20,1,-4.43840278553e-07,6.06917956118e-07,482.753,17.447
3808,0.00004460,-0.00000578,8.14,1,7.78401699952e-07,-1.0087279049e-07,34.566,276.989
3809,359.99995656,-0.00001002,8.22,1,-7.58227141762e-07,-1.74846170184e-07,598.037,304.115
3812,0.00000578,-0.00001647,10.33,1,1.0087279049e-07,-2.87487452898e-07,283.011,345.420
3818,359.99998141,0.00000000,8.82,1,-3.2447414291e-07,0,438.982,240.000
3819,359.99998767,-0.00000116,9.16,1,-2.15195285836e-07,-2.01745580981e-08,398.911,247.398
3823,0.00000780,0.00001599,6.95,1,1.36178267162e-07,2.79081387024e-07,270.064,137.663
3856,0.00000000,0.00000000,13.26,1,0,0,320.000,240.000
3874,359.99995155,0.00000722,7.84,1,-8.45650226534e-07,1.26090988113e-07,630.094,193.763
3882,0.00000819,-0.00003728,9.53,1,1.42903119861e-07,-6.50629498664e-07,267.598,478.581
3886,359.99997081,0.00001416,9.93,1,-5.09407591909e-07,2.47138336702e-07,506.796,149.376
