id,ra_deg,dec_deg,mag,x,y,z,u,v
28513,0.00002206,-0.00001724,7.37,1,3.84997817039e-07,-3.00937158297e-07,178.824,350.352
28514,359.99995280,-0.00001801,8.07,1,-8.23794455119e-07,-3.14386863695e-07,622.080,355.283
28522,359.99998555,-0.00002822,8.79,1,-2.52181976879e-07,-4.92595460229e-07,412.473,420.631
28546,0.00003044,0.00002928,11.09,1,5.3126336325e-07,5.11088805152e-07,125.189,52.587
28564,359.99999085,0.00000029,9.42,1,-1.59715251936e-07,5.04363952452e-09,378.566,238.151
28566,359.99998623,-0.00001589,8.02,1,-2.40413484921e-07,-2.77400173849e-07,408.158,341.721
28570,359.99999538,-0.00001474,8.78,1,-8.06982323416e-08,-2.57225615751e-07,349.591,334.323
28585,0.00000684,0.00000222,8.99,1,1.19366135414e-07,3.86679030214e-08,276.229,225.821
28613,359.99997852,-0.00001011,8.56,1,-3.74910538415e-07,-1.76527383358e-07,457.477,304.731
28623,359.99996272,-0.00002562,10.51,1,-6.50629498967e-07,-4.47202704508e-07,558.581,403.986
28624,359.99997505,-0.00002129,7.96,1,-4.35434212487e-07,-3.7154811164e-07,479.671,376.244
28643,359.99995473,-0.00001223,7.90,1,-7.90170192633e-07,-2.13514073205e-07,609.750,318.294
28649,0.00002803,0.00000289,7.57,1,4.89233033879e-07,5.04363952452e-08,140.602,221.505
28657,359.99998738,-0.00000231,8.20,1,-2.20238926008e-07,-4.03491161962e-08,400.760,254.796
28668,359.99998305,-0.00002861,8.41,1,-2.95893518821e-07,-4.99320312928e-07,428.502,423.097
28674,0.00003468,0.00003131,9.71,1,6.05236742943e-07,5.46394281823e-07,98.064,39.641
28676,359.99997601,-0.00002543,8.19,1,-4.18622080357e-07,-4.43840278158e-07,473.506,402.753
28692,0.00001108,-0.00000395,7.96,1,1.93339515107e-07,-6.89297401685e-08,249.104,265.276
28702,359.99999027,0.00002620,9.72,1,-1.69802530504e-07,4.57289983557e-07,382.265,72.315
28708,0.00001214,-0.00002090,7.80,1,2.1183286003e-07,-3.64823258941e-07,242.322,373.778
28711,0.00001166,0.00003160,10.95,1,2.03426794156e-07,5.51437921348e-07,245.405,37.792
28712,0.00002167,0.00002736,9.51,1,3.78272964339e-07,4.77464541655e-07,181.290,64.917
28713,0.00002321,0.00000616,8.02,1,4.05172375137e-07,1.0759764319e-07,171.426,200.545
28715,359.99996677,-0.00003612,9.04,1,-5.80018545438e-07,-6.30454940566e-07,532.689,471.183
28716,0.00002110,-0.00002707,4.64,1,3.6818568529e-07,-4.7242090213e-07,184.989,413.233
28717,359.99998314,0.00000299,9.44,1,-2.9421230543e-07,5.21176084201e-08,427.886,220.889
28731,359.99999239,-0.00001079,9.37,1,-1.32815841237e-07,-1.88295875582e-07,368.703,309.047
28739,359.99998449,0.00000231,7.08,1,-2.70675321513e-07,4.03491161962e-08,419.255,225.204
28744,359.99996580,0.00003487,5.19,1,-5.96830676681e-07,6.08599169293e-07,538.854,16.831
28748,359.99998748,-0.00000713,8.09,1,-2.18557712617e-07,-1.24409774938e-07,400.144,285.620
28757,0.00004441,0.00000761,9.03,1,7.75039273602e-07,1.32815840812e-07,35.799,191.297
28758,359.99996580,0.00000655,8.81,1,-5.96830676681e-07,1.14322495889e-07,538.854,198.079
28773,0.00003150,0.00000848,11.17,1,5.49756708173e-07,1.47946759386e-07,118.408,185.749
28777,359.99998796,-0.00001474,8.64,1,-2.10151646552e-07,-2.57225615751e-07,397.061,334.323
28783,359.99997977,-0.00002543,7.30,1,-3.53054767e-07,-4.43840278158e-07,449.463,402.753
28787,359.99999258,-0.00002668,6.93,1,-1.29453414455e-07,-4.65696049431e-07,367.470,410.767
28793,359.99995819,0.00000722,7.48,1,-7.29646517673e-07,1.26090988113e-07,587.556,193.763
28798,0.00001339,0.00003737,9.95,1,2.33688631303e-07,6.52310711838e-07,234.308,0.802
28802,359.99998526,-0.00003660,7.80,1,-2.57225615275e-07,-6.3886100644e-07,414.323,474.266
28804,359.99996571,-0.00002138,7.79,1,-5.98511890071e-07,-3.73229324815e-07,539.470,376.861
28814,0.00000270,-0.00002293,5.63,1,4.70739688956e-08,-4.00128735612e-07,302.738,386.724
28822,0.00001869,0.00002360,8.69,1,3.26155355919e-07,4.11897227836e-07,200.401,88.960
28826,359.99996099,-0.00000636,7.93,1,-6.80891336447e-07,-1.1096006954e-07,569.678,280.688
28833,359.99999364,-0.00001464,8.41,1,-1.10960069822e-07,-2.55544402576e-07,360.688,333.706
28844,0.00003256,-0.00001628,9.30,1,5.68250053096e-07,-2.84125026548e-07,111.627,344.187
28863,0.00000260,-0.00003179,8.83,1,4.53927557207e-08,-5.54800347698e-07,303.355,443.441
28864,359.99996128,-0.00000039,9.77,1,-6.75847696275e-07,-6.72485269937e-09,567.829,242.466
28866,359.99997939,-0.00001146,9.59,1,-3.59779619675e-07,-2.00064367806e-07,451.929,313.362
28876,0.00003304,-0.00001310,8.91,1,5.76656118971e-07,-2.28644991778e-07,108.544,323.843
28877,359.99997399,0.00001638,7.87,1,-4.53927557121e-07,2.85806239723e-07,486.452,135.197
28881,359.99998151,-0.00001676,6.77,1,-3.2279292952e-07,-2.92531092422e-07,438.366,347.269
28885,0.00001734,-0.00001069,8.40,1,3.02618371471e-07,-1.86614662407e-07,209.032,308.430
28886,359.99999615,0.00003718,7.19,1,-6.72485278803e-08,6.48948285489e-07,344.660,2.035
28893,359.99998632,-0.00002620,8.51,1,-2.38732270642e-07,-4.57289983557e-07,407.541,407.685
28896,359.99999287,-0.00002928,8.50,1,-1.24409775171e-07,-5.11088805152e-07,365.620,427.413
28901,359.99999576,-0.00000096,8.01,1,-7.39733796669e-08,-1.68121317484e-08,347.126,246.165
28904,359.99999586,0.00000433,7.48,1,-7.22921671643e-08,7.56545928679e-08,346.509,212.258
28907,0.00004643,-0.00001474,8.29,1,8.10344750273e-07,-2.57225615751e-07,22.852,334.323
28939,359.99998324,-0.00003439,8.62,1,-2.92531092928e-07,-6.00193103418e-07,427.269,460.087
28942,0.00001936,-0.00000289,9.59,1,3.37923848143e-07,-5.04363952452e-08,196.086,258.495
28952,359.99997187,-0.00002437,7.01,1,-4.90914247276e-07,-4.25346933235e-07,500.015,395.972
28955,0.00002880,0.00002013,7.88,1,5.02682739278e-07,3.51373553542e-07,135.670,111.154
28956,359.99996619,-0.00000934,7.50,1,-5.90105824006e-07,-1.6307767796e-07,536.388,299.799
28958,359.99996041,-0.00003102,9.15,1,-6.90978614127e-07,-5.41350642299e-07,573.377,438.509
28965,359.99998488,-0.00002456,9.00,1,-2.63950468838e-07,-4.28709359585e-07,416.789,397.205
28969,0.00001869,-0.00001291,6.67,1,3.26155355919e-07,-2.25282565429e-07,200.401,322.610
28973,359.99999480,0.00001792,6.66,1,-9.07855117978e-08,3.12705650521e-07,353.290,125.333
28977,359.99999624,-0.00002331,9.21,1,-6.55673136014e-08,-4.06853588312e-07,344.043,389.190
28978,0.00002447,-0.00002601,6.57,1,4.2702814641e-07,-4.53927557207e-07,163.412,406.452
28979,0.00002389,-0.00002476,8.79,1,4.16940867361e-07,-4.32071785934e-07,167.111,398.438
28982,359.99995203,-0.00002032,8.46,1,-8.37244161356e-07,-3.54735979892e-07,627.012,370.079
28986,0.00000318,0.00000039,7.26,1,5.54800347698e-08,6.72485269937e-09,299.656,237.534
28992,0.00002726,0.00000424,5.82,1,4.7578332848e-07,7.3973379693e-08,145.534,212.874
28997,359.99995868,-0.00003554,7.22,1,-7.21240452495e-07,-6.20367661516e-07,584.474,467.484
28998,0.00003063,-0.00001801,8.39,1,5.346257896e-07,-3.14386863695e-07,123.956,355.283
29000,359.99999634,-0.00003680,7.09,1,-6.38861010989e-08,-6.42223432789e-07,343.427,475.499
29014,359.99997765,-0.00001599,7.08,1,-3.90041456267e-07,-2.79081387024e-07,463.025,342.337
29019,0.00001560,-0.00001734,8.30,1,2.72356534324e-07,-3.02618371471e-07,220.129,350.968
29024,359.99997958,0.00001377,6.94,1,-3.56417193782e-07,2.40413484002e-07,450.696,151.842
29026,359.99995136,0.00001811,8.95,1,-8.49012653315e-07,3.1606807687e-07,631.327,124.100
29034,0.00000867,0.00000289,5.00,1,1.51309185736e-07,5.04363952452e-08,264.516,221.505
29035,359.99998006,0.00001194,8.92,1,-3.48011126828e-07,2.0847043368e-07,447.613,163.555
29037,359.99995251,-0.00001628,8.15,1,-8.28838095291e-07,-2.84125026548e-07,623.929,344.187
29043,359.99997640,-0.00001522,9.06,1,-4.11897227682e-07,-2.65631681625e-07,471.040,337.405
29044,359.99996523,-0.00002341,8.48,1,-6.06917956137e-07,-4.08534801486e-07,542.553,389.807
29049,359.99998073,0.00001772,8.35,1,-3.36242634869e-07,3.09343224171e-07,443.298,126.566
29053,359.99998806,0.00002100,8.75,1,-2.08470434049e-07,3.66504472115e-07,396.445,105.605
29062,359.99998661,-0.00000597,7.05,1,-2.33688631358e-07,-1.0423521684e-07,405.692,278.222
29070,0.00003063,-0.00003275,9.16,1,5.34625789599e-07,-5.71612479446e-07,123.956,449.606
29075,0.00001464,-0.00002716,8.75,1,2.55544402576e-07,-4.74102115305e-07,226.294,413.850
29081,0.00000559,-0.00000019,8.07,1,9.75103641408e-08,-3.36242634968e-09,284.244,241.233
29082,359.99996311,0.00000530,9.65,1,-6.43904645404e-07,9.24667246163e-08,556.115,206.093
29088,359.99996696,0.00000279,8.21,1,-5.76656119545e-07,4.87551820704e-08,531.456,222.122
29095,359.99999730,-0.00003005,10.35,1,-4.7073968968e-08,-5.24538510551e-07,337.262,432.345
29102,0.00001927,0.00001060,8.39,1,3.36242634968e-07,1.84933449233e-07,196.702,172.186
29106,359.99996214,-0.00002639,8.12,1,-6.60716777535e-07,-4.60652409907e-07,562.280,408.918
29109,359.99996185,-0.00000809,7.94,1,-6.65760416819e-07,-1.41221906687e-07,564.130,291.785
29112,359.99997679,0.00003439,9.21,1,-4.05172375007e-07,6.00193103418e-07,468.574,19.913
29115,359.99997245,-0.00000154,8.90,1,-4.8082696782e-07,-2.68994107975e-08,496.316,249.864
29119,0.00000000,0.00000000,8.54,1,0,0,320.000,240.000
29120,359.99996137,0.00001175,8.12,1,-6.74166483772e-07,2.05108007331e-07,567.212,164.788
29126,359.99996860,-0.00001695,6.93,1,-5.48075495455e-07,-2.95893518772e-07,520.975,348.502
29127,359.99995502,-0.00002957,8.70,1,-7.85126553349e-07,-5.16132444676e-07,607.900,429.262
29145,0.00002254,-0.00001541,9.22,1,3.93403882913e-07,-2.68994107975e-07,175.742,338.638
29148,359.99999547,-0.00003034,8.18,1,-7.9017019839e-08,-5.29582150075e-07,348.975,434.194
29156,359.99996436,-0.00000405,9.14,1,-6.22048874877e-07,-7.06109533433e-08,548.101,265.893
29161,359.99995974,0.00000559,8.06,1,-7.02747107862e-07,9.75103641408e-08,577.692,204.244
29166,359.99998093,-0.00002543,6.63,1,-3.32880208976e-07,-4.43840278158e-07,442.065,402.753
29174,359.99995492,-0.00003285,7.39,1,-7.86807765852e-07,-5.73293692621e-07,608.517,450.223
29175,0.00002736,0.00003102,7.71,1,4.77464541655e-07,5.41350642299e-07,144.917,41.491
29176,0.00003689,0.00002620,8.73,1,6.43904645964e-07,4.57289983557e-07,83.885,72.315
29177,359.99997630,-0.00001628,8.45,1,-4.13578441961e-07,-2.84125026548e-07,471.656,344.187
29180,359.99997765,-0.00002148,8.95,1,-3.90041456267e-07,-3.7491053799e-07,463.025,377.477
29211,0.00003448,-0.00000530,8.20,1,6.01874316593e-07,-9.24667246163e-08,99.297,273.907
29212,359.99997823,-0.00003458,7.90,1,-3.79954177699e-07,-6.03555529768e-07,459.327,461.320
29216,0.00001734,-0.00002177,7.55,1,3.02618371471e-07,-3.79954177514e-07,209.032,379.327
29225,359.99998989,-0.00001377,5.75,1,-1.76527384067e-07,-2.40413484002e-07,384.731,328.158
29240,359.99995906,-0.00000780,10.55,1,-7.14515599821e-07,-1.36178267162e-07,582.008,289.936
29253,359.99998815,-0.00003179,8.40,1,-2.06789220659e-07,-5.54800347698e-07,395.828,443.441
29260,359.99999297,0.00003362,9.04,1,-1.22728561781e-07,5.8674339802e-07,365.004,24.845
29264,359.99999017,-0.00002774,8.20,1,-1.71483743894e-07,-4.84189394354e-07,382.882,417.549
29267,359.99995049,0.00000578,9.07,1,-8.64143571167e-07,1.0087279049e-07,636.875,203.011
29281,359.99999403,-0.00000366,9.06,1,-1.04235217147e-07,-6.3886100644e-08,358.222,263.427
29282,359.99997688,0.00000144,6.85,1,-4.03491162505e-07,2.52181976226e-08,467.957,230.753
29293,359.99997746,-0.00002659,9.50,1,-3.93403883048e-07,-4.64014836256e-07,464.258,410.151
29298,359.99997062,-0.00000867,8.00,1,-5.12770018691e-07,-1.51309185736e-07,508.029,295.484
29310,359.99997592,-0.00001532,6.93,1,-4.20303293747e-07,-2.673128948e-07,474.122,338.022
29319,359.99995511,0.00002061,9.55,1,-7.8344533907e-07,3.59779619416e-07,607.284,108.071
29321,359.99997833,-0.00002610,7.46,1,-3.78272964308e-07,-4.55608770382e-07,458.710,407.069
29326,0.00001715,-0.00002331,6.37,1,2.99255945122e-07,-4.06853588312e-07,210.265,389.190
29327,359.99996773,-0.00000848,7.61,1,-5.63206413307e-07,-1.47946759386e-07,526.524,294.251
29335,0.00001252,-0.00001243,7.72,1,2.18557712729e-07,-2.16876499555e-07,239.856,319.527
29339,0.00003102,-0.00001098,7.81,1,5.41350642299e-07,-1.91658301932e-07,121.491,310.280
29341,0.00001792,-0.00002861,9.12,1,3.1270565052e-07,-4.99320312928e-07,205.333,423.097
29345,359.99997717,-0.00002158,7.42,1,-3.98447522332e-07,-3.76591751164e-07,466.108,378.094
29351,359.99999913,-0.00001416,8.50,1,-1.51309189851e-08,-2.47138336702e-07,325.548,330.624
29355,359.99996272,0.00000665,7.22,1,-6.50629498967e-07,1.16003709064e-07,558.581,197.462
29356,0.00002312,0.00002504,7.36,1,4.03491161962e-07,4.37115425459e-07,172.043,79.713
29359,359.99996821,-0.00002803,8.89,1,-5.5480034813e-07,-4.89233033879e-07,523.441,419.398
29360,0.00000318,-0.00001175,7.41,1,5.54800347698e-08,-2.05108007331e-07,299.656,315.212
29362,359.99998594,-0.00002138,8.15,1,-2.45457123316e-07,-3.73229324815e-07,410.007,376.861
29364,359.99997746,-0.00002591,7.59,1,-3.93403883048e-07,-4.52246344032e-07,464.258,405.836
29367,0.00000963,-0.00003044,6.84,1,1.68121317484e-07,-5.3126336325e-07,258.351,434.811
29376,359.99995887,-0.00000568,8.08,1,-7.17878025714e-07,-9.91915773156e-08,583.241,276.373
29380,359.99996763,-0.00001734,9.13,1,-5.64887627586e-07,-3.02618371471e-07,527.140,350.968
29384,359.99997727,-0.00000289,8.29,1,-3.9676630983e-07,-5.04363952452e-08,465.491,258.495
29387,0.00000896,-0.00000029,8.62,1,1.5635282526e-07,-5.04363952452e-09,262.667,241.849
29403,359.99995058,-0.00002861,8.04,1,-8.62462358664e-07,-4.99320312928e-07,636.259,423.097
29412,0.00000067,-0.00001329,8.44,1,1.17684922239e-08,-2.32007418128e-07,315.685,325.075
29416,0.00000202,-0.00002630,6.93,1,3.53054766717e-08,-4.58971196732e-07,307.054,408.302
29417,359.99996590,-0.00001763,5.06,1,-5.95149464178e-07,-3.07662010996e-07,538.237,352.818
29419,359.99998343,0.00002707,8.16,1,-2.89168666146e-07,4.7242090213e-07,426.036,66.767
29420,359.99997977,-0.00002880,8.29,1,-3.53054767e-07,-5.02682739278e-07,449.463,424.330
29425,359.99997014,-0.00001204,7.17,1,-5.21176083868e-07,-2.10151646855e-07,511.112,317.061
29428,0.00000356,-0.00000867,9.06,1,6.22048874691e-08,-1.51309185736e-07,297.190,295.484
29430,359.99998025,-0.00002158,8.22,1,-3.44648700935e-07,-3.76591751164e-07,446.380,378.094
29429,0.00001455,-0.00002283,7.04,1,2.53863189401e-07,-3.98447522437e-07,226.910,386.108
29435,359.99999152,-0.00003294,7.38,1,-1.47946759977e-07,-5.74974905796e-07,374.251,450.839
29446,359.99998131,-0.00003632,7.49,1,-3.26155355413e-07,-6.33817366915e-07,439.599,472.416
29450,359.99999123,-0.00002100,6.51,1,-1.52990398373e-07,-3.66504472115e-07,376.101,374.395
29458,359.99996908,0.00001647,8.95,1,-5.39669428502e-07,2.87487452898e-07,517.893,134.580
29465,359.99995347,0.00001628,7.56,1,-8.1202596316e-07,2.84125026548e-07,617.764,135.813
29472,0.00003140,0.00000154,7.51,1,5.48075494998e-07,2.68994107975e-08,119.025,230.136
29473,0.00000896,-0.00000318,8.55,1,1.5635282526e-07,-5.54800347698e-08,262.667,260.344
29476,359.99996754,0.00001483,8.38,1,-5.66568840089e-07,2.58906828926e-07,527.757,145.061
29491,359.99997101,-0.00001310,9.17,1,-5.06045166016e-07,-2.28644991778e-07,505.563,323.843
29496,359.99997351,-0.00001589,7.96,1,-4.62333623186e-07,-2.77400173849e-07,489.534,341.721
29503,359.99999875,-0.00002485,7.47,1,-2.18557716598e-08,-4.33752999109e-07,328.014,399.054
29516,359.99996552,-0.00003362,7.50,1,-6.01874316853e-07,-5.8674339802e-07,540.703,455.155
29517,0.00002668,0.00001589,8.53,1,4.65696049431e-07,2.77400173849e-07,149.233,138.279
29518,359.99997563,-0.00000366,8.94,1,-4.25346933919e-07,-6.3886100644e-08,475.972,263.427
29519,0.00002427,-0.00002293,9.02,1,4.2366572006e-07,-4.00128735612e-07,164.645,386.724
29521,0.00004325,-0.00000722,8.29,1,7.54864715504e-07,-1.26090988113e-07,43.196,286.237
29526,359.99995078,-0.00001320,7.36,1,-8.59099932771e-07,-2.30326204953e-07,635.026,324.459
29538,0.00002678,0.00000549,7.95,1,4.67377262606e-07,9.5829150966e-08,148.616,204.860
29539,0.00004325,-0.00001734,8.03,1,7.54864715504e-07,-3.02618371471e-07,43.196,350.968
29540,0.00002591,0.00002456,7.58,1,4.52246344032e-07,4.28709359585e-07,154.164,82.795
29541,359.99997756,-0.00003227,6.77,1,-3.91722670546e-07,-5.63206413572e-07,463.642,446.524
29551,0.00000905,-0.00003400,7.80,1,1.58034038435e-07,-5.93468250719e-07,262.050,457.621
29553,0.00003766,0.00002196,8.05,1,6.57354351363e-07,3.83316603864e-07,78.953,99.440
29563,359.99998709,-0.00002389,8.09,1,-2.25282565292e-07,-4.16940867361e-07,402.610,392.889
29566,0.00001541,-0.00003092,7.76,1,2.68994107975e-07,-5.39669429124e-07,221.362,437.893
29567,0.00002167,0.00000501,9.08,1,3.78272964339e-07,8.74230850918e-08,181.290,207.943
29578,359.99998960,-0.00001532,7.47,1,-1.81571022462e-07,-2.673128948e-07,386.581,338.022
29587,0.00001570,-0.00002736,8.62,1,2.74037747499e-07,-4.77464541655e-07,219.512,415.083
29594,0.00002408,-0.00000482,7.32,1,4.2030329371e-07,-8.40606587421e-08,165.878,270.824
29604,359.99998738,0.00001060,7.56,1,-2.20238926008e-07,1.84933449233e-07,400.760,172.186
29609,359.99996995,-0.00001435,8.04,1,-5.2453851065e-07,-2.50500763051e-07,512.345,331.857
29613,359.99999692,-0.00001763,8.79,1,-5.37988216427e-08,-3.07662010996e-07,339.728,352.818
29623,359.99996513,-0.00001310,8.57,1,-6.08599169528e-07,-2.28644991778e-07,543.169,323.843
29625,0.00000337,-0.00000925,8.11,1,5.88424611195e-08,-1.61396464785e-07,298.423,299.183
29638,359.99999480,-0.00003121,7.30,1,-9.07855117978e-08,-5.44713068649e-07,353.290,439.742
29641,359.99995405,-0.00003198,8.43,1,-8.01938684592e-07,-5.58162774047e-07,614.065,444.674
29667,0.00001599,-0.00000944,7.52,1,2.79081387024e-07,-1.64758891134e-07,217.663,300.416
29668,0.00001002,-0.00001898,9.31,1,1.74846170184e-07,-3.31198995444e-07,255.885,361.448
29674,0.00004248,-0.00002032,9.20,1,7.41415010105e-07,-3.54735979892e-07,48.128,370.079
29675,0.00001609,-0.00001821,9.17,1,2.80762600199e-07,-3.17749290045e-07,217.046,356.516
29681,359.99997544,-0.00001474,7.19,1,-4.28709359813e-07,-2.57225615751e-07,477.205,334.323
29686,359.99997679,-0.00000096,9.01,1,-4.05172375007e-07,-1.68121317484e-08,468.574,246.165
29687,359.99999239,-0.00000963,8.78,1,-1.32815841237e-07,-1.68121317484e-07,368.703,301.649
29689,0.00001011,-0.00000954,10.30,1,1.76527383358e-07,-1.66440104309e-07,255.269,301.032
29701,0.00002504,-0.00000173,9.36,1,4.37115425459e-07,-3.02618371471e-08,159.713,251.097
29702,0.00000491,-0.00002861,7.30,1,8.57418719169e-08,-4.99320312928e-07,288.559,423.097
29703,359.99998247,-0.00002495,9.06,1,-3.05980798277e-07,-4.35434212284e-07,432.201,399.671
29717,359.99996773,-0.00002216,7.97,1,-5.63206413307e-07,-3.86679030214e-07,526.524,381.792
29719,0.00000838,-0.00002225,7.54,1,1.46265546211e-07,-3.88360243388e-07,266.365,382.409
29736,359.99996908,-0.00001483,5.44,1,-5.39669428502e-07,-2.58906828926e-07,517.893,334.939
29738,359.99998979,-0.00001108,7.48,1,-1.78208596569e-07,-1.93339515107e-07,385.348,310.896
29742,359.99997004,-0.00001474,8.54,1,-5.22857297259e-07,-2.57225615751e-07,511.728,334.323
29745,0.00004075,0.00000048,8.90,1,7.11153172958e-07,8.40606587421e-09,59.225,236.918
29744,0.00001272,-0.00000539,9.04,1,2.21920139079e-07,-9.41479377911e-08,238.623,274.523
29756,359.99998728,0.00003526,6.67,1,-2.21920138511e-07,6.15324021992e-07,401.377,14.365
29762,0.00004845,0.00002071,8.94,1,8.45650226945e-07,3.61460832591e-07,9.906,107.455
29765,359.99996889,-0.00001406,8.03,1,-5.43031855283e-07,-2.45457123527e-07,519.126,330.007
29770,359.99999297,-0.00001618,7.78,1,-1.22728561781e-07,-2.82443813373e-07,365.004,343.570
29775,0.00003314,-0.00003188,7.74,1,5.78337332145e-07,-5.56481560873e-07,107.928,444.058
29779,359.99997052,-0.00002919,8.74,1,-5.14451232082e-07,-5.09407591977e-07,508.646,426.796
29791,0.00001445,-0.00003641,6.63,1,2.52181976226e-07,-6.3549858009e-07,227.527,473.033
29797,0.00004845,0.00002543,8.54,1,8.45650226945e-07,4.43840278158e-07,9.906,77.247
29813,359.99999085,0.00001011,8.63,1,-1.59715251936e-07,1.76527383358e-07,378.566,175.269
29817,359.99997255,0.00000790,9.25,1,-4.79145755317e-07,1.37859480337e-07,495.699,189.448
29822,359.99995742,0.00001262,7.89,1,-7.4309622391e-07,2.20238925904e-07,592.488,159.240
29837,359.99999335,0.00001406,8.35,1,-1.16003709106e-07,2.45457123527e-07,362.538,149.993
29839,359.99998931,-0.00003217,6.56,1,-1.86614662635e-07,-5.61525200397e-07,388.430,445.907
29840,359.99999981,-0.00002514,6.24,1,-3.36242702638e-09,-4.38796638634e-07,321.233,400.904
29844,0.00001541,0.00001927,7.81,1,2.68994107975e-07,3.36242634968e-07,221.362,116.702
29856,0.00003343,-0.00002196,8.02,1,5.8338097167e-07,-3.83316603864e-07,106.078,380.560
29865,359.99999056,-0.00000819,7.94,1,-1.64758890332e-07,-1.42903119862e-07,380.416,292.402
29866,359.99997149,0.00003593,9.39,1,-4.97639099951e-07,6.27092514216e-07,502.481,10.050
29867,359.99998594,-0.00003709,7.40,1,-2.45457123316e-07,-6.47267072314e-07,410.007,477.348
29877,359.99997852,0.00002148,8.77,1,-3.74910538415e-07,3.7491053799e-07,457.477,102.523
29881,359.99998536,-0.00002572,6.59,1,-2.55544402773e-07,-4.48883917683e-07,413.706,404.603
29887,359.99996128,-0.00001522,7.68,1,-6.75847696275e-07,-2.65631681625e-07,567.829,337.405
29899,0.00001666,-0.00000106,9.76,1,2.90849879248e-07,-1.84933449233e-08,213.347,246.781
29903,359.99997968,-0.00000511,7.73,1,-3.54735979503e-07,-8.91042982666e-08,450.079,272.674
29904,359.99999875,-0.00003044,7.47,1,-2.18557716598e-08,-5.3126336325e-07,328.014,434.811
29906,0.00002601,0.00003718,8.57,1,4.53927557207e-07,6.48948285489e-07,153.548,2.035
29910,359.99997101,0.00000626,9.12,1,-5.06045166016e-07,1.09278856365e-07,505.563,199.928
29916,0.00000905,0.00000549,8.24,1,1.58034038435e-07,9.5829150966e-08,262.050,204.860
29920,359.99998449,-0.00002909,8.53,1,-2.70675321513e-07,-5.07726378802e-07,419.255,426.180
29921,359.99999730,-0.00001984,9.35,1,-4.7073968968e-08,-3.46329914017e-07,337.262,366.997
29922,359.99995569,-0.00002206,7.72,1,-7.73358060502e-07,-3.84997817039e-07,603.585,381.176
29934,359.99999990,0.00000963,7.79,1,-1.68121274748e-09,1.68121317484e-07,320.616,178.351
29935,359.99996157,0.00003603,7.71,1,-6.70804056991e-07,6.28773727391e-07,565.979,9.433
29952,359.99997727,0.00002832,8.88,1,-3.9676630983e-07,4.94276673403e-07,465.491,58.752
29961,0.00002110,0.00001002,9.75,1,3.6818568529e-07,1.74846170184e-07,184.989,175.885
29963,359.99995299,-0.00000231,7.43,1,-8.20432029225e-07,-4.03491161962e-08,620.847,254.796
29968,0.00001560,-0.00001108,8.82,1,2.72356534324e-07,-1.93339515107e-07,220.129,310.896
29969,359.99998131,-0.00000732,7.35,1,-3.26155355413e-07,-1.27772201288e-07,439.599,286.853
29971,359.99995184,0.00002524,8.56,1,-8.4060658725e-07,4.40477851808e-07,628.245,78.480
29979,0.00000414,-0.00001146,8.62,1,7.22921665182e-08,-2.00064367806e-07,293.491,313.362
30006,359.99996022,-0.00003439,9.07,1,-6.94341040908e-07,-6.00193103418e-07,574.610,460.087
30009,359.99995877,0.00000761,7.87,1,-7.19559238216e-07,1.32815840812e-07,583.857,191.297
30014,0.00000424,-0.00000983,7.41,1,7.3973379693e-08,-1.71483743834e-07,292.874,302.882
30015,359.99997929,-0.00001021,7.89,1,-3.61460833066e-07,-1.78208596533e-07,452.545,305.348
30016,0.00002312,-0.00000597,8.52,1,4.03491161962e-07,-1.0423521684e-07,172.043,278.222
30025,0.00001503,-0.00003458,6.73,1,2.62269255275e-07,-6.03555529768e-07,223.828,461.320
30036,0.00001955,-0.00002996,8.84,1,3.41286274493e-07,-5.22857297376e-07,194.853,431.728
30041,359.99999422,0.00000405,8.45,1,-1.00872790366e-07,7.06109533433e-08,356.989,214.107
30043,359.99998517,-0.00001801,8.29,1,-2.58906829554e-07,-3.14386863695e-07,414.939,355.283
30046,359.99999586,-0.00001493,6.91,1,-7.22921671643e-08,-2.605880421e-07,346.509,335.556
30049,359.99999374,-0.00001666,6.95,1,-1.09278856431e-07,-2.90849879248e-07,360.072,346.653
30056,359.99997024,0.00001214,7.92,1,-5.19494871366e-07,2.1183286003e-07,510.495,162.322
30063,359.99995241,0.00000462,8.57,1,-8.30519308682e-07,8.06982323924e-08,624.546,210.409
30065,0.00003545,0.00002649,6.86,1,6.18686448342e-07,4.62333623081e-07,93.132,70.466
30069,0.00004229,0.00001772,5.76,1,7.38052583755e-07,3.09343224171e-07,49.361,126.566
30072,359.99997611,0.00001849,8.23,1,-4.16940866966e-07,3.2279292957e-07,472.889,121.634
30073,359.99995848,0.00000674,5.27,1,-7.24602878389e-07,1.17684922239e-07,585.707,196.846
30076,359.99997842,-0.00003073,9.11,1,-3.76591750917e-07,-5.36307002774e-07,458.094,436.660
30086,359.99997794,-0.00001310,7.61,1,-3.84997817871e-07,-2.28644991778e-07,461.176,323.843
30087,359.99997457,-0.00003593,9.09,1,-4.43840278553e-07,-6.27092514216e-07,482.753,469.950
30101,359.99998661,-0.00002466,8.22,1,-2.33688631358e-07,-4.30390572759e-07,405.692,397.821
30103,359.99995762,-0.00000424,7.92,1,-7.39733797129e-07,-7.3973379693e-08,591.255,267.126
30108,0.00000636,0.00000135,8.03,1,1.1096006954e-07,2.35369844478e-08,279.312,231.369
