id,ra_deg,dec_deg,u,v,mag,electrons_deposited
31,359.99995299,-0.00000193,620.847,252.330,7.630,4.435780
32,359.99999624,-0.00001329,344.043,325.075,9.090,1.156032
41,0.00001715,-0.00000453,210.265,268.975,8.700,1.655656
40,359.99997120,-0.00003063,504.330,436.044,10.610,0.285082
59,359.99999740,-0.00000983,336.645,302.882,9.090,1.156032
78,359.99999509,0.00003545,351.441,13.132,8.060,2.985176
83,359.99997977,-0.00000954,449.463,301.032,8.850,1.442016
89,0.00000655,0.00000029,278.079,238.151,7.870,3.556068
98,359.99997987,0.00001638,448.846,135.197,9.870,0.563599
113,359.99999721,-0.00001898,337.878,361.448,8.930,1.339584
124,359.99997303,-0.00001291,492.617,322.610,5.580,29.306908
137,0.00004922,-0.00001705,4.974,349.119,6.250,15.811388
139,359.99996532,-0.00000424,541.936,267.126,10.030,0.486374
172,359.99998603,-0.00001570,409.391,340.488,9.050,1.199416
196,0.00000308,-0.00001397,300.272,329.391,8.950,1.315134
207,0.00003198,0.00001098,115.326,169.720,5.870,22.437269
214,0.00000010,-0.00000058,319.384,243.699,8.170,2.697553
234,0.00003689,-0.00002928,83.885,427.413,9.640,0.696578
239,0.00004855,-0.00002090,9.290,373.778,8.560,1.883519
244,0.00001753,-0.00003140,207.799,440.975,7.900,3.459155
264,359.99999229,-0.00001358,369.319,326.925,8.420,2.142743
268,359.99996503,-0.00002591,543.786,405.836,8.180,2.672822
273,359.99997881,-0.00001272,455.628,321.377,11.140,0.174973
274,359.99996850,-0.00001763,521.592,352.818,6.240,15.957689
278,359.99999085,-0.00000655,378.566,281.921,7.940,3.334034
279,359.99998613,0.00000819,408.774,187.598,8.690,1.670975
312,359.99998777,-0.00002341,398.294,389.807,8.590,1.832188
319,359.99997842,-0.00000472,458.094,270.208,8.190,2.648317
330,359.99999046,-0.00000356,381.032,262.810,5.900,21.825792
334,359.99995319,-0.00001599,619.614,342.337,8.790,1.523947
344,359.99995983,-0.00002678,577.076,411.384,10.660,0.272251
360,359.99997091,0.00000299,506.180,220.889,9.260,0.988485
363,359.99995598,-0.00002447,601.736,396.588,8.120,2.824685
367,0.00001281,0.00000433,238.007,212.258,9.130,1.114218
386,359.99999095,-0.00001108,377.950,310.896,9.100,1.145434
390,359.99995627,-0.00002148,599.886,377.477,11.670,0.107392
401,359.99996532,-0.00003689,541.936,476.115,8.660,1.717790
405,0.00000376,-0.00002216,295.957,381.792,8.150,2.747704
411,0.00001194,-0.00001117,243.555,311.513,9.830,0.584750
421,0.00000000,0.00000000,320.000,240.000,8.830,1.468825
479,359.99995935,-0.00000559,580.158,275.756,10.070,0.468781
498,359.99997929,0.00000520,452.545,206.710,7.930,3.364883
503,0.00004431,-0.00000867,36.415,295.484,7.890,3.491162
506,0.00001801,-0.00000096,204.717,246.165,8.660,1.717790
508,359.99997120,-0.00002495,504.330,399.671,6.650,10.938808
549,0.00003920,-0.00002341,69.089,389.807,11.550,0.119942
550,359.99996253,-0.00002427,559.814,395.355,8.620,1.782256
561,0.00001320,-0.00001098,235.541,310.280,11.790,0.096155
575,359.99998382,-0.00001310,423.570,323.843,10.410,0.342744
590,0.00000963,-0.00000539,258.351,274.523,8.860,1.428795
613,0.00003073,0.00000222,123.340,225.821,8.460,2.065238
648,359.99997871,0.00000809,456.244,188.215,7.180,6.713825
650,0.00003169,0.00002639,117.175,71.082,7.540,4.819145
683,0.00003526,-0.00003217,94.365,445.907,8.720,1.625436
694,0.00003535,-0.00001406,93.749,330.007,8.950,1.315134
707,359.99996378,0.00001522,551.800,142.595,9.100,1.145434
735,359.99997149,-0.00000674,502.481,283.154,9.230,1.016179
779,359.99997592,0.00001946,474.122,115.469,9.420,0.853041
783,0.00002110,-0.00000694,184.989,284.387,9.330,0.926766
784,0.00003574,-0.00001310,91.283,323.843,9.350,0.909850
796,359.99998160,-0.00001801,437.749,355.283,11.180,0.168644
826,359.99998285,-0.00001532,429.735,338.022,8.610,1.798747
835,0.00000405,0.00000087,294.107,234.452,8.910,1.364489
836,0.00002052,-0.00000867,188.688,295.484,7.830,3.689521
841,0.00004344,0.00000202,41.963,227.054,5.010,49.541597
844,359.99995453,-0.00000992,610.983,303.498,9.500,0.792447
868,0.00000039,0.00003237,317.534,32.860,8.160,2.722513
871,359.99998170,-0.00000780,437.133,289.936,8.970,1.291130
890,359.99997968,-0.00002668,450.079,410.767,9.640,0.696578
901,0.00003583,-0.00001108,90.666,310.896,10.350,0.362218
923,359.99995010,-0.00002427,639.341,395.355,9.330,0.524835
940,0.00000241,-0.00002399,304.588,393.506,7.090,7.294071
951,359.99996946,-0.00002081,515.427,373.162,7.060,7.498424
970,0.00001320,0.00002090,235.541,106.222,7.800,3.792888
988,0.00001300,-0.00002851,236.774,422.481,7.950,3.303467
1005,359.99999981,-0.00001146,321.233,313.362,8.140,2.773129
1021,0.00003728,-0.00000800,81.419,291.169,10.780,0.243764
1030,0.00000482,-0.00002639,289.176,408.918,6.710,10.350707
1036,359.99999326,0.00001233,363.154,161.089,10.540,0.304068
1037,359.99998815,-0.00001069,395.828,308.430,8.390,2.202774
1039,359.99998989,-0.00002514,384.731,400.904,7.940,3.334034
1050,0.00002533,-0.00002822,157.863,420.631,11.440,0.132730
1061,359.99997207,-0.00000067,498.782,244.315,8.390,2.202774
1077,0.00001098,-0.00001021,249.720,305.348,10.240,0.400839
1080,359.99999672,-0.00002206,340.961,381.176,10.880,0.222316
1104,359.99995925,-0.00000607,580.775,278.839,8.730,1.610534
1150,359.99996118,-0.00003574,568.445,468.717,7.720,4.082912
1202,359.99999297,-0.00002919,365.004,426.796,7.680,4.236137
1204,0.00000289,-0.00000703,301.505,285.004,7.670,4.275334
1213,359.99997091,-0.00001994,506.180,367.613,9.910,0.543213
1222,359.99998517,-0.00002187,414.939,379.943,10.550,0.301280
1227,359.99995925,-0.00003314,580.775,452.072,11.670,0.107392
1229,0.00001272,-0.00002466,238.623,397.821,8.350,2.285441
1263,359.99997235,-0.00001878,496.932,360.215,10.830,0.232793
1267,359.99997611,-0.00001252,472.889,320.144,8.640,1.749726
1285,359.99997072,-0.00002543,507.413,402.753,9.010,1.244429
1310,0.00001435,-0.00002784,228.143,418.165,7.220,6.470979
1338,0.00000000,0.00000000,320.000,240.000,9.200,1.044648
1355,0.00000347,0.00000645,297.806,198.695,7.880,3.523465
1362,359.99998122,-0.00003005,440.215,432.345,9.010,1.244429
1401,359.99995868,-0.00002861,584.474,423.097,9.280,0.970443
1405,0.00002504,-0.00000588,159.713,277.606,12.120,0.070953
1415,359.99995964,-0.00001560,578.309,339.871,6.110,17.987467
1416,0.00002167,-0.00002023,181.290,369.463,9.160,1.083852
1428,0.00001666,-0.00001031,213.347,305.964,7.710,4.120691
1464,0.00001320,-0.00001782,235.541,354.050,6.690,10.543141
1466,359.99997052,-0.00001772,508.646,353.434,7.630,4.435780
1506,359.99998594,-0.00000549,410.007,275.140,9.690,0.665227
1520,359.99996657,-0.00003400,533.922,457.621,9.660,0.683864
1526,0.00000655,-0.00001137,278.079,312.746,7.830,3.689521
1542,0.00000241,0.00001272,304.588,158.623,8.770,1.552280
1589,359.99995511,-0.00000010,607.284,240.616,8.700,1.655656
1590,0.00001435,-0.00002418,228.143,394.739,9.750,0.629463
1592,359.99999547,-0.00003439,348.975,460.087,7.780,3.863403
1605,359.99998671,-0.00001069,405.075,308.430,8.130,2.798788
1614,359.99999981,0.00001387,321.233,151.226,8.990,1.267564
1615,359.99995791,-0.00002678,589.406,411.384,9.990,0.504626
1621,0.00000722,-0.00002784,273.763,418.165,8.950,1.315134
1637,359.99997775,-0.00002119,462.409,375.628,8.810,1.496132
1647,359.99996137,-0.00000616,567.212,279.455,5.500,31.547867
1652,359.99997187,-0.00000414,500.015,266.509,6.800,9.527304
1660,0.00003612,0.00002447,88.817,83.412,6.780,9.704429
1692,0.00001811,0.00000626,204.100,199.928,9.190,1.054314
1703,0.00004007,-0.00003160,63.541,442.208,11.580,0.116673
1735,359.99996532,-0.00002986,541.936,431.112,8.420,2.142743
1743,359.99997312,-0.00001753,492.000,352.201,8.350,2.285441
1749,0.00000578,-0.00000173,283.011,251.097,8.380,2.223156
1805,359.99996523,-0.00001666,542.553,346.653,8.170,2.697553
1811,0.00002803,-0.00002909,140.602,426.180,9.740,0.635287
1818,359.99995126,0.00000231,631.943,225.204,7.310,5.956210
1819,359.99997630,-0.00002293,471.656,386.724,9.510,0.785181
1850,0.00002668,-0.00002081,149.233,373.162,8.200,2.624037
1876,359.99996763,0.00000751,527.140,191.914,9.150,1.093881
1886,359.99997332,0.00002620,490.767,72.315,8.670,1.702041
1895,359.99998334,-0.00001570,426.653,340.488,10.760,0.248296
1902,0.00000000,0.00000000,320.000,240.000,8.880,1.402717
1927,0.00004258,-0.00002659,47.512,410.151,8.380,2.223156
1945,359.99995338,-0.00001358,618.381,326.925,9.260,0.988485
1963,359.99999316,-0.00002986,363.771,431.112,9.470,0.814648
1967,0.00004152,-0.00003506,54.293,464.402,8.110,2.850821
2009,0.00000096,-0.00002871,313.835,423.714,8.970,1.291130
2012,359.99997216,0.00000414,498.165,213.491,9.960,0.518764
2024,359.99999017,-0.00002495,382.882,399.671,6.780,9.704429
2034,0.00003969,-0.00002649,66.006,409.534,8.420,2.142743
2036,359.99998661,0.00001426,405.692,148.760,6.910,8.609343
2053,0.00004759,-0.00002919,15.454,426.796,9.150,1.093881
2089,359.99999644,-0.00001445,342.810,332.473,9.420,0.853041
2090,359.99996446,-0.00001551,547.484,339.255,9.600,0.722720
2103,0.00000212,-0.00003198,306.437,444.674,8.040,3.040675
2109,0.00002976,-0.00000771,129.505,289.319,8.980,1.279293
2126,359.99997948,0.00002225,451.312,97.591,8.910,1.364489
2144,0.00000328,-0.00003699,299.039,476.732,7.350,5.740768
2151,0.00003911,-0.00001821,69.705,356.516,6.950,8.297935
2165,0.00001185,0.00000414,244.172,213.491,10.050,0.477496
2181,0.00001522,-0.00003699,222.595,476.732,8.830,1.468825
2183,0.00002110,-0.00003198,184.989,444.674,8.990,1.267564
2189,0.00000000,0.00000000,320.000,240.000,7.820,3.723660
2191,0.00003477,0.00001339,97.447,154.308,7.470,5.140081
2192,0.00000559,-0.00003718,284.244,477.965,9.150,1.038621
2197,359.99995107,-0.00001676,633.176,347.269,8.730,1.610534
2221,0.00000058,-0.00002899,316.301,425.563,9.720,0.647098
2223,0.00002032,0.00000713,189.921,194.380,8.890,1.389857
2259,359.99998825,-0.00002032,395.212,370.079,8.740,1.595769
2270,359.99995742,-0.00002659,592.488,410.151,6.280,15.380484
2271,359.99999104,-0.00003237,377.333,447.140,7.040,7.637830
2285,0.00000645,0.00000848,278.695,185.749,9.010,1.244429
2302,0.00001532,0.00000694,221.978,195.613,8.740,1.595769
2328,0.00003805,-0.00003660,76.487,474.266,9.280,0.970443
2347,359.99999278,-0.00001329,366.237,325.075,8.860,1.428795
2354,359.99998054,-0.00002042,444.531,370.696,8.850,1.442016
2365,0.00000048,0.00000241,316.918,224.588,9.100,1.145434
2382,359.99995049,-0.00000501,636.875,272.057,10.900,0.218258
2390,0.00001599,-0.00000905,217.663,297.950,8.320,2.349471
2409,0.00002485,-0.00001821,160.946,356.516,7.390,5.533119
2421,359.99996523,0.00000655,542.553,198.079,8.190,2.648317
2428,0.00004354,0.00000607,41.347,201.161,8.400,2.182579
2430,359.99998998,0.00000106,384.115,233.219,8.410,2.162569
2450,0.00001339,-0.00003545,234.308,466.868,8.830,1.468825
2454,359.99999037,0.00002967,381.649,50.121,9.600,0.722720
2457,359.99999432,-0.00001031,356.373,305.964,9.420,0.853041
2459,0.00000222,-0.00001580,305.821,341.104,8.730,1.610534
2464,0.00001320,0.00000376,235.541,215.957,9.340,0.918269
2493,0.00002562,0.00001069,156.014,171.570,8.700,1.655656
2494,0.00002331,0.00001185,170.810,164.172,8.880,1.402717
2517,0.00004633,0.00002745,23.469,64.301,6.870,8.932438
2524,0.00000010,-0.00000299,319.384,259.111,8.710,1.640476
2554,359.99997929,0.00002996,452.545,48.272,8.970,1.291130
2577,0.00004238,0.00000800,48.745,188.831,9.250,0.997631
2582,359.99999682,0.00000944,340.344,179.584,9.760,0.623692
2599,0.00003843,-0.00002023,74.021,369.463,4.170,107.391524
2633,0.00003352,-0.00000453,105.462,268.975,9.600,0.722720
2644,359.99996320,-0.00000539,555.499,274.523,11.110,0.179875
2651,0.00003574,-0.00003526,91.283,465.635,8.520,1.954204
2656,359.99998574,-0.00001936,411.240,363.914,8.260,2.482962
2658,0.00004238,0.00000722,48.745,193.763,7.860,3.588971
2674,0.00002177,0.00000058,180.673,236.301,8.130,2.798788
2679,0.00002061,-0.00000337,188.071,261.577,9.490,0.799779
2686,0.00004903,0.00002572,6.207,75.397,8.900,1.377114
2756,359.99996850,-0.00001108,521.592,310.896,7.260,6.236918
2757,0.00002803,0.00002880,140.602,55.670,8.850,1.442016
2758,359.99995193,0.00001098,627.628,169.720,8.510,1.972287
2768,359.99998237,-0.00001252,432.818,320.144,9.130,1.114218
2770,359.99997129,-0.00000289,503.714,258.495,8.620,1.782256
2779,359.99995752,-0.00001927,591.872,363.298,9.080,1.166729
2781,359.99997216,0.00001435,498.165,148.143,7.640,4.395113
2791,359.99998777,-0.00001137,398.294,312.746,9.470,0.814648
2796,0.00000385,0.00000424,295.340,212.874,6.920,8.530412
2807,359.99995954,-0.00003323,578.925,452.689,10.780,0.243764
2816,359.99999807,-0.00000279,332.330,257.878,8.590,1.832188
2826,0.00004691,-0.00000511,19.770,272.674,9.700,0.659128
2874,0.00001676,0.00002081,212.731,106.838,9.510,0.785181
2876,0.00002938,-0.00001060,131.971,307.814,5.780,24.376425
2879,359.99998854,-0.00002293,393.362,386.724,9.100,1.145434
2890,359.99998488,-0.00001512,416.789,336.789,7.920,3.396018
2905,0.00000260,-0.00001512,303.355,336.789,8.410,2.162569
2921,359.99996995,-0.00001907,512.345,362.065,9.450,0.829793
2923,359.99995405,-0.00001821,614.065,356.516,7.640,4.395113
2930,359.99997958,0.00000144,450.696,230.753,9.640,0.696578
2935,0.00003034,-0.00002784,125.806,418.165,7.390,5.533119
2945,359.99998054,-0.00003728,444.531,478.581,8.280,2.029673
2951,0.00001570,0.00000877,219.512,183.899,8.570,1.866251
3009,359.99995993,-0.00000289,576.459,258.495,8.490,2.008954
3030,359.99997052,-0.00001329,508.646,325.075,6.770,9.794223
3034,359.99998555,-0.00003506,412.473,464.402,7.670,4.275334
3085,359.99998151,-0.00000183,438.366,251.713,9.250,0.997631
3095,0.00004903,-0.00000144,6.207,249.247,8.560,1.883519
3111,359.99996465,-0.00002909,546.251,426.180,8.610,1.798747
3123,0.00002919,-0.00000491,133.204,271.441,9.310,0.943996
3158,0.00000000,0.00000000,320.000,240.000,9.590,0.729407
3171,359.99999017,-0.00003651,382.882,473.649,7.260,6.236918
3197,359.99998073,-0.00001464,443.298,333.706,9.190,1.054314
3216,0.00004431,-0.00002553,36.415,403.370,9.010,1.244429
3219,359.99998748,-0.00003468,400.144,461.936,9.380,0.885054
3229,359.99997380,-0.00003092,487.685,437.893,8.610,1.798747
3248,0.00001137,-0.00002167,247.254,378.710,9.260,0.988485
3250,359.99999287,0.00000867,365.620,184.516,8.750,1.581139
3287,0.00002283,-0.00003362,173.892,455.155,8.720,1.625436
3289,359.99997775,0.00001214,462.409,162.322,7.420,5.382326
3297,359.99998969,0.00001069,385.964,171.570,9.780,0.612308
3347,0.00004267,0.00001050,46.895,172.803,7.540,4.819145
3366,0.00001657,-0.00003709,213.964,477.348,9.740,0.627755
3367,359.99997486,-0.00000665,480.904,282.538,7.280,6.123081
3372,359.99998757,-0.00003208,399.527,445.291,8.320,2.349471
3387,359.99999586,-0.00001166,346.509,314.595,10.220,0.408291
3392,359.99995453,-0.00000482,610.983,270.824,9.290,0.961546
3396,0.00002928,-0.00001031,132.587,305.964,8.670,1.702041
3401,0.00003131,-0.00003217,119.641,445.907,10.520,0.309721
3415,359.99998536,0.00000077,413.706,235.068,10.110,0.451825
3442,0.00003121,-0.00001060,120.258,307.814,9.820,0.590160
3444,359.99998526,-0.00001175,414.323,315.212,7.100,7.227199
3449,359.99996561,-0.00001416,540.087,330.624,9.890,0.553312
3458,0.00002976,-0.00001397,129.505,329.391,7.850,3.622180
3467,359.99999095,0.00000260,377.950,223.355,10.110,0.451825
3482,0.00000000,0.00000000,320.000,240.000,8.960,1.303077
3501,359.99995367,-0.00001011,616.531,304.731,9.280,0.970443
3566,0.00000279,-0.00001927,302.122,363.298,10.500,0.315479
3585,0.00000173,-0.00001849,308.903,358.366,7.410,5.432128
3680,0.00000848,-0.00002678,265.749,411.384,10.600,0.287720
3707,359.99999451,0.00002418,355.140,85.261,8.700,1.655656
3743,0.00001840,-0.00000067,202.251,244.315,8.970,1.291130
3756,0.00000800,0.00003622,268.831,8.200,8.370,2.243727
3759,0.00001734,-0.00001435,209.032,331.857,8.470,2.046303
3771,0.00004633,0.00000915,23.469,181.434,7.730,4.045479
3791,359.99998170,-0.00002861,437.133,423.097,9.440,0.837471
3799,359.99996108,0.00001927,569.062,116.702,9.520,0.777983
3803,359.99997457,0.00003477,482.753,17.447,9.200,1.044648
3808,0.00004460,-0.00000578,34.566,276.989,8.140,2.773129
3809,359.99995656,-0.00001002,598.037,304.115,8.220,2.576143
3812,0.00000578,-0.00001647,283.011,345.420,10.330,0.368952
3818,359.99998141,0.00000000,438.982,240.000,8.820,1.482416
3819,359.99998767,-0.00000116,398.911,247.398,9.160,1.083852
3823,0.00000780,0.00001599,270.064,137.663,6.950,8.297935
3856,0.00000000,0.00000000,320.000,240.000,13.260,0.024830
3874,359.99995155,0.00000722,630.094,193.763,7.840,3.655695
3882,0.00000819,-0.00003728,267.598,478.581,9.530,0.641839
3886,359.99997081,0.00001416,506.796,149.376,9.930,0.533298
3887,359.99999133,0.00000039,375.484,237.534,8.510,1.972287
3888,0.00002832,-0.00002177,138.752,379.327,8.960,1.303077
3905,359.99997418,-0.00003140,485.219,440.975,7.380,5.584316
3917,359.99998208,-0.00001638,434.667,344.803,8.070,2.957808
3918,0.00004874,-0.00001782,8.057,354.050,7.820,3.723660
3929,0.00002543,-0.00001214,157.247,317.678,10.560,0.298518
3932,359.99997476,-0.00001204,481.520,317.061,7.590,4.602248
3935,359.99999114,-0.00003487,376.717,463.169,7.970,3.243172
3940,359.99997592,-0.00000848,474.122,294.251,9.590,0.729407
3942,0.00002582,-0.00002196,154.781,380.560,8.740,1.595769
3945,0.00000164,0.00003545,309.520,13.132,11.040,0.191854
3958,359.99995502,-0.00000915,607.900,298.566,8.980,1.279293
3966,359.99997688,-0.00000761,467.957,288.703,7.810,3.758114
3976,0.00000905,-0.00001878,262.050,360.215,8.000,3.154787
3984,0.00004787,-0.00001965,13.605,365.764,9.050,1.199416
3987,359.99995328,0.00000925,618.997,180.817,9.500,0.792447
3988,359.99998045,-0.00001801,445.147,355.283,6.040,19.185362
3989,359.99996995,-0.00003410,512.345,458.237,9.170,1.073915
3994,0.00004479,-0.00001589,33.333,341.721,9.120,1.124527
3996,359.99995453,-0.00002129,610.983,376.244,9.510,0.785181
4004,0.00000886,-0.00000539,263.283,274.523,11.480,0.127929
4006,359.99998680,-0.00000896,404.459,297.333,6.870,8.932438
4075,359.99998545,-0.00001252,413.090,320.144,8.710,1.640476
4102,359.99998276,0.00000202,430.352,227.054,9.150,1.093881
4109,0.00004306,-0.00003574,44.429,468.717,8.670,1.702041
4116,0.00003381,-0.00003526,103.612,465.635,7.200,6.591284
4118,0.00003622,0.00000645,88.200,198.695,8.650,1.733684
4121,359.99997158,-0.00003102,501.864,438.509,7.810,3.758114
4126,0.00000954,-0.00000482,258.968,270.824,10.950,0.208435
4130,359.99998815,-0.00002283,395.828,386.108,9.180,1.064070
4139,0.00001426,-0.00001079,228.760,309.047,8.590,1.832188
4153,0.00000761,-0.00002476,271.297,398.438,10.840,0.230659
4191,0.00003632,-0.00001002,87.584,304.115,8.270,2.460198
4208,0.00000983,0.00003237,257.118,32.860,8.440,2.103633
4215,359.99998488,-0.00002514,416.789,400.904,8.510,1.972287
4216,0.00004990,0.00002533,0.659,77.863,9.790,0.538106
4245,359.99998960,-0.00000482,386.581,270.824,8.440,2.103633
4254,0.00001021,0.00002341,254.652,90.193,7.330,5.847497
4279,359.99998334,-0.00001888,426.653,360.832,8.870,1.415696
4321,359.99996715,-0.00002013,530.223,368.846,8.890,1.389857
4337,359.99998353,0.00002957,425.420,50.738,9.210,1.035071
4349,359.99999258,-0.00003448,367.470,460.703,10.930,0.212310
4354,359.99996349,-0.00001907,553.649,362.065,7.980,3.213439
4382,359.99998160,-0.00002755,437.749,416.316,6.460,13.030768
4384,0.00004903,-0.00000260,6.207,256.645,8.020,3.097205
4386,359.99995945,-0.00003140,579.542,440.975,7.680,4.236137
4406,359.99995309,-0.00000867,620.230,295.484,9.300,0.952730
4409,0.00003410,-0.00002158,101.763,378.094,9.410,0.860934
4419,359.99997688,0.00001156,467.957,166.021,8.470,2.046303
4421,359.99998093,-0.00002293,442.065,386.724,9.010,1.244429
4449,359.99999432,-0.00001869,356.373,359.599,6.980,8.071793
4451,359.99998218,0.00000626,434.050,199.928,8.460,2.065238
4456,359.99996763,-0.00003304,527.140,451.456,8.870,1.415696
4477,359.99996349,-0.00003111,553.649,439.126,7.100,7.227199
4516,359.99995078,-0.00001175,635.026,315.212,8.760,1.566643
4518,0.00004325,-0.00003448,43.196,460.703,8.710,1.640476
4532,359.99999576,-0.00001753,347.126,352.201,9.330,0.926766
4538,359.99996975,-0.00001560,513.578,339.871,8.140,2.773129
4567,359.99998025,-0.00001474,446.380,334.323,7.740,4.008390
4591,359.99998382,-0.00001040,423.570,306.581,8.410,2.162569
4626,359.99995502,-0.00001493,607.900,335.556,8.550,1.900947
4633,0.00003448,-0.00003487,99.297,463.169,8.460,2.065238
4639,0.00004354,-0.00000751,41.347,288.086,11.820,0.093534
4644,0.00003737,0.00001695,80.802,131.498,10.990,0.200895
4680,0.00002591,0.00000559,154.164,204.244,9.220,1.025581
4683,0.00000626,-0.00001753,279.928,352.201,8.690,1.670975
4698,0.00001233,-0.00002399,241.089,393.506,9.270,0.979422
4714,359.99999788,-0.00002052,333.563,371.312,8.360,2.264488
4733,359.99998401,0.00001416,422.337,149.376,8.270,2.460198
4758,359.99998353,-0.00002514,425.420,400.904,8.220,2.576143
4760,0.00004412,-0.00002572,37.648,404.603,9.100,1.145434
4761,359.99997534,-0.00001821,477.821,356.516,7.950,3.303467
4768,0.00003439,-0.00001137,99.913,312.746,11.420,0.135198
4773,0.00003439,-0.00001137,99.913,312.746,13.270,0.024602
4786,0.00004171,-0.00002582,53.060,405.219,6.480,12.792929
4791,359.99998045,-0.00001628,445.147,344.187,9.130,1.114218
4811,0.00001040,-0.00002495,253.419,399.671,6.770,9.794223
4853,359.99997245,-0.00003381,496.316,456.388,9.000,1.255943
4881,0.00000087,-0.00002437,314.452,395.972,8.570,1.866251
4897,359.99998796,0.00000116,397.061,232.602,8.800,1.509976
4919,0.00001869,-0.00003593,200.401,469.950,8.090,2.903822
4946,359.99999123,-0.00000125,376.101,248.014,8.960,1.303077
4956,359.99998883,-0.00002582,391.513,405.219,9.010,1.244429
4962,359.99998517,-0.00002851,414.939,422.481,5.920,21.427426
4980,0.00000193,0.00002360,307.670,88.960,10.160,0.431489
4988,0.00004084,-0.00001455,58.609,333.090,8.420,2.142743
5000,359.99998006,-0.00001455,447.613,333.090,8.260,2.482962
5015,359.99999942,-0.00001503,323.699,336.172,8.610,1.798747
5077,359.99997467,0.00000780,482.137,190.064,9.810,0.595621
5089,0.00001320,-0.00000424,235.541,267.126,9.020,1.233020
5105,359.99998863,0.00003140,392.746,39.025,7.890,3.491162
5120,0.00002543,-0.00000212,157.247,253.563,9.600,0.722720
5138,359.99999480,0.00000954,353.290,178.968,10.680,0.267282
5161,0.00001551,-0.00002312,220.745,387.957,7.120,7.095288
5162,0.00003853,0.00000539,73.404,205.477,8.970,1.291130
5208,359.99996609,-0.00000800,537.004,291.169,9.270,0.979422
5239,359.99998873,-0.00000963,392.129,301.649,7.540,4.819145
5258,359.99999692,-0.00001609,339.728,342.954,8.980,1.279293
5267,0.00000742,-0.00001310,272.530,323.843,10.270,0.389915
5282,0.00002948,0.00002649,131.354,70.466,10.270,0.389915
5316,359.99998122,-0.00000520,440.215,273.290,10.110,0.451825
5344,359.99996812,-0.00001580,524.058,341.104,6.710,10.350707
5349,0.00003795,-0.00003121,77.103,439.742,9.340,0.918269
5358,0.00003294,-0.00003256,109.161,448.373,9.390,0.876940
5386,0.00002986,0.00001185,128.888,164.172,8.410,2.162569
5388,359.99995646,-0.00001194,598.653,316.445,8.080,2.930691
5391,359.99997852,-0.00002919,457.477,426.796,9.990,0.504626
5397,359.99999393,-0.00003121,358.839,439.742,10.960,0.206524
5414,0.00001435,-0.00000857,228.143,294.868,6.930,8.452205
5502,0.00000000,0.00000000,320.000,240.000,11.570,0.117752
5507,0.00003487,-0.00003034,96.831,434.194,8.530,1.936288
5517,0.00002177,0.00002341,180.673,90.193,10.250,0.397164
5526,359.99997264,-0.00000983,495.083,302.882,8.100,2.877200
5532,0.00001927,-0.00002533,196.702,402.137,10.230,0.404548
5569,359.99995964,-0.00000588,578.309,277.606,9.740,0.635287
5582,359.99998420,0.00000424,421.104,212.874,9.070,1.177525
5599,0.00000751,-0.00002976,271.914,430.495,8.660,1.717790
5614,0.00004470,-0.00002495,33.949,399.671,8.660,1.717790
5649,359.99998064,-0.00000164,443.914,250.480,8.350,2.285441
5653,0.00000443,-0.00001560,291.642,339.871,9.110,1.134932
5657,359.99995251,0.00000289,623.929,221.505,9.530,0.770850
5714,0.00001811,-0.00002688,204.100,412.000,10.210,0.412069
5753,359.99996340,-0.00002765,554.266,416.932,9.530,0.770850
5755,359.99995039,0.00000000,637.492,240.000,9.230,0.998704
5768,0.00001175,-0.00002572,244.788,404.603,7.180,6.713825
5801,359.99999480,-0.00002976,353.290,430.495,8.920,1.351979
5810,0.00002023,-0.00002177,190.537,379.327,9.030,1.221715
5816,359.99998160,-0.00002880,437.749,424.330,7.570,4.687810
5846,359.99999644,-0.00001792,342.810,354.667,10.890,0.220277
5863,359.99999711,-0.00001705,338.495,349.119,8.860,1.428795
5864,359.99999268,-0.00001580,366.853,341.104,9.020,1.233020
5880,0.00001339,0.00000771,234.308,190.681,9.930,0.533298
5904,0.00002976,-0.00003477,129.505,462.553,9.340,0.918269
5908,0.00000472,0.00002976,289.792,49.505,8.890,1.389857
5926,359.99998468,-0.00001137,418.022,312.746,5.870,22.437269
5950,359.99997650,-0.00002890,470.423,424.947,7.070,7.429678
5958,0.00002928,0.00003699,132.587,3.268,8.440,2.103633
5986,359.99996513,0.00001166,543.169,165.405,9.550,0.756781
5995,359.99998719,-0.00002302,401.993,387.341,9.180,1.064070
6002,359.99998700,0.00001272,403.226,158.623,9.250,0.997631
6004,359.99999846,0.00000193,329.864,227.670,8.680,1.686437
6016,359.99998314,-0.00003564,427.886,468.101,7.680,4.236137
6023,359.99996629,0.00000250,535.771,223.971,8.790,1.523947
6027,0.00001955,0.00000530,194.853,206.093,6.860,9.015089
6030,0.00001108,0.00001551,249.104,140.745,9.450,0.829793
6046,359.99996561,-0.00001310,540.087,323.843,8.230,2.552525
6064,359.99999634,-0.00001657,343.427,346.036,7.400,5.482391
6081,359.99998526,0.00001522,414.323,142.595,11.050,0.190095
6092,359.99999239,-0.00000289,368.703,258.495,10.340,0.365570
6109,359.99996995,-0.00000231,512.345,254.796,8.850,1.442016
6113,0.00004951,0.00002138,3.125,103.139,7.760,3.935229
6132,0.00000000,0.00000000,320.000,240.000,11.140,0.174973
6153,0.00000010,-0.00000077,319.384,244.932,9.130,1.114218
