id,x,y,area,peak,snr
606,402.979185,257.872057,49,4.438293,1.369
607,475.449461,257.901417,49,4.445213,1.369
608,337.828201,26.523869,49,4.413303,1.369
609,110.899474,264.950475,49,3.424837,1.368
610,329.195514,301.108742,49,2.457901,1.368
611,67.190692,379.483938,49,3.472895,1.368
612,405.362903,178.772993,49,2.438677,1.368
613,91.375308,101.427919,49,3.427143,1.368
614,447.998399,159.281097,49,5.431373,1.367
615,581.932516,278.236877,49,3.471742,1.367
616,378.889284,67.803840,49,5.441369,1.367
617,270.559350,320.187224,49,3.433679,1.367
618,133.186059,419.985034,49,3.438677,1.367
619,393.000000,256.000000,49,3.442907,1.366
620,43.170417,74.671963,49,3.453672,1.366
621,534.472428,343.213232,49,4.464821,1.366
622,376.833431,216.462806,49,3.445982,1.366
623,582.000000,375.000000,49,3.474817,1.366
624,623.895509,349.219946,49,3.407151,1.366
625,496.000000,91.000000,49,4.449058,1.365
626,-2.254383,375.524150,28,4.473664,1.365
627,20.216754,352.243119,49,3.475971,1.365
628,278.127824,76.211323,49,4.437524,1.365
629,246.436469,100.656232,49,4.453672,1.365
630,557.360411,42.845876,49,4.402922,1.364
631,140.609963,432.675017,49,5.432141,1.364
632,454.315570,213.002494,49,4.429835,1.363
633,467.416688,270.961089,49,4.462514,1.363
634,37.202760,130.168305,49,4.444829,1.363
635,150.739133,260.589206,49,3.422914,1.363
636,92.206516,217.988861,49,2.422530,1.362
637,25.624749,465.552249,49,4.477509,1.362
638,296.176975,46.766491,49,4.417916,1.361
639,617.241774,400.039459,49,3.450980,1.361
640,592.792851,372.374941,49,5.477124,1.361
641,567.867924,94.041431,49,4.464052,1.361
642,218.237525,254.567876,49,3.422914,1.361
643,296.216298,423.849045,49,4.419070,1.361
644,625.695225,188.207080,49,4.427143,1.361
645,500.510189,276.918896,49,3.459823,1.361
646,463.397145,305.985727,49,3.411765,1.361
647,153.260964,474.190050,49,3.385236,1.361
648,504.389270,340.371347,49,5.420607,1.360
649,74.412019,273.003664,49,3.448289,1.360
650,38.715096,195.919820,49,5.429066,1.359
651,25.150820,212.893651,49,3.422914,1.359
652,237.554520,205.481054,49,5.432910,1.359
653,201.615686,227.481473,49,4.444060,1.359
654,130.486611,15.256533,49,5.456363,1.359
655,411.114293,89.992142,49,2.422145,1.359
656,282.227613,99.057634,49,5.435986,1.358
657,191.095746,37.112049,49,3.440215,1.358
658,272.175501,455.789443,49,3.424452,1.358
659,288.519881,72.054154,49,4.449058,1.358
660,511.000000,35.000000,49,6.425990,1.358
661,132.138137,41.773534,49,3.455594,1.358
662,268.109185,44.909845,49,3.437140,1.358
663,527.262210,171.762144,49,4.464821,1.357
664,492.667434,74.246907,49,4.438293,1.357
665,374.593768,99.289905,49,2.454056,1.357
666,103.623512,208.677541,49,3.438293,1.356
667,407.839223,76.267379,49,3.434448,1.356
668,364.000000,405.000000,49,5.427143,1.356
669,543.728049,37.693346,49,3.399462,1.356
670,311.209108,478.880593,28,3.404844,1.355
671,490.060355,114.411599,49,3.439831,1.355
672,426.413314,354.400394,49,4.480969,1.355
673,310.403741,418.749367,49,4.410996,1.355
674,339.834776,47.507727,49,3.422530,1.355
675,211.931171,395.034415,49,4.428681,1.354
676,543.532802,220.089280,49,4.475971,1.354
677,37.227448,404.892279,49,4.431373,1.354
678,-0.906448,382.013538,42,3.462130,1.354
679,401.996659,158.382113,49,4.435602,1.354
680,597.564196,165.423693,49,3.435602,1.353
681,6.000000,479.000000,28,3.463283,1.353
682,308.776207,465.532163,49,3.389466,1.353
683,542.000000,409.000000,49,4.421761,1.353
684,640.116762,364.852102,28,3.409458,1.352
685,638.820327,159.675838,28,4.452518,1.352
686,304.624141,391.297625,49,2.440984,1.352
687,220.372036,403.697970,49,3.426374,1.352
688,208.722562,233.285270,49,4.416763,1.352
689,282.000000,465.000000,49,4.395233,1.351
690,630.906480,326.131875,49,3.403306,1.351
691,460.529367,304.913189,49,4.444444,1.351
692,192.709045,213.747258,49,3.438293,1.351
693,181.726096,337.920771,49,4.451365,1.350
694,604.356102,162.067797,49,3.429450,1.350
695,247.406886,6.716169,49,5.444829,1.350
696,436.198601,78.368078,49,4.410227,1.349
697,215.836132,356.570229,49,3.462899,1.349
698,193.638870,399.018493,49,3.437908,1.349
699,398.107879,318.122387,49,3.434833,1.349
700,344.448563,95.558505,49,2.449443,1.349
701,409.544550,400.073537,49,4.456363,1.348
702,76.000000,294.000000,49,3.421761,1.348
703,385.609581,439.959857,49,4.454441,1.348
704,486.000000,0.000000,28,3.453287,1.348
705,535.000000,416.000000,49,3.403691,1.348
706,357.230720,136.439634,49,5.434833,1.348
707,336.048705,82.942628,49,5.437908,1.348
708,303.399298,396.726345,49,3.446367,1.348
709,277.479205,419.244595,49,7.429835,1.348
710,427.297815,420.029999,49,3.433679,1.348
711,303.931059,370.499427,49,3.427528,1.347
712,565.840716,42.369380,49,4.416763,1.347
713,638.274691,471.830759,28,3.443291,1.347
714,422.043248,396.940593,49,4.472126,1.347
715,638.000000,176.000000,35,4.449827,1.347
716,330.118700,189.417245,49,4.434448,1.347
717,363.728785,95.437825,49,4.426374,1.347
718,321.629018,-109.873233,28,3.463283,1.346
719,119.961983,296.470588,49,4.412534,1.346
720,297.191253,79.154529,49,4.449058,1.346
721,105.569511,267.945563,49,5.422530,1.346
722,364.000000,189.000000,49,6.440984,1.346
723,19.865145,120.397081,49,4.391388,1.346
724,376.558214,186.307858,49,3.439446,1.346
725,422.259211,159.063965,49,3.420223,1.346
726,219.000000,479.000000,28,2.398693,1.345
727,211.413477,126.491288,49,4.431757,1.345
728,471.300007,406.915124,49,3.419454,1.345
729,95.172417,199.361364,49,4.447520,1.345
730,364.201036,306.548577,49,4.412149,1.344
731,477.924753,268.608379,49,2.458670,1.343
732,480.442885,122.988841,49,4.430604,1.343
733,438.308159,456.169952,49,4.443676,1.343
734,521.264676,12.808789,49,3.424068,1.343
735,404.279860,63.004437,49,4.430219,1.343
736,125.802146,436.499254,49,4.430219,1.343
737,625.968688,24.894380,49,4.422530,1.343
738,290.538038,380.287488,49,4.416763,1.342
739,490.601699,226.555509,49,5.448289,1.342
740,188.777084,374.768886,49,4.437524,1.342
741,218.822750,274.211333,49,4.416378,1.342
742,604.490112,227.458170,49,4.430219,1.342
743,550.823611,270.683955,49,6.446367,1.341
744,568.408179,36.161283,49,3.424837,1.341
745,579.004341,73.508014,49,3.455978,1.340
746,546.000000,461.000000,49,5.430604,1.340
747,206.229888,430.691407,49,5.419839,1.340
748,430.817455,409.638378,49,3.441753,1.340
749,199.594777,400.590064,49,3.448289,1.340
750,448.534080,146.860502,49,4.430219,1.340
751,553.035432,219.610030,49,3.495963,1.340
752,609.658948,231.655701,49,4.450596,1.340
753,410.465989,363.065314,49,3.490196,1.340
754,82.905030,275.416109,49,3.435217,1.340
755,426.686405,309.826569,49,4.467128,1.339
756,55.627749,302.263878,49,4.444829,1.339
757,26.299217,133.823465,49,4.421761,1.338
758,319.936586,125.367736,49,5.405998,1.338
759,256.955859,57.341867,49,4.434064,1.338
760,22.905313,281.206309,49,3.458285,1.338
761,107.822799,204.359763,49,3.443676,1.338
762,181.586612,316.901057,49,3.458670,1.338
763,461.644601,251.634117,49,4.444444,1.338
764,129.690832,307.613284,49,5.422145,1.338
765,549.732891,101.677409,49,3.490196,1.338
766,42.418762,-0.008443,28,3.429835,1.338
767,355.944419,130.578024,49,4.431757,1.338
768,434.000000,213.000000,49,3.424837,1.337
769,427.515312,144.972463,49,3.423683,1.337
770,-145.983045,-224.021541,49,3.477124,1.337
771,271.571766,414.384847,49,3.434448,1.337
772,438.917022,230.604418,49,3.409458,1.337
773,444.573111,298.885494,49,3.463283,1.337
774,64.426744,318.639229,49,4.421376,1.337
775,463.614473,478.474736,28,3.427143,1.337
776,551.830597,133.473980,49,4.481738,1.337
777,499.935148,418.547667,49,2.415609,1.336
778,18.989677,348.062796,49,3.479047,1.336
779,467.424214,132.179700,49,4.436371,1.336
780,560.857156,161.475393,49,2.426759,1.335
781,595.476959,377.373429,49,4.461361,1.335
782,448.000000,334.000000,49,3.445213,1.335
783,280.136433,73.899454,49,3.459054,1.334
784,350.625963,10.341108,49,3.406767,1.334
785,273.346068,166.615861,49,3.448674,1.334
786,0.000000,51.000000,28,2.408689,1.334
787,102.320302,123.169258,49,3.424452,1.334
788,389.111337,160.919668,49,3.435217,1.334
789,306.709231,44.021918,49,4.431757,1.334
790,457.071246,176.311088,49,4.443291,1.333
791,493.580418,350.810192,49,4.441753,1.333
792,512.724713,142.933972,49,3.425221,1.333
793,375.261033,245.653776,49,3.454825,1.333
794,547.152970,429.120727,49,4.427143,1.333
795,259.617790,59.928040,49,2.442522,1.333
796,615.953892,327.863906,49,3.429450,1.333
797,365.000000,262.000000,49,2.415225,1.333
798,373.900777,315.441128,49,5.417532,1.332
799,545.870711,395.111400,49,4.425990,1.332
800,305.086292,70.216029,49,4.457516,1.332
801,437.386150,179.746616,49,3.424452,1.331
802,109.145674,233.728630,49,4.355248,1.331
803,305.433631,98.222808,49,4.421376,1.331
804,566.608794,411.268749,49,3.427528,1.331
805,426.564308,203.606136,49,4.456747,1.331
806,448.871467,356.488476,49,3.451749,1.331
807,3.000000,232.000000,49,4.424837,1.331
808,162.757662,370.969499,49,4.443676,1.331
809,143.403078,191.901936,49,3.447136,1.331
810,60.081819,313.948458,49,6.424068,1.330
811,437.325198,316.641245,49,3.464052,1.330
812,605.880445,23.791559,49,3.421761,1.330
813,202.685324,340.872124,49,6.442907,1.330
814,499.209586,261.210642,49,3.497117,1.330
815,125.195178,265.129339,49,3.422145,1.330
816,574.791848,42.250394,49,4.429835,1.330
817,334.392921,477.740388,28,3.480200,1.329
818,251.592919,172.440179,49,4.455978,1.329
819,537.248587,116.647690,49,4.464052,1.329
820,181.370838,5.793894,49,3.452134,1.329
821,237.877775,382.495280,49,5.457132,1.329
822,371.854512,168.928112,49,5.431757,1.329
823,326.267235,433.393069,49,3.394848,1.328
824,543.044020,369.352854,49,5.414840,1.328
825,166.000000,315.000000,49,3.436371,1.328
826,62.000000,100.000000,49,4.423299,1.328
827,312.442931,356.850780,49,4.406767,1.328
828,106.766798,277.665266,49,4.437524,1.328
829,364.667191,217.419041,49,3.450596,1.328
830,559.000000,281.000000,49,4.443676,1.328
831,197.493308,221.104181,49,4.444829,1.327
832,61.060321,275.074488,49,3.444060,1.327
833,448.227381,363.134972,49,3.445213,1.327
834,644.561585,369.809459,49,2.487120,1.327
835,364.141696,344.050221,49,4.394464,1.327
836,462.745970,293.887597,49,2.468281,1.327
837,332.000000,286.000000,49,4.473280,1.326
838,364.077083,284.381793,49,4.445213,1.326
839,467.487310,23.987425,49,3.457516,1.326
840,629.909832,418.762525,49,4.472511,1.326
841,402.482214,130.506456,49,3.437140,1.326
842,545.001311,173.242401,49,3.462514,1.326
843,620.112160,17.580711,49,2.439446,1.326
844,230.546892,213.516686,49,3.445598,1.326
845,57.948726,221.476041,49,2.468281,1.325
846,611.885877,269.452910,49,4.401000,1.325
847,211.243847,187.553769,49,4.427912,1.325
848,594.146383,267.255373,49,4.433295,1.325
849,109.490550,323.450835,49,5.435217,1.325
850,440.000000,402.000000,49,4.444829,1.325
851,4.643875,202.834740,49,3.430219,1.325
852,421.804964,12.643199,49,4.470973,1.325
853,302.755730,64.617706,49,3.442522,1.325
854,401.585649,107.315591,49,4.431757,1.325
855,7.826567,367.403575,49,3.471357,1.324
856,175.532657,235.661053,49,3.419839,1.324
857,464.550075,411.569129,49,3.422145,1.324
858,547.006330,261.169762,49,2.470204,1.323
859,3.545648,403.646431,42,3.457132,1.323
860,389.524023,336.363318,49,4.434064,1.323
861,241.725898,62.992136,49,2.452518,1.323
862,189.243086,138.232841,49,5.447520,1.323
863,496.692834,105.876937,49,3.437908,1.323
864,387.546034,31.010544,49,4.457516,1.323
865,6.914060,8.376904,49,3.460977,1.323
866,428.104947,261.250661,49,4.442907,1.322
867,381.671589,8.156586,49,3.436755,1.322
868,258.435601,143.635021,49,3.456747,1.322
869,417.334545,375.483997,49,3.512880,1.322
870,385.271434,265.325632,49,3.446751,1.322
871,638.636535,209.003766,49,4.443676,1.322
872,16.322021,188.172630,49,4.417147,1.322
873,217.554552,158.549338,49,5.407920,1.321
874,151.649380,177.661058,49,4.456363,1.321
875,93.481247,272.010583,49,3.429835,1.321
876,165.750342,252.516467,49,4.417147,1.320
877,489.421806,460.349963,49,3.383699,1.320
878,582.253334,181.259609,49,4.437524,1.319
879,407.212140,348.574319,49,3.482122,1.319
880,293.175820,105.478094,49,3.432141,1.319
881,129.203408,156.877436,49,4.444444,1.319
882,506.445395,224.204282,49,4.467897,1.319
883,585.871951,319.752383,49,4.435986,1.319
884,351.921466,427.639933,49,3.425221,1.318
885,29.496467,271.587582,49,5.423683,1.318
886,443.672855,425.282491,49,5.417916,1.318
887,628.198205,203.420015,49,4.428297,1.318
888,323.714751,447.915596,49,2.401769,1.318
889,184.992163,128.845751,49,4.463283,1.318
890,246.076072,189.248502,49,4.447520,1.318
891,335.739818,111.075807,49,4.409458,1.318
892,280.333333,382.475145,49,3.420992,1.316
893,246.143703,159.156395,49,5.440984,1.316
894,597.131311,399.795603,49,5.447905,1.316
895,552.529841,60.596505,49,4.432526,1.316
896,429.106090,166.529823,49,3.410996,1.316
897,209.586209,99.242573,49,3.426374,1.316
898,622.184002,404.373936,49,3.450211,1.315
899,554.489184,392.165408,49,3.456363,1.315
900,159.277178,286.564226,49,4.429450,1.315
901,258.489209,62.472302,49,3.440600,1.315
902,18.702128,98.098538,49,4.388697,1.314
903,372.512262,304.668901,49,5.405229,1.314
904,173.787353,36.157388,49,4.439062,1.314
905,229.154763,95.225996,49,4.434833,1.314
906,55.134204,363.730746,49,4.468666,1.314
907,2.302304,88.897819,42,3.407920,1.314
908,133.956356,334.367313,49,2.435602,1.314
909,161.122113,14.163285,49,4.436755,1.314
910,269.190166,191.064149,49,3.455210,1.313
911,201.790259,248.715179,49,6.407920,1.313
912,528.510933,381.388570,49,4.406767,1.313
913,638.943199,493.284914,49,3.443291,1.313
914,455.362948,89.068574,49,3.417147,1.313
915,203.523210,1.355996,28,3.469050,1.313
916,295.734303,461.286819,49,2.379854,1.313
917,551.807187,88.709296,49,3.485582,1.313
918,618.967095,460.824509,49,4.452134,1.313
919,601.402006,434.453682,49,5.453672,1.313
920,435.942969,322.154428,49,3.455594,1.313
921,173.844919,415.609718,49,3.428681,1.313
922,529.665640,25.158527,49,4.419839,1.313
923,377.000000,19.000000,49,5.432141,1.312
924,325.142207,127.851880,49,4.399077,1.312
925,530.697191,263.903283,49,4.472511,1.312
926,188.328173,53.908700,49,3.429450,1.312
927,147.720693,388.971877,49,3.466744,1.312
928,220.617942,322.910883,49,4.439831,1.312
929,368.344030,458.294272,49,5.442138,1.312
930,62.398809,194.936002,49,5.441369,1.312
931,159.403532,33.277628,49,4.439446,1.311
932,631.968486,319.207725,49,4.434064,1.311
933,251.000000,131.000000,49,4.454056,1.311
934,496.010753,437.479540,49,3.393695,1.311
935,365.011789,389.528900,49,4.429835,1.311
936,44.128966,311.347462,49,3.459439,1.311
937,220.562557,75.859586,49,2.433295,1.311
938,428.235629,388.513491,49,4.465206,1.311
939,58.000000,414.000000,49,2.434833,1.311
940,631.202848,286.687410,49,4.394848,1.311
941,108.467099,40.888060,49,3.455978,1.311
942,47.271619,269.717955,49,4.448674,1.310
943,6.343374,104.879824,49,4.367166,1.310
944,483.000000,477.000000,42,2.395233,1.310
945,487.310652,31.399340,49,4.437140,1.310
946,441.773025,91.291257,49,3.390619,1.310
947,266.770147,90.258435,49,4.455978,1.309
948,327.193299,339.144666,49,2.387543,1.309
949,579.000262,123.394251,49,3.464821,1.309
950,536.219505,475.983752,49,2.435217,1.309
951,62.000000,250.000000,49,3.440600,1.309
952,38.106279,345.693794,49,4.467897,1.308
953,144.901778,232.346568,49,4.401384,1.308
954,317.000000,120.000000,49,3.401384,1.308
955,613.791115,139.669585,49,3.422914,1.308
956,160.633059,408.063095,49,3.463668,1.307
957,236.194683,393.164254,49,3.445213,1.307
958,55.589514,114.134044,49,4.441369,1.307
959,12.825447,466.051831,49,3.477509,1.307
960,548.000000,0.000000,28,2.447905,1.307
961,278.683627,293.841790,49,3.415225,1.307
962,516.000000,245.000000,49,4.495963,1.306
963,583.973785,363.848000,49,3.458285,1.306
964,71.886183,210.553652,49,3.462130,1.306
965,364.947473,400.292617,49,3.420992,1.306
966,420.647058,418.549025,49,4.450980,1.306
967,299.985436,194.963590,49,3.428297,1.306
968,442.381142,118.262626,49,4.393695,1.306
969,506.756287,337.337532,49,5.428681,1.306
970,591.999721,146.086496,49,3.429066,1.306
971,69.713107,31.058686,49,4.435217,1.305
972,434.095762,138.486382,49,3.387928,1.305
973,428.496109,84.210367,49,4.403691,1.305
974,621.386650,24.403562,49,3.429450,1.305
975,241.898188,416.587881,49,3.447136,1.305
976,418.673933,36.009001,49,3.426374,1.305
977,386.367504,145.784257,49,4.441753,1.305
978,196.749385,210.403838,49,2.454825,1.304
979,469.495602,286.061649,49,5.460208,1.304
980,383.813372,444.645809,49,2.446751,1.304
981,422.407376,292.054744,49,5.463283,1.304
982,459.521329,354.593827,49,3.451749,1.304
983,614.384074,283.629574,49,3.396770,1.304
984,362.103885,333.953836,49,4.383699,1.304
985,93.947030,158.387570,49,4.421761,1.304
986,515.651338,269.672355,49,4.458285,1.304
987,61.316617,368.260186,49,4.462514,1.304
988,9.895047,34.550629,49,3.425990,1.303
989,180.282601,282.641116,49,4.412149,1.303
990,63.342800,51.396710,49,3.439831,1.303
991,78.651021,193.171589,49,5.454825,1.303
992,406.346222,471.510709,49,3.449443,1.303
993,221.216064,461.435180,49,4.427912,1.303
994,484.111783,439.502741,49,5.381776,1.303
995,628.775438,26.046999,49,4.422530,1.303
996,545.704433,46.234854,49,4.412149,1.303
997,125.378771,386.357604,49,4.467512,1.302
998,287.526935,422.718818,49,5.432141,1.302
999,154.805446,466.315928,49,2.396770,1.302
1000,110.057184,100.903691,49,3.437908,1.302
1001,570.727299,7.914321,49,5.449827,1.301
1002,69.478626,120.640370,49,3.417532,1.301
1003,9.131791,30.343199,49,4.417916,1.301
1004,122.311829,279.325492,49,4.430219,1.301
1005,444.405461,108.757621,49,3.402922,1.301
1006,204.518684,169.467160,49,3.429066,1.301
1007,52.142524,233.862191,49,4.465206,1.300
1008,533.014228,49.391141,49,4.401769,1.300
1009,583.000000,224.000000,49,3.475586,1.300
1010,432.845807,427.450780,49,3.427528,1.300
1011,511.279021,308.618201,49,3.410611,1.300
1012,431.940880,336.046451,49,3.470588,1.300
1013,606.411506,390.845319,49,3.480969,1.300
1014,118.023263,74.952773,49,4.457516,1.300
1015,446.827526,404.121990,49,3.415225,1.300
1016,274.709232,228.156295,49,4.411380,1.299
1017,404.054563,58.839455,49,3.428681,1.299
1018,579.878084,129.517574,49,3.456747,1.299
1019,531.532352,296.042537,49,4.394464,1.299
1020,131.903315,41.161253,49,3.455594,1.299
1021,208.775237,218.038511,49,3.426374,1.299
1022,614.823498,2.278325,49,4.414456,1.299
1023,149.036986,235.189116,49,4.417916,1.299
1024,259.987562,19.972270,49,3.429835,1.299
1025,412.042483,-52.517423,49,4.427528,1.299
1026,398.408175,73.135115,49,4.430988,1.298
1027,7.385611,317.034679,49,5.479815,1.298
1028,626.617402,70.197461,49,3.490965,1.298
1029,320.000000,387.000000,49,3.418301,1.298
1030,631.262870,111.022766,49,4.440984,1.298
1031,596.403010,114.204135,49,6.477509,1.298
1032,122.212460,371.663181,49,3.459439,1.298
1033,215.334971,50.599216,49,4.449058,1.298
1034,440.225686,268.644760,49,5.461361,1.298
1035,270.515817,202.114292,49,5.429450,1.297
1036,489.748626,440.876916,49,5.383699,1.297
1037,181.774423,167.250085,49,4.471357,1.297
1038,24.000000,173.000000,49,2.408689,1.297
1039,468.497108,350.070587,49,5.442522,1.297
1040,167.876572,376.640893,49,3.449058,1.296
1041,348.111756,377.457420,49,5.418301,1.296
1042,219.303778,319.707301,49,5.429450,1.296
1043,86.494523,406.839562,49,3.436755,1.296
1044,588.011523,209.288370,49,4.442907,1.296
1045,217.011100,29.359470,49,4.460208,1.296
1046,263.474413,0.960332,28,3.417916,1.295
1047,431.116310,388.192461,49,2.470973,1.295
1048,108.606168,297.788816,49,3.414840,1.295
1049,522.744296,112.544683,49,2.463668,1.295
1050,162.953918,250.560071,49,3.433295,1.294
1051,147.985075,279.579558,49,4.443676,1.294
1052,455.000000,449.000000,49,3.398308,1.294
1053,97.839967,372.485335,49,4.465206,1.294
1054,146.119461,372.775924,49,4.446367,1.294
1055,177.278182,10.186448,49,3.460592,1.294
1056,197.212601,374.634636,49,4.475586,1.294
1057,102.729191,99.389682,49,3.431757,1.294
1058,223.077992,217.175442,49,3.442138,1.294
1059,82.721669,327.692020,49,3.428297,1.294
1060,104.497875,395.637252,49,4.454056,1.294
1061,254.302070,66.369172,49,3.440984,1.293
1062,77.369534,362.018260,49,2.466744,1.293
1063,75.988434,435.819314,49,3.414456,1.293
1064,84.352165,245.236389,49,3.418685,1.293
1065,177.558203,167.045845,49,3.443291,1.293
1066,403.005638,449.727625,49,2.439446,1.293
1067,21.000000,28.000000,49,6.437140,1.293
1068,16.500313,334.815477,49,4.480969,1.293
1069,89.254092,318.936324,49,4.410611,1.292
1070,228.864896,256.515495,49,4.446751,1.292
1071,143.502221,106.719935,49,3.465590,1.292
1072,601.198655,410.924873,49,4.424068,1.292
1073,318.115927,5.546659,49,3.409458,1.292
1074,342.988041,378.430003,49,5.410227,1.292
1075,12.269603,86.597702,49,5.412149,1.291
1076,444.710145,439.227413,49,3.416378,1.291
1077,211.693332,209.323783,49,4.425221,1.291
1078,265.255625,371.600805,49,2.420223,1.291
1079,614.775185,176.819004,49,4.447520,1.291
1080,133.454519,455.548755,49,5.396002,1.291
1081,591.890404,1.377883,35,2.448289,1.291
1082,136.739317,362.107670,49,4.449443,1.291
1083,290.002658,36.361949,49,3.407920,1.290
1084,164.894301,173.670956,49,4.439062,1.290
1085,286.399206,415.841583,49,2.437908,1.290
1086,544.370012,111.508757,49,2.506728,1.290
1087,416.271723,266.424647,49,3.451749,1.290
1088,17.008349,152.606037,49,4.416378,1.290
1089,236.222008,351.387350,49,5.445982,1.290
1090,189.089184,53.301728,49,3.420992,1.289
1091,342.653675,170.906625,49,3.457901,1.289
1092,461.206102,114.575424,49,2.430988,1.289
1093,179.148495,464.355732,49,5.436371,1.289
1094,247.000000,281.000000,49,3.420992,1.289
1095,410.296041,324.503652,49,2.452518,1.289
1096,289.587945,309.587854,49,3.471742,1.289
1097,631.702411,120.303460,49,3.445598,1.289
1098,452.714521,94.509488,49,5.398308,1.289
1099,364.166327,-110.119400,49,4.449827,1.288
1100,486.778385,382.495886,49,4.435986,1.288
1101,420.636528,366.023340,49,3.496732,1.288
1102,599.000000,139.000000,49,3.432910,1.288
1103,6.762839,177.380832,49,3.409842,1.288
1104,252.716420,20.406237,49,4.427528,1.288
1105,221.976517,169.123990,49,4.424068,1.288
1106,38.683168,406.441346,49,3.428681,1.288
1107,176.442964,63.776531,49,3.425606,1.288
1108,87.574682,303.621246,49,3.436371,1.287
1109,233.553525,26.854215,49,3.446367,1.287
1110,189.890231,212.120607,49,3.428681,1.287
1111,454.000000,43.000000,49,3.429450,1.287
1112,57.563233,80.007730,49,4.442138,1.287
1113,80.651135,388.523118,49,4.465590,1.287
1114,219.041994,90.441061,49,4.426374,1.287
1115,162.000000,425.000000,49,6.435602,1.287
1116,51.977095,333.736629,49,3.462130,1.287
1117,102.760194,365.706423,49,3.456747,1.287
1118,591.484484,76.080418,49,3.469050,1.287
1119,12.099713,257.381661,49,4.404460,1.286
1120,561.816671,431.223400,49,3.436755,1.286
1121,535.735020,247.018234,49,3.472126,1.286
1122,420.590518,219.227110,49,3.429835,1.286
1123,369.179210,351.150149,49,3.417147,1.286
1124,197.308987,140.127115,49,3.449058,1.286
1125,531.000000,124.000000,49,4.446751,1.285
1126,428.136052,254.962588,49,4.441753,1.285
1127,566.229721,355.138076,49,3.453287,1.285
1128,539.159181,167.779802,49,4.463668,1.285
1129,210.290002,81.656003,49,4.423299,1.285
1130,162.103813,265.074230,49,3.427528,1.284
1131,167.540132,93.916191,49,3.453287,1.284
1132,201.547783,193.424696,49,3.448674,1.284
1133,396.659603,103.610294,49,3.449827,1.284
1134,581.350084,247.929809,49,4.456363,1.284
1135,528.189456,470.259341,49,3.433679,1.284
1136,440.819739,78.530302,49,2.415225,1.284
1137,477.378463,384.147081,49,4.446367,1.284
1138,170.000000,54.000000,49,4.409458,1.284
1139,532.698394,35.532775,49,4.407151,1.284
1140,258.599727,126.804366,49,3.461746,1.284
1141,113.804700,304.907849,49,4.430219,1.283
1142,149.766472,152.195371,49,3.442907,1.283
1143,353.839986,418.015984,49,3.441369,1.283
1144,211.081048,274.664491,49,4.419839,1.282
1145,578.755004,84.303791,49,3.468666,1.282
1146,277.198405,38.099796,49,2.424068,1.282
1147,352.039308,320.362399,49,4.413687,1.282
1148,562.039624,307.054460,49,2.454441,1.282
1149,159.779889,450.195268,49,4.392926,1.282
1150,607.401889,128.276072,49,4.430604,1.282
1151,359.645505,120.718592,49,4.428297,1.281
1152,408.331358,439.876163,49,3.446751,1.281
1153,477.180169,253.129787,49,3.447136,1.281
1154,115.726525,24.457972,49,4.452903,1.280
1155,221.846519,196.508216,49,3.425990,1.280
1156,5.381085,179.538781,49,3.406767,1.280
1157,313.096079,404.917560,49,3.441369,1.280
1158,150.854938,430.090722,49,2.432910,1.280
1159,267.156863,79.573109,49,3.449443,1.280
1160,211.454853,310.626144,49,4.415609,1.280
1161,587.961479,75.858918,49,4.465975,1.280
1162,408.197244,9.669906,49,3.464437,1.280
1163,408.998651,150.830373,49,5.425990,1.279
1164,637.000000,396.000000,42,2.484429,1.279
1165,218.447011,260.364130,49,3.424068,1.279
1166,109.000000,113.000000,49,3.427528,1.279
1167,606.623586,298.775717,49,4.443676,1.279
1168,551.919111,181.379498,49,3.464437,1.278
1169,144.442947,213.272011,49,3.447520,1.278
1170,354.362377,439.939008,49,3.437908,1.278
1171,164.515598,323.393595,49,3.454825,1.278
1172,266.286495,427.170506,49,4.435217,1.278
1173,267.684079,127.025351,49,3.440215,1.278
1174,214.443370,277.828115,49,4.414456,1.278
1175,90.645801,127.949329,49,3.411765,1.277
1176,515.417805,19.715736,49,3.424837,1.277
1177,567.606739,374.369579,49,3.460977,1.277
1178,601.353809,417.811426,49,3.420992,1.277
1179,382.785883,59.290024,49,4.426759,1.277
1180,240.842190,267.022144,49,5.443291,1.277
1181,21.024562,451.173008,49,3.455594,1.277
1182,535.103679,262.632682,49,3.454056,1.276
1183,9.816603,1.584942,49,2.500961,1.276
1184,209.441879,319.967316,49,2.440215,1.276
1185,226.823304,42.868686,49,3.449827,1.276
1186,66.045399,460.979967,49,3.407536,1.276
1187,587.000000,446.000000,49,4.414456,1.276
1188,374.944534,192.496295,49,2.452134,1.276
1189,239.928115,203.357666,49,4.432526,1.276
1190,426.293269,85.454309,49,2.405613,1.276
1191,316.355793,59.154729,49,3.446751,1.276
1192,563.000000,114.000000,49,3.489043,1.275
1193,289.914018,455.255426,49,3.407151,1.275
1194,384.347788,113.675865,49,4.457132,1.275
1195,115.293532,75.869133,49,3.464437,1.275
1196,601.555362,357.666085,49,3.452518,1.275
1197,487.862682,192.786727,49,3.435217,1.274
1198,508.442295,26.791956,49,3.439062,1.274
1199,434.583174,450.188357,49,5.422530,1.274
1200,475.288037,409.693333,49,3.430604,1.274
1201,453.728172,155.174401,49,3.436755,1.274
1202,225.594327,265.317460,49,3.447905,1.274
1203,380.603159,383.295944,49,4.446751,1.274
