det_x,det_y,truth_x,truth_y,dist
320.003714,239.998347,320.004,239.998,0.0004496721027739159
101.38063,1.136978,319.322,239.56,323.0231852005199
641.205766,471.305018,322.082,239.849,394.22311740236535
0.971455,105.049297,319.051,239.893,345.4814339239653
158.768431,412.659063,318.858,241.315,234.49404689235448
637.44392,409.819666,322.082,239.849,358.25014708520354
239.306172,-27.26667,320.198,239.124,278.40164672686564
247.993014,197.628134,319.051,239.893,82.67742299064572
382.20734,0.420954,320.198,239.124,246.6258348529483
217.487017,187.827974,319.051,239.893,114.13154504870667
638.147928,438.294287,322.082,239.849,373.1999501272924
586.28906,129.854531,322.082,239.849,286.18901754685754
210.99849,322.168386,318.858,241.315,134.7996436386428
350.774846,47.872572,320.198,239.124,193.6802835173134
638.964516,296.821459,322.082,239.849,321.9633364701592
69.576171,57.565072,319.051,239.893,309.00026477877395
639.0,229.0,322.082,239.849,317.1036416142205
635.221952,0.169779,322.082,239.849,394.33838073123076
6.709457,235.519138,318.841,240.813,312.1764326633833
262.799851,29.044931,320.198,239.124,217.7791604826618
396.0,479.0,320.275,241.368,249.40577990295253
140.8993,192.973215,319.051,239.893,184.22674734504818
226.038314,271.965156,318.858,241.315,97.74930266739977
426.850687,133.676675,322.082,239.849,149.16112218540593
303.170098,68.982143,320.198,239.124,170.9918154472022
143.348755,479.640249,318.858,241.315,295.9770588937292
153.225731,101.721257,319.322,239.56,215.84135295985433
233.0609,315.238163,318.858,241.315,113.25094435074071
103.944126,231.296721,318.841,240.813,215.1074755116096
24.461222,167.526398,319.051,239.893,303.34808782505235
286.009976,334.376266,318.858,241.315,98.68835752117536
11.487876,127.323693,319.051,239.893,327.51629596571166
261.065542,469.109563,318.858,241.315,235.01134256465735
0.941498,293.991494,318.858,241.315,322.2510128208258
344.587767,372.725382,320.275,241.368,133.58844427977377
581.860472,347.277638,322.082,239.849,281.1152197537334
489.0,0.0,322.082,239.849,292.21423908666736
467.657036,415.656761,320.275,241.368,228.24994358470371
283.006887,479.770387,318.858,241.315,241.13538498664718
0.177677,420.051121,318.858,241.315,365.38164871475277
450.992727,446.510331,320.275,241.368,243.24987177830144
357.286072,26.619501,320.198,239.124,215.7166826648282
75.96931,138.370991,319.051,239.893,263.4301165862631
172.855984,301.068563,318.858,241.315,157.75638487002428
228.444238,196.878062,319.051,239.893,100.29890433732805
169.695622,124.992292,319.051,239.893,188.4388538397115
569.018071,322.462797,322.082,239.849,260.3890600921518
275.163082,428.554771,318.858,241.315,192.27058460190725
628.823195,-1.192079,322.082,239.849,390.1166011278068
170.578407,397.905867,318.858,241.315,215.6560625812716
392.467011,183.954061,322.082,239.849,89.87933010032866
446.670832,459.494464,320.275,241.368,252.1012904451612
266.964255,6.824065,320.198,239.124,238.32140358710808
56.182039,59.897295,319.051,239.893,318.5883621158603
0.0,159.0,319.051,239.893,329.1461955575364
398.732329,325.10615,322.082,239.849,114.6475231391012
472.0,479.0,320.275,241.368,281.93872215252736
304.556524,135.911382,320.198,239.124,104.39109294318408
605.362866,360.242259,322.082,239.849,307.802836007648
554.900129,70.823738,322.082,239.849,287.70439757714735
618.214314,364.719996,322.082,239.849,321.38312500351753
104.696673,409.420698,318.858,241.315,272.2583326226548
36.208131,341.825121,318.858,241.315,299.98872123656884
632.729913,66.080524,322.082,239.849,355.94607611633836
467.364487,250.627652,322.082,239.849,145.68177774808447
455.18608,7.266278,322.082,239.849,267.976526370456
422.017048,38.251552,322.082,239.849,225.00787732627273
422.609366,473.951626,320.275,241.368,254.1012899375559
215.63264,291.433658,318.858,241.315,114.74909510253472
353.714539,-1.174575,320.198,239.124,242.62473809067603
69.098744,308.613598,318.858,241.315,258.6673293062716
2.790621,391.93742,318.858,241.315,350.122409272223
157.129769,234.008042,318.841,240.813,161.8543471301192
550.111015,137.634836,322.082,239.849,249.88990976846003
435.124785,332.067355,322.082,239.849,145.8865869073036
190.064534,216.968119,318.841,240.813,130.96547844891538
234.856788,397.268356,318.858,241.315,177.1373841545925
629.797589,138.801398,322.082,239.849,323.88192537337943
646.712948,414.805773,322.082,239.849,368.77516838576895
443.179945,162.910283,322.082,239.849,143.47222189967334
210.796143,275.615871,318.858,241.315,113.37510612849319
419.720794,260.222496,322.082,239.849,99.74173365766437
1.128157,314.727796,318.858,241.315,326.10073865194215
194.0,479.0,318.858,241.315,268.4840393561599
491.892626,162.77103,322.082,239.849,186.48501859890186
81.870108,478.940738,318.858,241.315,335.6028192888854
531.887322,257.857176,322.082,239.849,210.5767497668503
