x,y,z
0.189669370557,0.00551562589749,0.981832525303
0.224442994316,0.0086217666128,0.974449078938
0.222618092047,0.0233615289524,0.974625786678
0.237252908311,0.0284013589737,0.971032656663
0.120431561126,0.0214873537367,0.992489059241
0.254193679845,0.0453582376437,0.966089128085
0.166022776476,0.0304655707678,0.985651199304
0.165862510307,0.0309280283031,0.98566377875
0.190457074223,0.0447397711495,0.980675509919
0.161139524386,0.0432917107766,0.98598168414
0.225625628196,0.0693700803257,0.971741152703
0.216986904274,0.0670194522055,0.973871180598
0.143644611831,0.0448344368839,0.988613220001
0.175062068492,0.0641830493765,0.982463133328
0.222015387254,0.0828810059286,0.971514233904
0.221533015638,0.0844353385242,0.971490502574
0.144317807525,0.0570975837954,0.987882703744
0.181149756503,0.0729552071097,0.980745789425
0.0948166132363,0.0397808041951,0.994699601625
0.0338476501563,0.0145154943618,0.99932158838
0.245310939955,0.110137916758,0.963167784984
0.0716145280864,0.0359123170992,0.996785666454
0.204361086922,0.104489649903,0.973302860992
0.191424711379,0.101221189506,0.976273962916
0.0606819659765,0.0330140865511,0.997611030961
0.177012489131,0.102022358829,0.9789065415
0.171156474516,0.0989053226089,0.980266901609
0.229288476226,0.145644414211,0.962400384081
0.228800612874,0.14714728714,0.962287875553
0.0558227904355,0.0360918349555,0.997788151622
0.0470134582446,0.0304854619678,0.99842895158
0.146279362021,0.10238522024,0.983930696199
0.157415184523,0.119803526264,0.980238529531
0.10713698844,0.0826312197272,0.990804595889
0.171515812704,0.132563261004,0.97622195623
0.150792880713,0.116865547049,0.981633307829
0.0548105800863,0.0424961635143,0.997592039061
0.0804793603738,0.0624874954457,0.994795650104
0.159790546235,0.124840264814,0.97922514756
0.218110248336,0.177982255327,0.959557312702
0.22144017293,0.185115589288,0.957442671086
0.216130572105,0.184069922854,0.958856526965
0.0336318283559,0.0300705931839,0.99898181142
0.196819731007,0.181154673093,0.963558497395
0.123699294463,0.117573609554,0.985329858923
0.178214792458,0.176424881112,0.968046356883
0.019446028266,0.0209298495441,0.999591813383
0.0676923622904,0.0786381932044,0.994602321864
0.0561223694411,0.0668171803242,0.996185597197
0.101827142164,0.12625500647,0.986757774968
0.146460995835,0.191974908154,0.970409610081
0.113246192676,0.174010848108,0.978210368267
0.0138120424126,0.0242418566878,0.999610704159
0.0862261640054,0.153669383693,0.984352969801
0.088298768284,0.173386349596,0.9808876089
0.065180393754,0.129505454252,0.989434107755
0.0386499492689,0.0789879035213,0.996126042486
0.0735111024375,0.171756818755,0.982392850661
0.045544254863,0.111892236784,0.992676104375
0.0413406682803,0.107848560599,0.99330742327
0.00874659637453,0.0397553940741,0.999171159359
0.0297863860509,0.142801083408,0.989303099047
0.0149859683426,0.184839952112,0.982654371005
0.0125691872169,0.166126233992,0.986024386064
0.00896424795284,0.127034355427,0.991857809769
-0.0221416098273,0.117388856292,0.99283916398
-0.0350518385982,0.16915834736,0.984965391336
-0.053572340022,0.148563056244,0.987450769762
-0.0601291618831,0.165132368957,0.984436785484
-0.0649562072771,0.135167031121,0.988691339516
-0.111359207647,0.173312207536,0.978550972403
-0.111329900142,0.161971297637,0.980495258569
-0.0862891862326,0.114195178723,0.989703813015
-0.143555756417,0.161960568634,0.97629940029
-0.0386518039244,0.0425343075374,0.998347069278
-0.0762834872957,0.0805238024854,0.993829334845
-0.128580110273,0.134906975126,0.982480159242
-0.182900530881,0.18621342876,0.965335151516
-0.171784876339,0.174680377582,0.969523966671
-0.182828874994,0.170310853393,0.968280855788
-0.176166913436,0.158052764261,0.971588669304
-0.143224334635,0.123930999414,0.981900146325
-0.0627440428628,0.0539735320971,0.996569136045
-0.165902891807,0.139371660181,0.976243704629
-0.191006769178,0.159077232609,0.968612847423
-0.0661542160036,0.0542344574637,0.996334403365
-0.230521487338,0.182674681256,0.955766605769
-0.13455115093,0.10541891848,0.985283126522
-0.121453570926,0.0936639125243,0.988168053319
-0.0745240883076,0.0553070470004,0.995684332916
-0.222445304183,0.163833050973,0.961081067369
-0.0841685916881,0.0593908515222,0.994680036458
-0.237733597703,0.166209163319,0.957004310624
-0.0658018887168,0.045469835661,0.996796170481
-0.253106709103,0.168965502313,0.952568975369
-0.101968305023,0.0656960680663,0.992615983859
-0.22273686914,0.139908590846,0.964786957485
-0.064009047253,0.0390185598111,0.997186238303
-0.0083146938083,0.00499319465645,0.999952965831
-0.139499856912,0.0830665070015,0.986731850776
-0.112252732323,0.0668240057145,0.991430217588
-0.0330701100033,0.0196053044482,0.999260726668
-0.196644892076,0.113683698562,0.973861798769
-0.24226666177,0.139643546619,0.960107569225
-0.222302379689,0.103203306603,0.969500247288
-0.249079327467,0.110932235805,0.962108895961
-0.0750546428622,0.030777003222,0.9967043577
-0.0781181827464,0.0281335757609,0.996547064337
-0.177344323197,0.0606927637922,0.982275612775
-0.11186367209,0.0332574613342,0.993166884331
-0.0965364941901,0.0271083953174,0.994960220407
-0.0696145506574,0.0169356815278,0.997430196569
-0.215139123754,0.0521883269826,0.975187949042
-0.201384106642,0.0457193217834,0.978444778824
-0.238494097361,0.0464282760764,0.97003349463
-0.176179569379,0.0339521789763,0.983772335897
-0.0143093531809,0.00236403085119,0.999894821354
-0.240147604459,0.0390488175599,0.969950678086
-0.2559663038,0.0396510412124,0.96587216869
-0.225152799869,0.0225770569016,0.974061852868
-0.103827547821,0.0101737313312,0.994543279855
-0.130371309282,0.00256287986751,0.991461927339
-0.203334742377,0.00205145146467,0.979107131058
-0.232531156847,-0.000667008753429,0.972588718932
-0.199668991751,-0.0101576270789,0.979810755373
-0.0875165264674,-0.0115975960295,0.996095554333
-0.138449511157,-0.0189425817019,0.990188321209
-0.107891729573,-0.0153021026733,0.994044878435
-0.245066434617,-0.0420704166185,0.968593063505
-0.204868079799,-0.0398323161636,0.977978760745
-0.19204834829,-0.0434846822688,0.980421600296
-0.191064261347,-0.0488746222305,0.980359994766
-0.134489354289,-0.0353457039593,0.990284451455
-0.252009900829,-0.0679512251741,0.965336024854
-0.168847180469,-0.0510278883131,0.984320468273
-0.24996172625,-0.0870554443686,0.964334218524
-0.254180529942,-0.0922012736792,0.96275188046
-0.174894597433,-0.0685939312823,0.98219486477
-0.193507677191,-0.0824212495078,0.977630562379
-0.116015556093,-0.0531136332372,0.991826261353
-0.0986812131887,-0.0476995293618,0.99397523765
-0.242718242832,-0.119534522643,0.962704187429
-0.212478096558,-0.106465896593,0.971348583849
-0.0666063015064,-0.0343297602128,0.997188582046
-0.142558062046,-0.0775578942023,0.986743113476
-0.0730362804529,-0.0406299061648,0.996501335906
-0.140674351928,-0.0792277295078,0.986880789957
-0.213474609025,-0.13383388962,0.967738126401
-0.17804854776,-0.123931674625,0.97618628072
-0.190265577117,-0.133674319694,0.972589423353
-0.199670113216,-0.151240517785,0.968120938555
-0.134945841264,-0.106146125877,0.985151064501
-0.175115818998,-0.15206430507,0.972733723616
-0.162003977668,-0.144400732403,0.976167577674
-0.0890194858944,-0.0805991303812,0.992763471988
-0.205879649738,-0.189548110734,0.960044313322
-0.201219461208,-0.188681334443,0.961202414928
-0.178138096139,-0.168289542962,0.969507838253
-0.176829067625,-0.169684500408,0.969504332721
-0.174866925139,-0.183481185421,0.967344929738
-0.112345356867,-0.119841561631,0.986415997892
-0.148495321594,-0.172175701991,0.973809358709
-0.0837713468514,-0.113818104834,0.989963534914
-0.107060392991,-0.149516787073,0.982945981545
-0.124264276447,-0.17615256686,0.9764879225
-0.0639311595064,-0.0985366022489,0.993077713405
-0.0488120787942,-0.0803189434137,0.995573326427
-0.0713561794688,-0.117452243375,0.990511618396
-0.104127745603,-0.173112507101,0.979382189179
-0.0918667687218,-0.180828021519,0.979214850499
-0.0841265391437,-0.169587358037,0.981917946371
-0.0484280517268,-0.100584818457,0.99374917263
-0.0579495447342,-0.127266188519,0.990174311687
-0.0884561865636,-0.195957349333,0.9766146734
-0.018948459499,-0.0427692666654,0.998905273643
-0.0706372381382,-0.172889153769,0.982405069764
-0.061216774032,-0.160847064962,0.985079046712
-0.0480610885549,-0.137058546741,0.989396324297
-0.0586991167086,-0.193474078671,0.979347841464
-0.0138396906605,-0.0637952342206,0.997867040769
-0.0315537928968,-0.17055317386,0.98484312103
-0.00701506978053,-0.129499840695,0.991554627873
-0.00207118478893,-0.113930307389,0.993486585341
-0.00257606659678,-0.171699055583,0.985146079621
0.003227923829,-0.179220033561,0.983803720301
0.00157678955242,-0.0372272849767,0.999305580385
0.03376883995,-0.14425952709,0.988963525259
0.0478619340808,-0.195623292456,0.979510470957
0.0135490739359,-0.0479204094498,0.998759258757
0.0510468960704,-0.167595500526,0.984533373028
0.0137835918801,-0.0443067943403,0.998922880192
0.0446582143329,-0.140160874305,0.989121111496
0.067058369664,-0.169529969057,0.983240949437
0.0578467695044,-0.134883222599,0.989171505614
0.0713400719313,-0.141891725318,0.987308124358
0.0745045283962,-0.139623411761,0.987397781108
0.111549907156,-0.184076996829,0.976561456055
0.0830396824751,-0.13223281896,0.987734221703
0.0480496706565,-0.0699442250576,0.996393012085
0.0996171256962,-0.139030306005,0.985264940146
0.144590241001,-0.188885769353,0.971295953015
0.139779378083,-0.18249276963,0.973220486064
0.0631485022308,-0.0818985642217,0.99463807078
0.116305215431,-0.150717190939,0.981711477583
0.108026339212,-0.133103171502,0.985197368943
0.0700901036467,-0.0819564648054,0.994168252987
0.157475078515,-0.169753955028,0.972823310987
0.129725829311,-0.134932125544,0.982326081658
0.136237235531,-0.140213360375,0.980703639856
0.145883779949,-0.146507054803,0.978393379802
0.131763538818,-0.115887970333,0.98448379782
0.133378636616,-0.113962042609,0.984491133601
0.122069854744,-0.101363534449,0.98733195251
0.211299651221,-0.173969730582,0.96181442609
0.20347409867,-0.150330892508,0.967470368501
0.173245883194,-0.124588418959,0.97696652441
0.218489370648,-0.146779348484,0.9647373828
0.221354018443,-0.132703899873,0.966122183514
