x,y,area
528.0,179.0,21
601.0,179.0,21
63.5,181.0,42
74.0,181.0,21
85.24050632911393,185.15189873417722,79
104.0,180.0,21
194.5,180.0,26
211.0,180.0,21
420.0,181.0,21
547.0,181.0,21
14.688524590163935,186.0327868852459,61
202.45238095238096,184.38095238095238,42
220.0,182.0,21
319.5,183.5,36
410.5,184.5,40
443.5,184.5,36
114.5,186.0,32
227.0,184.0,21
329.0,184.0,21
481.0,184.0,21
593.578947368421,185.6315789473684,38
26.5,188.5,40
34.0,186.0,21
68.54285714285714,191.54285714285714,70
163.0,187.0,21
254.5,189.0,42
267.5833333333333,187.5625,48
142.79245283018867,190.03773584905662,53
190.5,190.0,38
216.0,188.5,32
297.0,189.0,21
461.0,188.0,21
498.0,189.5,40
552.0,189.0,21
619.5,189.0,38
57.0,190.0,21
135.0,190.0,21
232.0,191.0,21
364.0,193.0,63
422.0,192.0,41
507.0,191.0,21
535.0232558139535,192.51162790697674,43
566.3142857142857,190.82857142857142,70
289.0,192.0,21
450.2395833333333,195.28125,96
482.0,192.0,21
592.0,192.5,40
12.959016393442623,199.44262295081967,122
40.0,195.0,21
176.5,196.5,42
323.5,195.5,36
392.1055900621118,204.5527950310559,161
404.0,195.0,21
466.0,195.0,21
512.5185185185185,195.11111111111111,27
612.0,195.0,21
47.0,196.0,21
103.58536585365853,197.58536585365854,41
126.0,199.0,63
158.0,197.0,21
198.09803921568627,199.05882352941177,51
277.5,196.5,36
380.0,197.0,21
542.472972972973,198.5810810810811,74
627.9344262295082,197.36065573770492,61
60.0,198.0,21
92.71875,201.6875,64
112.0,199.0,21
241.8181818181818,201.25974025974025,77
290.30645161290323,200.6451612903226,62
353.0,200.0,41
414.0,198.0,21
435.0,199.0,21
489.0,200.66666666666666,63
559.0,200.5,42
575.0,199.0,21
581.0,199.0,21
341.5,201.05357142857142,56
367.89130434782606,202.8695652173913,46
460.0,201.0,21
507.0,200.0,21
529.551724137931,201.58620689655172,29
594.0,201.33333333333334,63
45.49166666666667,207.70833333333334,120
73.63513513513513,208.54054054054055,74
166.5,204.5,40
213.96226415094338,203.20754716981133,53
276.0,203.0,21
308.0,203.0,21
454.0,202.0,21
471.9032258064516,204.93548387096774,62
517.4864864864865,202.56756756756758,37
608.0,202.0,21
62.0,204.0,21
147.5,205.5,42
228.0,204.0,21
326.0,205.0,21
434.0,206.0,35
498.0,205.0,21
625.0,205.0,21
5.0,207.0,41
25.0,207.0,21
33.0,207.0,21
187.2844827586207,214.9051724137931,116
424.0,206.0,21
550.0,206.0,21
575.0,207.5,32
602.0,207.0,21
106.5,209.5,28
117.0,209.0,21
156.0,209.0,21
296.0,209.0,21
345.0,208.0,21
410.5,210.0,38
535.5,209.0,42
585.0,209.0,21
171.0,211.0,21
229.5,211.5,42
248.8148148148148,213.2962962962963,54
258.0,211.0,21
419.0,210.0,21
525.0,210.0,21
132.0,212.0,21
305.8269230769231,214.8846153846154,52
323.8888888888889,214.0,54
357.0,213.0,21
377.0,212.0,21
455.0,213.0,21
552.0,213.0,21
623.9787234042553,213.5744680851064,47
632.0,212.0,21
5.0,214.0,21
274.48837209302326,214.53488372093022,43
286.0,215.0,21
493.0,214.0,21
569.7536231884058,218.1304347826087,69
583.9649122807018,216.05263157894737,57
597.0,214.0,21
615.5,216.5,42
40.90909090909091,216.0909090909091,22
153.0,218.0,31
220.91666666666666,215.91666666666666,24
423.0,217.5,38
438.0,216.0,21
509.5,216.0,36
527.0,217.0,21
96.90697674418605,220.58139534883722,43
144.0,220.0,41
175.0,218.0,21
237.0,219.0,21
344.0,218.0,21
372.5,219.5,28
488.0,218.0,21
546.0,218.0,21
59.0,220.0,21
109.56666666666666,226.94444444444446,90
202.0,221.0,21
316.0,220.0,21
355.0,220.0,21
362.0,221.0,21
393.0,221.0,21
453.0,220.0,21
534.0,221.0,21
6.0,222.0,21
23.0,222.0,21
263.5,223.0,36
323.0,222.0,21
602.0,222.0,21
77.3157894736842,228.40350877192984,57
167.0,225.0,21
214.62790697674419,228.9418604651163,86
272.0,226.5,42
301.0,225.0,21
332.421875,228.25,64
379.0,224.0,21
399.1756756756757,228.99324324324326,148
465.72027972027973,231.6013986013986,143
517.4074074074074,226.6851851851852,54
560.5873015873016,225.33333333333334,63
583.0,224.0,21
589.5862068965517,224.44827586206895,29
55.228070175438596,226.91228070175438,57
127.0,227.0,21
182.80246913580248,230.71604938271605,81
230.0,227.0,41
291.0,226.0,21
313.0,227.0,21
450.0,226.0,21
486.0,227.0,21
501.7142857142857,228.59183673469389,49
623.0,226.0,21
6.666666666666667,233.66666666666666,63
37.0,235.01680672268907,119
135.0,228.0,21
282.0,230.0,31
478.0,230.5,38
607.5,230.5,42
69.0,230.0,21
82.925,232.275,40
168.0,231.0,21
201.0,231.0,21
240.0,231.0,21
373.38028169014086,233.04225352112675,71
425.5,232.5,42
582.0,230.5,26
627.0,231.0,35
15.0,233.0,21
145.95348837209303,234.3953488372093,43
341.5,234.5,42
362.0,232.0,21
414.0,233.0,21
446.0,233.05,40
534.5625,234.41666666666666,48
548.0,232.0,21
618.0,233.0,21
23.5,237.5,42
190.0,234.0,21
246.0,235.0,21
299.0,235.0,21
487.3015873015873,235.38095238095238,63
563.0,235.0,21
576.0,235.0,21
61.38461538461539,239.98076923076923,52
158.0,237.0,21
229.91489361702128,237.9787234042553,47
255.0,238.4915254237288,59
272.0,237.0,21
287.0,237.0,21
311.264,243.536,125
354.0,237.0,21
406.0,237.0,21
611.0,237.0,21
90.0,239.0,21
164.24590163934425,242.59016393442624,61
439.0,239.0,21
590.0,238.0,21
629.0,239.0,21
72.33333333333333,241.7017543859649,57
99.60655737704919,242.34426229508196,61
129.64,242.576,125
170.0,241.0,21
264.5,243.5,42
389.0,240.0,21
8.0,243.0,21
179.0,243.0,21
241.0,242.0,21
294.0,243.0,21
44.5,247.0,40
227.33333333333334,247.55555555555554,54
218.0,246.0,21
551.0,247.0,21
271.0,248.0,21
286.0,248.0,21
331.55102040816325,251.6326530612245,49
157.3709677419355,253.9516129032258,62
595.0,251.0,21
8.0,252.0,21
15.0,253.0,21
27.0,254.5,38
62.0,255.0,41
80.91891891891892,253.86486486486487,37
176.0,252.0,21
196.05882352941177,254.2941176470588,51
210.0,253.0,21
295.70666666666665,258.53333333333336,75
44.0,255.92857142857142,42
122.98113207547169,255.88679245283018,53
187.0,255.5,40
279.51162790697674,254.97674418604652,43
324.0,254.0,21
348.5,255.0,38
36.0,256.0,21
71.0,256.0,21
89.0,257.0,21
94.5,259.5,42
216.5,258.0,40
243.0,257.0,21
309.8783783783784,265.1756756756757,148
359.5,258.5,36
233.0810810810811,259.6081081081081,74
3.6862745098039214,263.2156862745098,51
267.0,261.0,21
278.5,261.5,40
344.0232558139535,262.51162790697674,43
46.0,262.0,21
116.0,263.0,21
133.9142857142857,263.57142857142856,35
141.0,262.0,21
165.0,262.0,21
192.0,262.0,21
252.0,262.0,21
259.0,263.0,21
325.0,263.0,21
352.0,262.0,21
12.0,265.0,21
109.0,265.0,21
59.0,266.0,21
69.0,269.0,42
184.0,266.0,21
207.56410256410257,270.15384615384613,78
227.0,267.0,21
287.0,267.0,21
371.0,267.0,21
465.0,266.0,21
44.0,268.0,21
78.5,268.5,28
246.48837209302326,269.48837209302326,43
337.0,269.0,21
353.0,269.0,21
593.0,269.0,21
21.0,270.0,21
101.0,270.0,21
256.0,273.8135593220339,59
4.0,272.0,21
53.0,272.0,21
92.0,273.0,21
146.9811320754717,274.8867924528302,53
160.0,273.0,21
184.21,278.25,100
265.0,274.5,36
360.23308270676694,279.3233082706767,133
375.5,274.5,36
38.0,275.0,35
80.0,275.0,21
172.0,274.0,21
216.0,275.0,21
229.26470588235293,276.9264705882353,68
274.5,276.5,36
318.5,276.5,42
329.0,275.0,41
612.0,275.0,21
17.0,276.0,21
31.0,276.0,21
241.0,277.0,21
344.0,277.0,21
521.0,277.17391304347825,23
102.22368421052632,281.0394736842105,76
286.0,278.0,21
293.0,279.5,26
389.65,280.7,60
399.0,278.0,21
135.5,282.0,42
164.0,281.0,21
170.0,281.0,21
302.0,280.0,21
339.0,281.0,21
26.15068493150685,287.71232876712327,73
39.0,283.0,21
58.5,283.0,42
149.5,284.5,36
209.74324324324326,285.56756756756755,74
247.0,282.0,21
408.6140350877193,285.94736842105266,57
273.0,285.0,21
397.0,285.0,21
422.48837209302326,286.51162790697674,43
77.0,287.0,21
143.0,287.0,21
168.0,287.0,21
243.0,287.0,21
4.0,289.0,21
84.0,289.0,21
91.0,288.0,21
110.3157894736842,293.10526315789474,57
229.5,288.0,26
330.0,288.0,21
369.0,288.0,21
434.0,288.0,21
55.0,290.0,21
66.54285714285714,295.5809523809524,105
133.5,291.0,26
182.4264705882353,298.9485294117647,136
191.0,291.0,21
253.0,290.0,25
272.5,291.5,36
346.0,290.0,21
375.0,291.0,21
386.0,294.5769230769231,52
393.0,291.5,26
14.0,292.0,21
415.5,294.5,36
515.0,292.0,21
24.316666666666666,297.3666666666667,60
162.0,295.0,21
238.12727272727273,295.6181818181818,55
308.5,295.0,42
494.0,294.0,21
552.0,294.0,21
10.017241379310345,297.2931034482759,58
92.5,297.5,36
100.0,296.0,21
123.5,297.0,36
138.0,297.0,21
294.0,296.0,21
424.0,297.0,21
634.0,296.0,21
44.0,300.0,41
156.27884615384616,306.375,104
209.5,299.0,36
322.0,298.0,21
347.0,298.0,21
449.43548387096774,300.03225806451616,62
51.0,300.0,21
163.5,302.5,36
220.5,301.0,36
277.77777777777777,300.84444444444443,45
305.3018867924528,303.9056603773585,53
364.0,301.0,21
31.0,303.0,21
106.48837209302326,303.5348837209302,43
120.5,302.5,42
130.34146341463415,304.3170731707317,41
251.0,302.0,21
258.90909090909093,305.9818181818182,55
293.0,302.0,21
352.90909090909093,301.90909090909093,22
372.5,304.0,40
381.0,304.0,41
413.0,304.5,42
57.0,304.0,21
243.0,305.0,41
321.5,305.5,42
331.0,304.0,21
398.531914893617,306.0425531914894,47
69.64285714285714,307.76190476190476,42
231.0,306.0,21
285.0,307.5,26
465.5,306.5,36
33.0,309.0,21
118.70270270270271,312.6621621621622,74
147.95833333333334,311.2708333333333,48
204.0,311.2077922077922,77
357.0,309.5,38
459.5,310.5,42
494.0,309.0,21
219.0,311.0,21
431.5,313.5,42
46.0,313.0,21
56.51190476190476,318.5595238095238,84
134.5625,314.4166666666667,48
181.32876712328766,316.06849315068496,73
235.43636363636364,314.3636363636364,55
250.5,314.5,36
267.0,313.0,21
13.0,314.5,26
29.0,314.0,21
104.0,314.0,21
295.0,314.0,21
323.0,315.0,21
331.5,316.0,32
