truth_idx,truth_x,truth_y,det_idx,det_x,det_y,dist
914,308.174,386.772,1428,308.000,387.000,0.287
401,533.634,387.239,1429,533.500,389.000,1.766
253,636.472,387.165,1430,634.735,387.571,1.784
1504,8.960,388.667,1431,9.000,389.000,0.335
1414,88.267,388.834,1432,88.000,389.000,0.314
1366,101.205,393.560,1433,100.047,391.672,2.215
1184,181.118,389.593,1434,178.402,390.467,2.853
1145,199.547,388.095,1435,200.000,388.000,0.463
691,402.830,389.024,1436,404.500,391.500,2.987
367,560.238,391.557,1437,558.844,391.044,1.485
1482,24.472,391.466,1438,24.000,391.000,0.663
1045,245.301,391.074,1439,245.000,391.000,0.310
995,268.396,389.853,1440,268.000,390.000,0.422
891,316.464,395.288,1441,316.818,394.258,1.089
676,412.960,391.152,1442,413.000,391.000,0.158
602,451.155,395.480,1443,452.689,394.377,1.888
499,491.581,389.905,1444,492.000,390.000,0.430
348,571.841,390.465,1445,572.000,392.000,1.543
335,578.354,390.126,1446,578.000,390.000,0.376
1467,34.751,393.042,1447,32.956,394.333,2.212
1449,49.905,393.260,1448,50.000,393.000,0.277
1301,124.784,395.974,1449,126.500,394.000,2.616
64,330.793,392.957,1450,330.000,395.500,2.664
822,352.859,396.611,1451,352.240,396.040,0.842
734,392.779,399.882,1452,392.859,398.654,1.231
625,439.904,394.252,1453,441.500,393.500,1.765
534,477.730,392.444,1454,477.950,394.000,1.572
325,592.066,393.746,1455,592.000,395.423,1.678
1397,84.776,395.676,1456,86.081,396.081,1.367
1340,110.675,395.147,1457,111.000,395.000,0.356
1120,207.519,394.335,1458,207.558,396.488,2.154
556,470.764,394.183,1459,471.000,394.000,0.299
1483,13.061,397.232,1460,13.000,397.000,0.239
1192,169.692,396.162,1461,170.000,396.000,0.348
1049,240.241,397.368,1462,240.448,396.414,0.977
947,290.926,399.527,1463,289.493,398.947,1.546
55,398.673,396.314,1464,399.000,396.000,0.453
644,432.058,396.235,1465,432.000,395.826,0.413
343,585.971,396.911,1466,586.000,397.000,0.094
287,624.092,396.969,1467,626.000,399.000,2.786
1268,134.133,398.898,1468,134.000,399.000,0.168
1094,217.633,397.733,1469,218.000,398.000,0.454
1067,231.066,398.369,1470,231.000,398.000,0.375
978,274.350,399.032,1471,274.000,399.000,0.352
689,409.653,401.042,1472,411.500,400.000,2.121
529,486.724,399.238,1473,487.000,399.000,0.364
498,505.577,401.269,1474,505.800,400.900,0.431
1487,0.356,400.129,1475,0.846,400.000,0.506
1463,21.260,401.958,1476,21.474,401.649,0.375
1451,36.805,400.239,1477,37.000,400.000,0.309
1401,71.983,402.910,1478,70.783,404.641,2.107
1229,148.546,400.632,1479,149.000,401.000,0.585
1128,200.066,399.872,1480,200.000,400.000,0.144
787,369.753,399.574,1481,370.000,400.000,0.492
34,529.823,402.171,1482,529.186,401.356,1.034
430,538.949,401.253,1483,539.000,401.000,0.258
386,561.487,400.315,1484,561.000,400.000,0.580
375,571.273,401.454,1485,570.203,403.217,2.063
279,636.277,399.786,1486,636.000,400.000,0.350
1435,46.093,401.772,1487,46.000,402.000,0.246
1423,54.498,402.946,1488,54.000,403.000,0.501
1289,121.289,401.740,1489,123.000,403.000,2.125
1143,188.042,404.811,1490,188.082,402.902,1.910
69,241.538,403.270,1491,242.000,403.000,0.535
609,454.871,402.655,1492,455.000,403.000,0.368
568,473.478,401.920,1493,471.500,404.000,2.871
319,619.352,406.182,1494,619.109,405.236,0.977
76,163.704,403.987,1495,164.000,404.000,0.296
1063,229.246,404.236,1496,229.000,404.000,0.340
1053,234.828,403.978,1497,235.000,404.000,0.173
897,314.161,406.810,1498,314.451,406.196,0.679
647,434.451,404.468,1499,434.000,404.000,0.650
524,494.079,404.157,1500,494.000,404.000,0.176
1321,102.159,406.196,1501,102.000,406.000,0.253
1169,173.457,405.753,1502,173.000,406.000,0.520
1155,179.906,406.498,1503,180.000,406.000,0.507
1082,215.739,405.933,1504,214.486,406.432,1.349
698,409.216,407.360,1505,410.011,409.549,2.330
1348,88.961,407.993,1506,89.000,408.000,0.039
1300,109.282,409.101,1507,109.500,410.000,0.925
1269,120.015,408.677,1508,118.500,409.500,1.724
968,276.835,408.767,1509,277.000,409.000,0.286
798,366.262,409.378,1510,368.702,410.106,2.546
770,378.805,408.419,1511,379.000,408.000,0.463
562,485.742,411.671,1512,486.000,410.500,1.199
415,555.819,407.682,1513,556.000,408.000,0.366
342,606.513,408.554,1514,607.000,409.000,0.660
1360,80.492,410.778,1515,80.000,411.000,0.540
1215,146.561,410.150,1516,147.000,410.000,0.464
1193,154.972,411.287,1517,155.000,410.500,0.787
1161,169.302,414.577,1518,166.780,415.044,2.565
998,256.216,411.850,1519,256.895,412.789,1.159
980,270.327,411.438,1520,270.000,411.000,0.546
849,339.259,413.187,1521,342.099,413.437,2.851
751,389.272,409.896,1522,389.000,410.000,0.291
574,478.822,409.620,1523,479.292,410.000,0.604
492,519.216,409.750,1524,519.000,410.000,0.330
462,534.652,411.426,1525,535.000,411.000,0.550
361,594.474,410.103,1526,594.000,410.000,0.485
321,633.550,415.044,1527,633.328,415.000,0.226
1434,29.413,412.852,1528,29.000,413.000,0.439
1409,47.866,415.189,1529,47.341,418.396,3.250
938,291.462,419.876,1530,291.829,417.868,2.041
910,307.478,415.180,1531,307.000,415.000,0.511
879,323.403,412.310,1532,323.000,412.000,0.508
821,356.599,413.779,1533,356.424,413.030,0.769
667,429.799,411.523,1534,430.000,412.000,0.517
654,438.693,413.417,1535,438.909,413.091,0.391
429,557.887,414.179,1536,560.000,413.500,2.219
387,579.544,412.357,1537,580.000,412.000,0.579
359,600.757,412.122,1538,600.500,413.000,0.914
1437,16.666,418.121,1539,17.095,417.337,0.894
1368,65.067,417.076,1540,64.519,418.407,1.440
1060,224.733,415.308,1541,225.000,415.000,0.408
1024,243.188,415.267,1542,243.000,415.000,0.326
614,461.335,414.370,1543,461.000,414.000,0.500
523,507.003,416.039,1544,506.346,418.462,2.510
339,620.509,415.490,1545,619.000,416.000,1.593
1421,37.442,415.976,1546,36.000,418.500,2.906
1273,104.294,420.827,1547,102.500,419.000,2.560
1260,114.417,417.191,1548,113.500,417.500,0.967
747,393.240,415.979,1549,392.155,417.362,1.758
510,517.437,415.709,1550,517.000,416.000,0.525
463,540.234,415.981,1551,540.000,416.000,0.234
1206,142.389,418.528,1552,143.000,419.000,0.772
1141,178.111,417.870,1553,178.500,418.500,0.740
1102,195.866,423.082,1554,198.530,423.490,2.695
1064,220.425,419.057,1555,222.000,421.000,2.501
1042,233.901,419.028,1556,234.000,419.000,0.103
1014,248.399,419.136,1557,249.000,421.500,2.439
802,367.614,418.776,1558,367.909,418.909,0.323
596,473.017,418.151,1559,473.000,418.000,0.152
338,627.013,419.076,1560,627.000,419.000,0.077
1347,73.017,420.215,1561,73.500,420.000,0.529
67,255.208,419.677,1562,255.000,420.000,0.384
882,322.598,420.868,1563,322.000,421.000,0.613
721,408.453,425.483,1564,406.756,424.064,2.211
564,494.800,421.458,1565,495.000,421.000,0.499
376,598.294,419.508,1566,598.000,420.000,0.573
382,605.572,427.855,1567,604.011,426.723,1.929
1286,84.178,433.152,1568,81.304,432.217,3.023
776,382.911,426.497,1569,381.667,425.600,1.534
672,435.191,423.718,1570,434.000,423.500,1.211
650,445.352,421.502,1571,445.000,422.000,0.610
591,485.844,426.659,1572,487.333,426.333,1.524
443,559.952,424.254,1573,559.156,424.649,0.889
1174,146.872,430.622,1574,147.011,431.045,0.446
1075,209.917,427.495,1575,210.667,428.885,1.580
966,273.642,426.952,1576,271.941,426.745,1.714
959,281.233,423.699,1577,281.000,424.000,0.381
862,334.983,425.391,1578,335.000,425.000,0.391
829,354.533,426.740,1579,353.873,425.655,1.270
694,422.668,429.091,1580,424.147,428.382,1.640
617,469.662,426.811,1581,471.345,428.362,2.288
1438,2.725,426.178,1582,2.321,426.000,0.441
1411,30.096,426.546,1583,30.000,427.000,0.464
851,340.940,431.163,1584,342.000,429.000,2.409
809,366.162,428.247,1585,367.030,427.576,1.098
639,454.856,426.325,1586,455.000,426.000,0.356
1396,36.614,427.570,1587,35.500,430.000,2.673
1244,109.427,429.261,1588,109.000,429.000,0.500
1227,116.463,432.429,1589,117.256,434.140,1.886
1144,166.727,428.647,1590,167.000,429.000,0.446
986,259.126,429.341,1591,259.000,429.000,0.364
895,314.194,427.711,1592,314.000,428.000,0.348
760,393.467,430.658,1593,395.000,430.000,1.669
497,536.998,428.413,1594,537.000,428.000,0.413
439,568.949,427.647,1595,569.000,428.000,0.357
407,590.145,429.067,1596,590.000,429.000,0.160
362,622.261,427.765,1597,622.000,428.000,0.352
1351,56.687,430.085,1598,57.000,430.000,0.325
1257,99.676,431.050,1599,101.500,432.500,2.330
1190,138.620,429.685,1600,139.000,430.000,0.494
1004,245.536,432.708,1601,245.716,435.343,2.641
944,286.422,430.193,1602,286.000,430.000,0.464
931,294.532,436.219,1603,293.739,434.667,1.743
570,500.218,430.638,1604,500.000,431.000,0.423
525,521.086,429.882,1605,521.000,430.000,0.146
1400,26.000,433.438,1606,26.000,433.000,0.438
1114,180.580,434.380,1607,181.979,434.979,1.521
546,514.605,432.825,1608,515.000,433.000,0.432
490,546.820,432.306,1609,547.000,432.000,0.355
1359,47.547,434.445,1610,48.500,435.500,1.422
1036,226.864,439.208,1611,226.600,438.920,0.390
652,454.378,435.370,1612,454.000,435.000,0.528
507,539.348,434.977,1613,540.500,436.000,1.540
374,622.708,434.032,1614,623.000,434.000,0.293
1323,61.252,436.900,1615,61.000,437.000,0.271
1133,167.750,436.871,1616,167.909,436.909,0.163
915,301.954,442.120,1617,302.333,442.000,0.398
874,326.736,437.402,1618,327.000,437.000,0.481
818,363.286,441.861,1619,364.672,439.672,2.591
566,508.488,436.209,1620,508.000,436.000,0.530
480,557.703,436.228,1621,559.000,437.000,1.510
425,588.936,435.739,1622,586.500,436.500,2.552
1086,193.093,438.025,1623,193.000,440.000,1.977
1074,205.000,437.720,1624,205.000,438.000,0.280
885,319.721,437.749,1625,320.000,438.000,0.375
63,335.224,441.209,1626,335.949,440.559,0.974
745,404.170,440.000,1627,402.583,439.438,1.684
702,424.006,439.195,1628,424.000,439.000,0.195
605,486.602,439.124,1629,487.000,439.000,0.417
532,526.178,438.321,1630,526.500,440.500,2.203
452,578.325,441.754,1631,577.000,440.000,2.198
420,604.529,444.595,1632,602.938,443.667,1.842
1406,11.396,439.852,1633,11.000,440.000,0.423
1371,29.920,439.847,1634,30.000,440.000,0.173
987,255.172,440.675,1635,255.000,441.000,0.367
66,277.500,445.102,1636,277.074,443.000,2.145
723,414.132,439.829,1637,413.561,441.902,2.151
641,464.637,439.997,1638,465.174,440.000,0.537
1387,18.733,441.915,1639,19.000,442.000,0.280
1283,71.550,444.755,1640,72.781,447.288,2.816
1149,152.246,441.701,1641,152.000,442.000,0.387
1107,178.504,442.086,1642,179.000,442.000,0.503
941,285.610,443.488,1643,286.000,443.000,0.624
701,428.359,446.376,1644,428.354,446.122,0.255
632,472.854,442.274,1645,473.000,442.000,0.311
599,493.871,444.769,1646,494.500,443.500,1.416
409,612.661,446.193,1647,613.490,444.592,1.803
369,637.678,442.367,1648,637.667,442.000,0.367
1326,46.539,447.690,1649,45.774,446.690,1.259
1238,94.021,446.903,1650,93.214,446.929,0.807
1196,118.781,447.614,1651,118.315,447.167,0.646
1070,202.960,445.128,1652,204.000,446.500,1.722
1055,212.950,445.441,1653,213.000,445.000,0.444
908,308.385,443.600,1654,308.000,444.000,0.556
877,324.596,444.928,1655,324.500,446.500,1.575
773,390.331,443.882,1656,388.844,444.644,1.671
651,460.482,443.580,1657,460.000,444.000,0.640
590,503.111,445.287,1658,503.000,445.000,0.308
493,559.382,444.265,1659,559.000,444.000,0.465
433,594.303,444.575,1660,594.000,445.000,0.522
92,23.330,447.414,1661,23.500,449.000,1.595
1251,84.741,447.081,1662,85.000,447.500,0.493
1151,144.107,450.744,1663,143.683,451.908,1.239
1123,169.472,446.052,1664,167.864,447.678,2.286
622,481.502,446.664,1665,482.000,447.000,0.601
509,552.247,446.689,1666,552.000,447.000,0.397
1139,155.077,448.249,1667,155.000,448.000,0.261
70,184.094,451.516,1668,184.093,451.070,0.446
815,366.664,449.286,1669,367.000,449.000,0.442
766,398.499,447.892,1670,398.000,448.000,0.510
57,409.365,448.798,1671,409.000,449.000,0.417
684,439.625,450.270,1672,439.000,449.500,0.992
666,456.222,451.115,1673,456.162,450.044,1.073
553,526.869,448.941,1674,527.000,449.000,0.143
1342,35.697,450.376,1675,36.000,450.000,0.483
1290,61.429,450.430,1676,61.000,450.000,0.608
997,247.366,449.561,1677,247.000,450.000,0.571
974,263.342,449.591,1678,263.000,450.000,0.533
854,341.885,451.291,1679,342.500,451.500,0.649
735,416.152,451.272,1680,416.000,451.000,0.312
608,495.230,450.950,1681,495.000,451.000,0.235
438,598.754,449.888,1682,599.000,450.000,0.270
1380,4.102,455.180,1683,5.219,453.685,1.867
1365,16.650,453.414,1684,16.500,454.000,0.604
1208,105.071,454.770,1685,105.080,455.200,0.430
1013,234.078,455.390,1686,232.568,455.207,1.522
983,253.456,452.639,1687,253.000,453.000,0.581
932,291.798,456.127,1688,293.912,455.791,2.141
887,318.811,453.333,1689,319.000,453.000,0.383
837,352.050,453.289,1690,354.500,453.500,2.459
536,539.486,452.467,1691,539.000,452.000,0.673
527,545.476,453.215,1692,545.000,453.000,0.522
470,583.664,454.630,1693,585.364,454.455,1.709
421,614.228,452.554,1694,614.000,453.000,0.501
400,633.285,455.283,1695,633.250,456.167,0.884
948,280.095,455.327,1696,279.057,455.358,1.039
807,373.678,454.576,1697,374.000,455.000,0.532
784,388.164,453.844,1698,390.000,455.500,2.472
628,486.517,455.429,1699,487.000,455.000,0.646
594,506.702,455.407,1700,507.000,455.000,0.504
519,554.380,455.667,1701,555.030,455.576,0.656
488,573.158,454.160,1702,574.500,455.000,1.584
1330,30.251,459.125,1703,29.021,458.596,1.339
1235,82.945,458.628,1704,82.384,460.740,2.186
1109,167.333,456.724,1705,167.000,457.174,0.559
967,265.494,456.302,1706,265.000,456.000,0.578
899,312.243,456.337,1707,312.000,456.000,0.416
817,367.133,456.675,1708,367.000,457.000,0.351
737,418.122,457.186,1709,418.000,457.000,0.222
1271,58.027,459.958,1710,56.000,459.000,2.242
1210,99.970,458.985,1711,100.000,459.000,0.033
869,333.321,458.334,1712,333.000,458.000,0.463
769,401.011,461.999,1713,401.500,460.000,2.058
687,441.701,457.727,1714,443.000,460.500,3.062
615,496.436,459.083,1715,496.500,460.500,1.418
575,526.440,460.576,1716,524.648,460.484,1.794
554,540.204,463.247,1717,541.250,465.000,2.041
535,546.697,459.401,1718,548.000,461.500,2.471
1218,92.603,460.217,1719,93.000,460.000,0.453
1088,178.503,460.087,1720,179.000,460.000,0.505
1057,203.134,459.792,1721,203.000,460.000,0.248
979,256.840,459.571,1722,257.500,460.000,0.788
711,432.567,462.861,1723,431.000,461.500,2.075
640,480.133,461.306,1724,480.000,461.500,0.235
1332,18.857,467.261,1725,15.376,468.235,3.615
1303,39.053,463.475,1726,39.000,463.000,0.478
1124,156.620,463.053,1727,157.000,463.000,0.383
1033,215.907,464.852,1728,216.614,463.591,1.446
984,250.175,462.701,1729,247.500,464.000,2.973
749,413.267,466.220,1730,411.618,465.145,1.968
520,563.297,463.954,1731,561.143,463.857,2.157
483,590.868,464.448,1732,590.170,465.434,1.208
1274,50.520,465.494,1733,49.500,464.500,1.424
1176,113.460,464.872,1734,113.000,465.000,0.477
1168,121.278,464.827,1735,121.000,465.000,0.327
1047,208.719,464.103,1736,209.000,464.000,0.299
962,269.422,464.706,1737,269.000,465.000,0.514
912,302.768,464.350,1738,303.000,464.000,0.420
868,335.146,464.983,1739,334.339,464.419,0.985
835,356.941,464.128,1740,357.860,465.907,2.002
665,465.487,465.465,1741,465.500,467.000,1.535
657,473.463,464.546,1742,473.000,465.000,0.648
635,487.001,463.887,1743,488.907,465.419,2.445
1073,189.131,466.477,1744,190.000,467.500,1.342
943,280.237,465.850,1745,280.091,465.909,0.157
886,319.438,467.368,1746,319.000,467.000,0.572
844,348.961,470.132,1747,348.254,470.716,0.918
820,368.092,467.404,1748,368.000,467.000,0.415
600,512.745,467.120,1749,511.500,468.000,1.525
86,31.957,468.257,1750,32.000,468.000,0.261
1247,64.635,468.249,1751,67.000,469.500,2.675
1146,133.753,467.654,1752,134.000,468.000,0.425
1116,151.759,473.921,1753,151.611,472.556,1.373
1106,162.318,468.315,1754,161.909,468.091,0.466
977,255.170,467.803,1755,255.000,468.000,0.261
893,314.049,472.997,1756,313.500,470.500,2.556
722,427.823,468.875,1757,427.500,469.000,0.346
680,455.859,469.413,1758,456.000,469.000,0.437
1189,97.953,473.981,1759,96.526,473.474,1.515
1091,171.758,469.930,1760,172.000,470.000,0.252
1043,207.700,470.632,1761,208.941,471.275,1.398
1017,224.720,470.429,1762,225.788,472.024,1.919
994,240.838,471.297,1763,240.125,471.550,0.756
929,290.818,472.358,1764,292.000,473.500,1.643
917,298.993,469.737,1765,299.000,470.000,0.263
813,373.269,471.076,1766,373.000,471.000,0.279
795,386.785,470.619,1767,387.000,471.000,0.437
662,475.050,475.500,1768,475.000,473.500,2.001
486,596.891,472.810,1769,596.500,472.000,0.899
455,616.609,474.050,1770,614.843,473.698,1.801
1153,125.393,471.924,1771,125.000,472.500,0.697
1130,144.054,472.064,1772,144.000,472.000,0.084
860,339.199,471.814,1773,339.000,472.000,0.272
715,434.568,472.983,1774,435.000,473.000,0.433
514,576.397,472.365,1775,576.000,472.000,0.539
778,398.091,473.661,1776,398.000,474.000,0.351
1278,36.150,476.426,1777,36.000,476.000,0.451
1258,47.826,475.883,1778,46.000,476.500,1.927
1219,75.677,476.399,1779,76.000,476.000,0.513
1209,84.117,475.677,1780,84.000,476.000,0.343
1175,105.738,475.908,1781,106.000,476.000,0.278
791,392.114,477.221,1782,392.333,477.208,0.220
50,500.245,476.258,1783,500.000,476.000,0.356
616,509.677,475.945,1784,510.000,476.000,0.327
588,532.805,477.015,1785,533.000,477.000,0.195
558,549.432,475.937,1786,549.000,476.000,0.436
1322,7.006,478.260,1787,7.000,477.667,0.593
1136,132.548,478.758,1788,133.000,478.154,0.755
1103,157.851,478.416,1789,158.000,477.667,0.764
1079,174.125,479.296,1790,174.000,478.154,1.149
1025,213.432,479.159,1791,213.000,478.154,1.095
861,339.630,479.320,1792,340.000,478.154,1.223
801,383.780,478.953,1793,384.000,478.154,0.829
752,417.299,479.481,1794,417.000,478.154,1.360
739,425.128,478.583,1795,425.188,478.062,0.523
526,572.590,478.819,1796,573.000,478.154,0.781
