truth_idx,truth_x,truth_y,det_idx,det_x,det_y,dist
3554,602.377,221.591,878,602.000,222.000,0.556
124,76.631,227.619,879,77.316,228.404,1.041
1864,166.838,225.008,880,167.000,225.000,0.162
1862,216.202,230.082,881,214.628,228.942,1.944
1943,272.306,228.564,882,272.000,226.500,2.086
2257,301.231,225.384,883,301.000,225.000,0.448
3153,333.057,230.413,884,332.422,228.250,2.254
3435,379.461,224.374,885,379.000,224.000,0.593
3517,399.168,230.127,886,399.176,228.993,1.134
3567,466.828,232.782,887,465.720,231.601,1.619
3545,516.314,224.998,888,517.407,226.685,2.010
3556,561.225,224.558,889,560.587,225.333,1.003
3558,582.775,224.228,890,583.000,224.000,0.320
3560,589.497,224.141,891,589.586,224.448,0.319
1838,54.297,226.301,892,55.228,226.912,1.114
1848,126.702,226.699,893,127.000,227.000,0.424
1840,184.216,232.333,894,182.802,230.716,2.148
1901,231.907,226.496,895,230.000,227.000,1.972
2074,291.419,226.489,896,291.000,226.000,0.644
2513,313.117,227.334,897,313.000,227.000,0.354
3525,449.969,226.426,898,450.000,226.000,0.427
3543,486.416,227.081,899,486.000,227.000,0.424
3559,500.767,229.330,900,501.714,228.592,1.201
3568,622.697,226.042,901,623.000,226.000,0.306
1816,7.859,233.507,902,6.667,233.667,1.203
1819,39.130,233.880,903,37.000,235.017,2.414
1845,135.384,228.002,904,135.000,228.000,0.384
1976,281.880,228.533,905,282.000,230.000,1.472
3566,478.882,231.677,906,478.000,230.500,1.471
3570,609.762,229.273,907,607.500,230.500,2.574
1829,68.521,230.272,908,69.000,230.000,0.551
1827,82.369,232.642,909,82.925,232.275,0.667
1842,168.067,230.958,910,168.000,231.000,0.079
1853,200.950,230.859,911,201.000,231.000,0.150
1873,240.146,231.029,912,240.000,231.000,0.148
3508,372.004,232.705,913,373.380,233.042,1.417
3539,427.996,230.844,914,425.500,232.500,2.995
236,582.323,230.261,915,582.000,230.500,0.402
3575,627.698,229.804,916,627.000,231.000,1.384
1820,15.374,233.315,917,15.000,233.000,0.489
1835,146.187,231.650,918,145.953,234.395,2.755
230,340.307,237.067,919,341.500,234.500,2.831
3476,361.757,231.937,920,362.000,232.000,0.251
3544,414.367,232.701,921,414.000,233.000,0.473
3557,444.170,232.530,922,446.000,233.050,1.902
3576,534.025,233.247,923,534.562,234.417,1.287
3572,548.495,231.918,924,548.000,232.000,0.502
237,617.643,232.981,925,618.000,233.000,0.357
1813,23.759,234.985,926,23.500,237.500,2.528
1836,189.957,233.664,927,190.000,234.000,0.339
1851,245.814,234.545,928,246.000,235.000,0.492
1955,298.952,234.598,929,299.000,235.000,0.404
3574,487.344,234.238,930,487.302,235.381,1.144
3581,562.804,234.641,931,563.000,235.000,0.409
3582,575.553,235.195,932,576.000,235.000,0.488
1797,62.352,241.586,933,61.385,239.981,1.874
1818,157.614,236.580,934,158.000,237.000,0.570
1810,228.898,238.986,935,229.915,237.979,1.431
1837,256.069,236.853,936,255.000,238.492,1.956
1847,272.141,236.791,937,272.000,237.000,0.252
1855,287.064,237.295,938,287.000,237.000,0.302
1398,312.509,244.943,939,311.264,243.536,1.878
3548,354.475,237.468,940,354.000,237.000,0.667
3577,405.657,237.314,941,406.000,237.000,0.465
3586,610.790,236.684,942,611.000,237.000,0.379
1806,89.755,238.724,943,90.000,239.000,0.369
121,162.962,243.087,944,164.246,242.590,1.376
3588,438.519,238.746,945,439.000,239.000,0.544
3589,589.963,238.409,946,590.000,238.000,0.410
3590,628.656,239.205,947,629.000,239.000,0.400
122,71.984,242.502,948,72.333,241.702,0.873
1801,100.711,240.188,949,99.607,242.344,2.423
1783,131.044,244.218,950,129.640,242.576,2.161
1792,169.580,241.422,951,170.000,241.000,0.596
1743,263.360,246.019,952,264.500,243.500,2.765
3591,388.726,239.852,953,389.000,240.000,0.311
1791,8.424,242.965,954,8.000,243.000,0.425
1782,179.183,243.423,955,179.000,243.000,0.461
1780,241.331,242.164,956,241.000,242.000,0.369
1724,294.154,243.366,957,294.000,243.000,0.397
1779,44.177,248.681,958,44.500,247.000,1.711
1747,226.177,249.205,959,227.333,247.556,2.015
1767,217.941,245.798,960,218.000,246.000,0.211
0,550.705,246.709,961,551.000,247.000,0.414
1710,271.432,248.172,962,271.000,248.000,0.465
1672,286.474,247.687,963,286.000,248.000,0.568
450,332.096,249.432,964,331.551,251.633,2.267
1751,154.524,254.417,965,157.371,253.952,2.885
1,595.071,250.567,966,595.000,251.000,0.439
1777,8.187,252.348,967,8.000,252.000,0.395
1776,14.507,253.100,968,15.000,253.000,0.503
1775,26.059,253.463,969,27.000,254.500,1.400
1774,61.364,253.105,970,62.000,255.000,1.999
1772,81.494,252.862,971,80.919,253.865,1.156
1752,175.973,251.951,972,176.000,252.000,0.056
1733,195.449,254.917,973,196.059,254.294,0.871
1736,210.112,253.022,974,210.000,253.000,0.114
1346,294.975,258.307,975,295.707,258.533,0.766
1771,45.574,254.985,976,44.000,255.929,1.835
1757,122.472,255.317,977,122.981,255.887,0.764
1740,188.548,255.006,978,187.000,255.500,1.625
1544,281.831,255.555,979,279.512,254.977,2.390
790,324.404,254.479,980,324.000,254.000,0.627
307,346.550,254.382,981,348.500,255.000,2.046
1769,36.323,255.812,982,36.000,256.000,0.373
1764,71.487,256.212,983,71.000,256.000,0.531
1760,88.996,256.538,984,89.000,257.000,0.462
1749,94.155,261.923,985,94.500,259.500,2.448
1692,216.588,260.145,986,216.500,258.000,2.147
1673,243.289,257.467,987,243.000,257.000,0.550
1015,309.282,266.313,988,309.878,265.176,1.284
19,360.450,257.347,989,359.500,258.500,1.494
1665,233.660,260.639,990,233.081,259.608,1.183
1755,3.622,265.025,991,3.686,263.216,1.810
1545,267.283,261.482,992,267.000,261.000,0.559
1502,277.287,260.487,993,278.500,261.500,1.580
46,343.233,265.006,994,344.023,262.512,2.616
1754,46.374,262.085,995,46.000,262.000,0.383
1739,116.156,263.498,996,116.000,263.000,0.522
1723,133.223,264.341,997,133.914,263.571,1.034
1728,141.361,262.031,998,141.000,262.000,0.363
1717,164.743,262.373,999,165.000,262.000,0.453
1708,191.807,262.437,1000,192.000,262.000,0.478
1607,252.251,261.928,1001,252.000,262.000,0.261
1576,259.329,262.581,1002,259.000,263.000,0.533
812,325.336,262.937,1003,325.000,263.000,0.342
402,351.809,261.980,1004,352.000,262.000,0.192
1753,11.582,265.419,1005,12.000,265.000,0.592
1735,109.113,265.078,1006,109.000,265.000,0.137
1748,58.574,265.512,1007,59.000,266.000,0.648
1741,66.977,267.396,1008,69.000,269.000,2.581
1699,184.102,265.763,1009,184.000,266.000,0.258
1630,208.939,271.512,1010,207.564,270.154,1.933
1624,227.025,267.234,1011,227.000,267.000,0.235
1288,287.239,266.675,1012,287.000,267.000,0.403
295,371.250,266.759,1013,371.000,267.000,0.347
4,464.915,265.856,1014,465.000,266.000,0.168
119,43.950,267.681,1015,44.000,268.000,0.323
1738,77.937,268.319,1016,78.500,268.500,0.591
1539,244.489,270.961,1017,246.488,269.488,2.483
52,336.502,268.962,1018,337.000,269.000,0.500
506,352.564,268.899,1019,353.000,269.000,0.447
2,592.785,268.626,1020,593.000,269.000,0.432
1746,21.422,269.716,1021,21.000,270.000,0.509
1720,100.830,270.376,1022,101.000,270.000,0.412
1476,256.696,273.114,1023,256.000,273.814,0.986
1744,4.258,271.827,1024,4.000,272.000,0.311
1731,53.189,272.379,1025,53.000,272.000,0.424
1716,92.414,273.183,1026,92.000,273.000,0.453
1693,146.269,273.789,1027,146.981,274.887,1.308
1689,159.758,272.554,1028,160.000,273.000,0.508
109,185.487,279.991,1029,184.210,278.250,2.159
1426,264.906,273.469,1030,265.000,274.500,1.035
543,359.828,279.211,1031,360.233,279.323,0.421
350,374.932,272.867,1032,375.500,274.500,1.729
1732,38.786,274.051,1033,38.000,275.000,1.232
1719,79.967,274.501,1034,80.000,275.000,0.500
1671,171.777,274.008,1035,172.000,274.000,0.223
1597,215.950,275.232,1036,216.000,275.000,0.237
106,230.069,276.877,1037,229.265,276.926,0.806
1315,274.393,275.243,1038,274.500,276.500,1.262
906,317.891,278.898,1039,318.500,276.500,2.474
825,327.388,276.328,1040,329.000,275.000,2.088
3,611.793,274.930,1041,612.000,275.000,0.218
1737,16.625,275.696,1042,17.000,276.000,0.483
1729,31.123,275.570,1043,31.000,276.000,0.447
1507,241.304,277.321,1044,241.000,277.000,0.442
663,344.025,276.692,1045,344.000,277.000,0.309
7,520.963,277.473,1046,521.000,277.174,0.302
1695,103.374,281.476,1047,102.224,281.039,1.230
1177,285.502,277.535,1048,286.000,278.000,0.681
1097,293.413,280.113,1049,293.000,279.500,0.739
331,389.166,279.496,1050,389.650,280.700,1.297
263,399.249,277.782,1051,399.000,278.000,0.331
1682,134.087,280.359,1052,135.500,282.000,2.166
1650,163.653,280.956,1053,164.000,281.000,0.350
1634,170.085,281.373,1054,170.000,281.000,0.382
1029,301.801,279.690,1055,302.000,280.000,0.368
732,339.046,281.438,1056,339.000,281.000,0.440
1713,26.251,287.688,1057,26.151,287.712,0.103
1714,39.083,283.412,1058,39.000,283.000,0.420
1712,55.981,283.200,1059,58.500,283.000,2.527
1657,149.517,283.264,1060,149.500,284.500,1.236
1537,208.999,286.146,1061,209.743,285.568,0.943
1444,246.950,282.411,1062,247.000,282.000,0.414
291,408.686,286.114,1063,408.614,285.947,0.181
1220,273.152,285.285,1064,273.000,285.000,0.323
344,396.557,285.230,1065,397.000,285.000,0.499
245,425.047,287.744,1066,422.488,286.512,2.840
1694,77.386,286.993,1067,77.000,287.000,0.386
1649,142.513,286.984,1068,143.000,287.000,0.487
1614,168.268,287.500,1069,168.000,287.000,0.567
97,243.341,286.730,1070,243.000,287.000,0.435
118,3.510,289.027,1071,4.000,289.000,0.491
1687,83.529,288.510,1072,84.000,289.000,0.679
1685,90.790,287.903,1073,91.000,288.000,0.232
1653,111.054,293.646,1074,110.316,293.105,0.915
1469,229.264,288.471,1075,229.500,288.000,0.527
60,330.454,287.518,1076,330.000,288.000,0.663
537,369.227,288.093,1077,369.000,288.000,0.245
18,433.839,287.762,1078,434.000,288.000,0.288
1701,55.295,289.685,1079,55.000,290.000,0.432
1679,67.627,295.921,1080,66.543,295.581,1.136
1637,133.258,291.255,1081,133.500,291.000,0.352
1520,182.020,300.931,1082,182.426,298.949,2.024
1552,190.833,291.274,1083,191.000,291.000,0.321
1336,253.236,289.830,1084,253.000,290.000,0.291
74,273.763,290.881,1085,272.500,291.500,1.407
700,346.251,289.883,1086,346.000,290.000,0.277
521,374.886,290.701,1087,375.000,291.000,0.320
494,385.730,296.203,1088,386.000,294.577,1.649
416,392.872,291.825,1089,393.000,291.500,0.349
1709,14.299,291.900,1090,14.000,292.000,0.315
341,414.759,295.726,1091,415.500,294.500,1.432
9,515.178,292.436,1092,515.000,292.000,0.471
114,26.378,297.160,1093,24.317,297.367,2.072
1590,162.432,295.486,1094,162.000,295.000,0.651
1394,237.393,295.196,1095,238.127,295.618,0.847
940,310.657,295.609,1096,308.500,295.000,2.241
12,493.524,294.161,1097,494.000,294.000,0.502
8,551.937,294.484,1098,552.000,294.000,0.488
1696,10.574,299.240,1099,10.017,297.293,2.025
1660,91.910,296.491,1100,92.500,297.500,1.169
1654,100.035,296.404,1101,100.000,296.000,0.405
1628,121.871,297.092,1102,123.500,297.000,1.632
1613,138.246,297.298,1103,138.000,297.000,0.387
1039,293.600,296.283,1104,294.000,296.000,0.490
308,424.207,296.568,1105,424.000,297.000,0.479
5,634.228,296.071,1106,634.000,296.000,0.239
1683,44.598,298.009,1107,44.000,300.000,2.079
1548,156.659,305.584,1108,156.279,306.375,0.878
1462,211.425,299.163,1109,209.500,299.000,1.932
875,321.958,297.941,1110,322.000,298.000,0.072
725,347.162,298.085,1111,347.000,298.000,0.183
248,448.561,298.868,1112,449.435,300.032,1.456
1678,51.235,299.717,1113,51.000,300.000,0.368
1546,162.863,303.597,1114,163.500,302.500,1.269
1428,219.356,300.701,1115,220.500,301.000,1.182
1111,276.233,301.667,1116,277.778,300.844,1.750
960,306.191,302.492,1117,305.302,303.906,1.670
636,364.285,300.704,1118,364.000,301.000,0.411
1680,31.452,302.818,1119,31.000,303.000,0.487
1623,104.425,303.300,1120,106.488,303.535,2.076
1608,122.807,303.316,1121,120.500,302.500,2.447
1598,130.061,304.223,1122,130.341,304.317,0.296
1248,250.699,301.688,1123,251.000,302.000,0.434
1197,256.889,304.957,1124,258.909,305.982,2.266
1023,293.074,301.729,1125,293.000,302.000,0.281
705,352.506,302.447,1126,352.909,301.909,0.672
618,372.783,306.161,1127,372.500,304.000,2.179
569,379.383,302.715,1128,381.000,304.000,2.065
422,411.921,306.583,1129,413.000,304.500,2.345
112,56.532,303.912,1130,57.000,304.000,0.477
82,244.810,304.680,1131,243.000,305.000,1.838
890,319.026,307.052,1132,321.500,305.500,2.920
833,330.917,304.464,1133,331.000,304.000,0.471
485,399.142,306.286,1134,398.532,306.043,0.657
1645,69.978,307.051,1135,69.643,307.762,0.786
89,230.613,306.337,1136,231.000,306.000,0.513
1054,285.003,307.300,1137,285.000,307.500,0.200
247,464.415,306.072,1138,465.500,306.500,1.166
1663,33.279,308.883,1139,33.000,309.000,0.302
1588,117.150,311.973,1140,118.703,312.662,1.699
1534,149.432,312.017,1141,147.958,311.271,1.651
1415,205.403,312.969,1142,204.000,311.208,2.252
707,356.422,310.597,1143,357.000,309.500,1.240
278,457.179,309.011,1144,459.500,310.500,2.757
16,494.467,309.026,1145,494.000,309.000,0.467
91,218.944,311.307,1146,219.000,311.000,0.312
398,431.480,315.730,1147,431.500,313.500,2.230
1647,45.818,313.232,1148,46.000,313.000,0.295
1626,57.071,316.365,1149,56.512,318.560,2.265
1553,134.411,313.159,1150,134.562,314.417,1.267
1454,182.852,316.520,1151,181.329,316.068,1.589
1252,235.629,314.264,1152,235.436,314.364,0.217
1188,250.901,312.997,1153,250.500,314.500,1.556
1118,267.283,312.895,1154,267.000,313.000,0.302
1664,13.066,313.567,1155,13.000,314.500,0.936
1655,29.452,314.380,1156,29.000,314.000,0.590
108,104.384,313.791,1157,104.000,314.000,0.437
991,295.136,314.192,1158,295.000,314.000,0.236
876,322.528,315.230,1159,323.000,315.000,0.525
836,332.038,316.502,1160,331.500,316.000,0.735
37,416.616,315.016,1161,417.000,315.000,0.385
1644,21.272,320.626,1162,22.804,318.876,2.326
1577,112.734,317.053,1163,113.000,317.000,0.271
1076,274.211,317.466,1164,274.000,317.000,0.512
1040,283.478,317.046,1165,283.000,317.000,0.480
256,482.940,316.438,1166,483.000,316.000,0.442
1420,195.042,318.543,1167,195.500,319.000,0.647
1337,214.971,318.242,1168,215.000,318.000,0.244
550,398.969,319.259,1169,398.000,321.500,2.442
505,409.473,319.304,1170,409.000,319.000,0.563
356,448.196,317.789,1171,448.000,318.000,0.288
334,455.791,318.892,1172,457.539,320.934,2.688
13,532.801,318.019,1173,533.000,318.000,0.200
1448,178.336,321.188,1174,178.000,321.000,0.385
1255,228.371,320.107,1175,228.000,320.000,0.386
765,350.551,320.703,1176,351.000,321.000,0.538
697,363.099,320.650,1177,363.000,321.000,0.364
633,383.879,325.023,1178,386.312,323.922,2.671
1592,68.164,327.764,1179,67.103,327.141,1.231
1589,84.528,323.492,1180,85.000,323.000,0.682
1565,95.548,326.755,1181,93.622,325.178,2.489
1489,146.384,326.278,1182,144.885,326.564,1.526
1166,246.652,323.205,1183,247.000,323.000,0.404
1007,287.599,322.870,1184,288.000,323.000,0.422
859,327.439,324.980,1185,325.614,324.932,1.826
656,375.870,321.707,1186,374.577,323.212,1.984
477,419.738,321.828,1187,420.000,322.000,0.314
316,467.665,321.605,1188,468.000,322.000,0.518
11,586.091,322.186,1189,586.000,322.000,0.207
1638,4.148,326.656,1190,4.912,326.947,0.818
1616,35.375,327.853,1191,34.780,326.400,1.571
1352,199.727,326.615,1192,197.500,326.000,2.311
1308,213.339,323.802,1193,213.000,324.000,0.392
1105,261.544,324.658,1194,262.000,325.000,0.570
405,441.244,324.192,1195,441.000,324.000,0.311
298,480.232,324.516,1196,478.583,325.562,1.953
10,597.291,325.255,1197,597.000,325.000,0.387
1627,16.764,327.903,1198,17.840,329.123,1.627
1458,165.072,325.769,1199,165.000,326.000,0.242
1066,271.288,327.171,1200,271.000,327.000,0.335
1026,281.067,327.027,1201,281.000,327.000,0.073
955,302.117,327.012,1202,302.000,327.000,0.118
759,353.708,327.131,1203,354.000,327.000,0.320
515,414.846,326.231,1204,415.000,326.000,0.278
271,498.058,327.191,1205,498.000,327.000,0.200
1610,41.346,328.971,1206,41.000,329.000,0.347
1556,86.165,331.713,1207,86.000,332.000,0.331
1433,172.808,327.659,1208,173.000,328.000,0.391
1239,223.173,328.194,1209,223.000,328.000,0.260
1134,251.854,327.749,1210,252.000,328.000,0.291
985,292.310,328.281,1211,292.000,328.000,0.418
473,428.427,328.486,1212,428.000,328.000,0.646
419,448.113,332.017,1213,448.500,330.000,2.054
302,486.659,328.577,1214,488.018,330.127,2.061
17,540.586,328.838,1215,541.000,329.000,0.444
1372,188.166,330.819,1216,188.000,331.000,0.245
804,343.806,331.224,1217,345.667,333.000,2.572
518,419.326,330.837,1218,419.000,331.000,0.365
281,504.347,333.705,1219,503.055,333.964,1.318
1593,50.804,333.393,1220,51.000,333.000,0.440
1573,71.794,333.011,1221,72.000,333.000,0.206
1524,110.110,332.475,1222,110.000,332.000,0.487
1514,117.226,332.100,1223,118.500,334.500,2.717
75,228.332,336.763,1224,229.500,334.500,2.547
926,308.910,331.507,1225,309.000,332.000,0.501
679,375.426,333.019,1226,375.000,333.000,0.427
264,511.681,331.623,1227,512.000,332.000,0.494
251,524.710,334.453,1228,526.269,335.436,1.843
1530,101.620,334.266,1229,101.750,336.433,2.171
1313,199.189,334.261,1230,199.000,334.000,0.322
1129,245.512,338.671,1231,246.333,338.667,0.821
56,366.337,334.699,1232,366.000,335.000,0.452
47,401.281,334.424,1233,401.000,334.000,0.508
1318,191.422,338.956,1234,192.000,337.500,1.566
511,428.789,336.976,1235,429.000,337.000,0.213
373,470.645,336.432,1236,472.500,337.000,1.940
353,482.216,337.284,1237,482.000,337.000,0.357
1583,49.677,339.353,1238,50.000,339.000,0.478
1547,74.469,339.174,1239,74.000,339.000,0.500
1329,180.651,345.468,1240,180.561,344.037,1.433
1232,215.514,337.529,1241,216.000,338.000,0.676
1084,257.544,337.932,1242,257.500,338.000,0.081
982,289.798,339.442,1243,290.000,339.000,0.486
905,315.112,343.046,1244,315.443,341.295,1.781
830,338.160,338.865,1245,338.000,339.000,0.209
638,391.775,338.759,1246,392.759,339.983,1.570
561,420.849,344.430,1247,420.735,345.205,0.783
408,465.516,342.262,1248,463.815,340.704,2.307
284,513.315,339.149,1249,513.000,339.000,0.349
1517,95.198,340.856,1250,95.000,341.000,0.245
1455,138.388,340.912,1251,138.000,341.000,0.398
1447,144.834,340.484,1252,145.000,341.000,0.542
99,151.161,340.537,1253,151.000,341.000,0.491
1272,201.399,339.538,1254,201.000,340.000,0.610
1061,264.865,341.456,1255,265.000,341.000,0.475
746,361.867,340.182,1256,362.000,340.000,0.225
579,411.521,339.787,1257,411.000,340.000,0.563
466,446.979,341.937,1258,448.000,341.000,1.386
336,492.130,340.173,1259,492.000,340.000,0.216
1605,5.848,342.846,1260,6.000,343.000,0.217
1601,13.915,343.035,1261,15.000,342.561,1.184
1584,32.750,345.220,1262,33.571,346.247,1.315
1564,48.662,344.955,1263,47.000,344.000,1.916
1557,57.619,342.273,1264,58.000,342.000,0.469
1475,115.287,347.327,1265,114.013,346.293,1.640
1403,162.731,342.714,1266,163.000,343.000,0.392
1216,211.227,346.227,1267,210.885,345.115,1.163
772,355.488,342.482,1268,355.000,342.000,0.686
712,371.543,343.129,1269,372.000,343.000,0.475
500,436.685,341.957,1270,437.000,342.000,0.318
15,592.331,343.797,1271,592.500,343.000,0.814
1452,131.189,346.747,1272,130.000,346.000,1.404
805,346.964,343.713,1273,347.000,344.000,0.289
385,485.252,349.204,1274,485.808,347.577,1.719
1519,77.351,347.480,1275,77.000,347.000,0.595
1354,172.103,346.383,1276,172.000,345.826,0.566
976,289.853,347.422,1277,291.000,347.500,1.150
865,327.907,346.270,1278,328.000,346.000,0.285
658,397.990,355.083,1279,398.055,354.952,0.146
266,544.116,347.457,1280,544.000,347.000,0.471
843,334.117,348.079,1281,334.000,348.000,0.141
757,362.075,347.643,1282,362.552,348.414,0.906
741,369.708,353.382,1283,371.725,354.100,2.141
332,508.317,347.945,1284,508.000,348.000,0.322
257,550.259,348.455,1285,550.000,348.000,0.523
1582,9.002,354.324,1286,9.108,356.634,2.313
1563,23.060,355.011,1287,22.303,356.171,1.386
1551,44.205,349.932,1288,44.000,350.000,0.216
1493,93.351,350.884,1289,93.371,351.323,0.439
1367,154.485,356.165,1290,154.291,354.564,1.613
1231,202.398,349.873,1291,202.000,350.000,0.418
1034,268.906,350.084,1292,269.000,350.000,0.126
1006,276.923,350.242,1293,277.000,350.000,0.253
988,284.438,350.033,1294,284.000,350.000,0.440
803,349.012,349.646,1295,349.000,350.000,0.354
533,434.814,350.499,1296,435.000,350.000,0.533
461,459.611,351.312,1297,458.000,351.926,1.725
1515,70.097,353.117,1298,70.000,353.000,0.152
1472,106.417,353.050,1299,106.000,353.000,0.420
1419,143.011,351.657,1300,143.000,352.000,0.343
1345,162.449,355.457,1301,164.488,353.977,2.520
88,173.217,353.198,1302,174.000,355.000,1.965
432,473.016,353.148,1303,473.000,353.000,0.149
412,479.187,352.620,1304,479.000,353.000,0.424
297,534.388,352.956,1305,534.000,353.000,0.391
1526,56.026,354.580,1306,56.000,355.000,0.421
1505,80.444,354.485,1307,80.000,354.000,0.658
1424,134.193,353.745,1308,134.000,354.000,0.319
1246,191.399,355.363,1309,191.000,355.000,0.539
1059,257.565,355.604,1310,258.000,355.500,0.447
355,508.562,354.345,1311,509.000,354.000,0.558
289,540.139,354.125,1312,540.000,354.000,0.187
269,554.603,353.973,1313,555.000,354.000,0.398
1532,44.309,357.306,1314,44.000,357.000,0.434
1211,202.444,356.348,1315,202.000,356.000,0.564
1121,234.828,356.831,1316,235.000,357.000,0.241
352,524.766,362.672,1317,524.642,360.255,2.420
1492,74.233,360.646,1318,74.000,359.500,1.169
1142,222.800,361.773,1319,221.936,360.213,1.783
827,342.565,358.943,1320,343.000,359.000,0.438
799,352.752,360.681,1321,354.702,361.762,2.230
709,380.838,359.299,1322,381.000,359.000,0.340
476,463.771,357.854,1323,464.000,358.000,0.271
440,477.530,358.851,1324,478.000,359.000,0.493
31,497.548,364.271,1325,496.373,364.591,1.218
317,535.469,359.237,1326,536.661,360.984,2.115
273,560.058,358.902,1327,560.000,359.000,0.114
259,572.448,359.119,1328,574.000,358.500,1.671
240,584.217,358.415,1329,584.000,358.000,0.469
1030,264.367,361.007,1330,264.000,361.000,0.367
989,280.021,360.678,1331,280.000,361.000,0.323
916,308.943,361.246,1332,311.000,362.000,2.191
604,424.160,364.353,1333,423.863,364.658,0.425
551,439.830,360.480,1334,441.500,360.500,1.670
513,453.560,360.040,1335,453.586,360.552,0.512
1523,40.978,363.044,1336,41.000,363.000,0.049
1381,138.659,363.437,1337,139.500,365.000,1.775
1294,164.929,365.196,1338,165.797,364.835,0.941
1202,199.713,362.197,1339,202.000,363.000,2.423
1171,211.952,361.720,1340,212.000,362.000,0.285
949,296.440,365.344,1341,297.296,366.000,1.079
1531,29.240,365.436,1342,29.000,365.000,0.497
1402,128.171,365.407,1343,128.000,365.000,0.442
1353,146.323,365.071,1344,146.000,365.000,0.330
311,555.393,368.331,1345,554.793,366.810,1.635
292,564.749,367.325,1346,566.889,366.667,2.239
258,584.458,364.712,1347,584.000,365.000,0.541
252,589.805,364.873,1348,590.000,365.000,0.233
1508,44.426,368.775,1349,45.000,368.000,0.965
1453,94.937,366.987,1350,95.000,367.000,0.065
1233,182.322,368.417,1351,180.737,368.158,1.606
1001,271.609,367.464,1352,272.000,367.000,0.607
981,282.125,368.212,1353,284.000,367.000,2.233
842,336.720,367.197,1354,335.000,367.500,1.747
59,369.704,369.667,1355,370.315,368.556,1.268
696,387.968,367.164,1356,388.000,367.000,0.167
392,512.123,369.288,1357,511.191,367.936,1.642
1405,121.209,368.786,1358,121.419,371.355,2.577
1292,158.555,370.891,1359,158.000,369.500,1.498
1122,226.413,368.161,1360,226.000,368.000,0.444
1050,254.068,369.342,1361,254.000,369.000,0.348
923,305.986,368.329,1362,306.000,368.000,0.329
664,406.212,371.898,1363,405.328,372.410,1.021
255,598.668,370.409,1364,599.500,369.589,1.168
1516,28.813,371.292,1365,26.312,371.271,2.501
1486,57.201,372.049,1366,56.619,372.024,0.583
1425,101.313,373.096,1367,101.000,372.000,1.140
1205,191.228,370.110,1368,191.000,370.000,0.253
682,397.099,371.314,1369,397.000,371.000,0.329
637,414.867,370.296,1370,415.000,370.000,0.324
349,537.655,370.203,1371,538.208,372.283,2.152
1474,69.686,371.940,1372,70.000,372.000,0.320
1317,147.554,372.765,1373,148.000,373.000,0.504
823,347.091,372.483,1374,347.000,372.000,0.492
718,383.871,372.065,1375,383.426,373.907,1.896
603,431.593,372.369,1376,432.000,372.000,0.549
584,440.012,372.953,1377,440.091,372.909,0.090
549,452.282,372.541,1378,451.415,374.679,2.307
272,589.740,372.648,1379,590.000,373.000,0.437
1497,40.933,375.139,1380,38.512,376.023,2.578
1395,111.060,378.930,1381,111.500,376.500,2.470
902,314.231,375.466,1382,314.000,375.000,0.520
878,322.782,373.724,1383,323.000,374.000,0.351
800,357.106,377.573,1384,357.500,376.500,1.143
58,374.793,374.614,1385,375.000,375.000,0.438
472,486.252,375.664,1386,482.977,376.750,3.450
395,518.466,374.359,1387,518.000,374.000,0.588
254,610.415,375.252,1388,610.000,375.000,0.485
1443,86.699,375.570,1389,87.000,376.000,0.524
856,334.034,379.778,1390,335.000,378.500,1.602
512,472.409,376.931,1391,472.000,377.000,0.414
300,583.221,379.589,1392,582.500,378.500,1.306
241,625.827,378.359,1393,625.000,377.500,1.192
1522,6.126,378.529,1394,6.507,378.254,0.470
1442,77.115,381.391,1395,76.942,381.423,0.175
1172,196.043,379.369,1396,195.500,380.500,1.254
72,215.877,377.797,1397,215.500,379.500,1.744
717,389.037,382.134,1398,390.500,380.000,2.587
545,463.407,381.840,1399,464.628,382.395,1.342
1478,46.006,381.260,1400,46.000,381.000,0.261
1266,157.098,379.786,1401,159.000,382.000,2.919
1041,250.907,384.959,1402,252.500,383.000,2.525
65,293.367,381.204,1403,292.000,383.500,2.672
819,349.896,379.852,1404,350.000,380.000,0.181
648,418.340,381.499,1405,418.000,381.000,0.604
35,503.455,382.179,1406,503.644,381.915,0.324
444,512.807,388.188,1407,512.351,387.959,0.511
384,533.619,380.916,1408,534.000,381.000,0.390
357,550.364,379.950,1409,549.909,379.909,0.457
327,571.982,382.695,1410,573.814,382.047,1.943
1456,60.928,383.696,1411,61.891,385.500,2.045
1418,92.880,383.429,1412,93.000,383.000,0.445
771,371.498,388.107,1413,371.090,388.484,0.555
613,435.792,382.496,1414,436.000,382.000,0.537
371,541.844,381.632,1415,542.000,382.000,0.400
333,566.042,382.530,1416,566.000,383.000,0.472
299,608.295,392.469,1417,609.561,389.750,2.999
1499,20.293,384.774,1418,20.000,385.000,0.370
1479,38.328,385.122,1419,38.500,385.000,0.210
1350,120.517,384.534,1420,121.000,385.000,0.672
1298,140.420,384.544,1421,140.000,385.000,0.620
1083,227.131,387.155,1422,226.283,386.943,0.873
1077,233.040,383.708,1423,233.000,384.000,0.294
301,591.070,383.824,1424,591.000,384.000,0.190
1334,126.641,385.662,1425,127.000,386.000,0.493
1240,154.028,391.013,1426,153.397,391.629,0.883
1018,257.160,389.855,1427,258.691,389.055,1.728
