det_x,det_y,truth_x,truth_y,dist
3.337438510000000065e+02,3.192275849999999764e+02,3.211419999999999959e+02,2.413149999999999977e+02,7.892513889761882240e+01
6.326755220000000008e+02,3.285298990000000003e+02,3.211419999999999959e+02,2.413149999999999977e+02,3.235113196432308769e+02
6.143770829999999705e+02,9.304658799999999985e+01,3.209490000000000123e+02,2.398930000000000007e+02,3.281217892952685702e+02
2.777391969999999901e+02,3.279619979999999941e+02,3.197250000000000227e+02,2.413679999999999950e+02,9.623579450068885421e+01
3.119729219999999827e+02,5.152438599999999980e+01,3.198020000000000209e+02,2.391239999999999952e+02,1.877629080390455556e+02
2.652128599999999778e+02,3.954554909999999950e+02,3.197250000000000227e+02,2.413679999999999950e+02,1.634457961834891648e+02
6.004536819999999580e+02,1.554465559999999869e+02,3.209490000000000123e+02,2.398930000000000007e+02,2.919829946489456916e+02
1.806545279999999991e+02,4.532626420000000280e+02,3.197250000000000227e+02,2.413679999999999950e+02,2.534559833395356350e+02
1.820626249999999970e+02,4.221881260000000111e+02,3.197250000000000227e+02,2.413679999999999950e+02,2.272594276532802269e+02
5.055731999999999857e+02,2.945258610000000203e+02,3.211419999999999959e+02,2.413149999999999977e+02,1.919538050203780699e+02
2.134666550000000029e+02,4.669948079999999777e+02,3.197250000000000227e+02,2.413679999999999950e+02,2.493958547578685909e+02
